loan_id,client_ref,branch_code,agent_id,disbursement_date,principal_zar,initiation_fee_zar,capitalised_amount_zar,interest_rate_annual,term_months,monthly_service_fee_zar,credit_life_monthly_zar,instalment_zar,debit_order_day,purpose,is_topup,settles_loan_id,status
LN-514971,CL-103195,SF-JHB,AG-603,2026-03-02,26000,3707.5,29707.5,0.25,24,69,133.68,1788.22,25,Funeral,N,,Active
LN-514972,CL-112937,SF-GQE,AG-643,10/03/2026,17500,2857.5,"20,357.50",0.28,24,69,91.61,1278,27,Vehicle repair,N,,Active
LN-514973,CL-103710,SF-PTA,AG-616,2026-03-10,27000,3807.5,30807.5,0.28,12,69,138.63,3180.74,27,Vehicle repair,N,,Active
LN-514974,CL-115094,SF-BFN,AG-653,2026-03-16,10500,2157.5,12657.5,0.25,24,69,56.96,801.51,7,Business,N,,Active
LN-514975,CL-112710,SF-CPT,AG-642,20/03/2026,30500,4157.5,34657.5,0.26,12,69,155.96,3535.79,25,Business,N,,active
LN-514976,CL-104937,SF-PTA,AG-613,05/03/2026,25000,3607.5,28607.5,0.28,36,69,128.73,1381.04,25,Other,N,,Active
LN-514977,CL-116200,SF-PLK,AG-656,2026-03-23,17000,2807.5,19807.5,0.27,24,69,89.13,1235.27,27,Other,N,,Active
LN-514978,CL-118107,SF-MAH,AG-662,03/03/2026,23000,3407.5,26407.5,0.27,18,69,118.83,1988.22,8,Medical,N,,Written off
LN-514979,CL-103189,SF-JHB,AG-601,04/03/2026,50000,5175,55175,0.25,12,69,248.29,5561.35,3,Other,N,,Active
LN-514980,CL-119077,SF-MAH,AG-661,22/03/2026,11500,2257.5,13757.5,0.27,12,69,61.91,1451.87,26,Vehicle repair,N,,Active
LN-514981,CL-101701,SF-JHB,AG-606,2026-03-02,17000,2807.5,19807.5,0.25,24,69,89.13,1215.29,2,Debt consolidation,N,,Active
LN-514982,CL-118026,SF-MAH,AG-662,22/03/2026,14500,2557.5,17057.5,0.26,18,69,76.76,1300.27,26,Funeral,N,,Active
LN-514983,CL-117343,SF-PLK,AG-656,2026-03-21,50000,5175,55175,0.27,12,69,248.29,5615.05,4,Vehicle repair,N,,ACTIVE
LN-514984,CL-107914,SF-DBN,AG-628,2026-03-23,44000,5175,49175,0.25,18,69,221.29,3594.45,26,School fees,N,,Active
LN-514985,CL-105328,SF-PTA,AG-615,2026-03-20,50000,5175,55175,0.26,12,69,248.29,5588.16,4,Debt consolidation,N,,Active
LN-514986,CL-107756,SF-DBN,AG-623,14/03/2026,50000,5175,55175,0.26,24,69,248.29,3289.82,25,Other,N,,ACTIVE
LN-514987,CL-100527,SF-JHB,AG-601,2026-03-07,32500,4357.5,36857.5,0.26,6,69,165.86,6851.93,25,Vehicle repair,N,,Active
LN-514988,CL-112868,SF-CPT,AG-636,2026-03-11,28000,3907.5,31907.5,0.26,12,69,143.58,3260.71,2,Vehicle repair,N,,Active
LN-514989,CL-116191,SF-PLK,AG-657,2026-03-08,15500,2657.5,18157.5,0.28,18,69,81.71,1397.64,10,Debt consolidation,N,,ACTIVE
LN-514990,CL-104200,SF-PTA,AG-614,26/03/2026,15500,2657.5,18157.5,0.28,18,69,81.71,1397.64,2,Business,N,,Active
LN-514991,CL-106136,SF-DBN,AG-622,24/03/2026,19000,3007.5,22007.5,0.27,24,69,99.03,1364.81,3,Home improvement,N,,Active
LN-514992,CL-105486,SF-PTA,AG-618,2026-03-14,28500,3957.5,32457.5,0.24,18,69,146.06,2380.04,3,Other,N,,Active
LN-514993,CL-112332,SF-CPT,AG-640,2026-03-08,15500,2657.5,18157.5,0.28,12,69,81.71,1903.02,26,Debt consolidation,N,,Active
LN-514994,CL-104030,SF-PTA,AG-617,21/03/2026,16500,2757.5,19257.5,0.25,24,69,86.66,1183.46,23,Medical,N,,Active
LN-514995,CL-118055,SF-MAH,AG-661,2026-03-06,38500,4957.5,43457.5,0.27,12,69,195.56,4437.23,2,Debt consolidation,N,,Active
LN-514996,CL-112356,SF-CPT,AG-635,2026-03-17,50000,5175,"55,175.00",0.28,6,69,248.29,10278.54,25,Debt consolidation,N,,Active
LN-514997,CL-103536,SF-PTA,AG-615,2026-03-13,50000,5175,55175,0.27,18,69,248.29,4078.96,26,Home improvement,N,,Active
LN-514998,CL-117583,SF-PLK,AG-655,12/03/2026,50000,5175,55175,0.27,18,69,248.29,4078.96,4,Funeral,N,,Active
LN-514999,CL-107790,SF-DBN,AG-628,25/03/2026,16000,2707.5,18707.5,0.25,24,69,84.18,1151.63,11,Home improvement,N,,Active
LN-515000,CL-115215,SF-BFN,AG-650,2026-03-15,42000,5175,47175,0.28,36,69,212.29,2232.61,7,Vehicle repair,N,,Active
LN-515001,CL-112385,SF-CPT,AG-641,2026-03-24,13000,2407.5,15407.5,0.27,6,69,69.33,2912.22,26,School fees,N,,Active
LN-515002,CL-113884,SF-GQE,AG-644,2026-03-26,49000,5175,54175,0.26,36,69,243.79,2495.53,13,School fees,N,,Active
LN-515003,CL-117901,SF-MAH,AG-661,2026-03-21,24500,3557.5,"28,057.50",0.28,18,69,126.26,2122.05,26,Funeral,N,,Active
LN-515004,CL-113492,SF-GQE,AG-643,2026-03-28,50000,5175,55175,0.26,12,69,248.29,5588.16,3,Business,N,,Active
LN-515005,CL-105027,SF-PTA,AG-613,2026-03-01,50000,5175,55175,0.27,36,69,248.29,2569.82,3,School fees,N,,Active
LN-515006,CL-107373,SF-DBN,AG-621,2026-03-05,50000,5175,55175,0.27,18,69,248.29,4078.96,27,Vehicle repair,N,,Active
LN-515007,CL-109232,SF-PMB,AG-631,2026-03-22,15500,2657.5,18157.5,0.27,12,69,81.71,1894.14,4,Other,N,,Active
LN-515008,CL-118916,SF-MAH,AG-661,2026-03-11,23000,3407.5,26407.5,,24,69,118.83,1637.3,3,Home improvement,N,,Active
LN-515009,CL-101444,SF-JHB,AG-602,2026-03-25,24000,3507.5,27507.5,0.25,18,69,123.78,2041.06,12,Vehicle repair,N,,Active
LN-515010,CL-100871,SF-JHB,AG-610,2026-03-08,50000,5175,"55,175.00",0.26,6,69,248.29,10222.92,11,Vehicle repair,N,,Written off
LN-515011,CL-108557,SF-DBN,AG-629,2026-03-07,38500,4957.5,43457.5,0.25,18,69,195.56,3184.55,28,Business,N,,Active
LN-515012,CL-112582,SF-CPT,AG-637,2026-03-22,29000,4007.5,33007.5,0.26,6,69,148.53,"6,143.41",19,Vehicle repair,N,,Active
LN-515013,CL-110448,SF-CPT,AG-638,2026-03-11,50000,5175,55175,,12,69,248.29,5642.01,26,Funeral,N,,Active
LN-515014,CL-114827,SF-BFN,AG-650,2026-03-10,12500,2357.5,14857.5,0.26,12,69,66.86,1555.2,27,Other,N,,Active
LN-515015,CL-116576,SF-PLK,AG-658,2026-03-12,23000,3407.5,26407.5,0.27,18,69,118.83,1988.22,27,Debt consolidation,N,,Active
LN-515016,CL-102644,SF-JHB,AG-605,2026-03-20,50000,5175,55175,0.26,12,69,248.29,5588.16,2,Debt consolidation,N,,Active
LN-515017,CL-108814,SF-DBN,AG-622,03/03/2026,27000,3807.5,30807.5,0.28,24,69,138.63,1898.61,26,Home improvement,N,,Active
LN-515018,CL-108513,SF-DBN,AG-621,25/03/2026,33000,4407.5,37407.5,0.26,24,69,168.33,2252.65,25,School fees,N,,Active
LN-515019,CL-111253,SF-CPT,AG-639,2026-03-13,13500,2457.5,15957.5,0.26,12,69,71.81,1665.23,27,Debt consolidation,N,,Active
LN-515020,CL-110505,SF-CPT,AG-641,02/03/2026,46500,5175,51675,0.26,6,69,232.54,9578.82,27,Business,N,,ACTIVE
LN-515021,CL-106981,SF-DBN,AG-625,2026-03-03,13000,2407.5,15407.5,0.24,12,69,69.33,1595.26,25,Business,N,,Active
LN-515022,CL-103861,SF-PTA,AG-617,2026-03-14,50000,5175,55175,0.27,12,69,248.29,5615.05,4,Medical,Y,LN-507216,Active
LN-515023,CL-115168,SF-BFN,AG-650,07/03/2026,29500,4057.5,33557.5,0.28,6,69,151.01,"6,278.46",12,Medical,N,,Active
LN-515024,CL-108416,SF-DBN,AG-628,2026-03-14,50000,5175,55175,0.28,36,69,248.29,2599.52,25,Other,N,,Active
LN-515025,CL-101681,SF-JHB,AG-610,2026-03-16,31000,4207.5,35207.5,0.28,24,69,158.43,2159.92,2,Vehicle repair,N,,Active
LN-515026,CL-119137,SF-MAH,AG-661,28/03/2026,50000,5175,55175,0.25,24,69,248.29,3262.06,4,Medical,N,,Written off
LN-515027,CL-110462,SF-CPT,AG-636,2026-03-26,27500,3857.5,31357.5,0.28,24,69,141.11,1931.27,4,Home improvement,N,,Active
LN-515028,CL-117861,SF-MAH,AG-660,2026-03-23,29000,4007.5,"33,007.50",0.27,24,69,148.53,2012.49,2,Debt consolidation,N,,Active
LN-515029,CL-105329,SF-PTA,AG-619,2026-03-10,14500,2557.5,17057.5,0.27,24,69,76.76,1073.35,4,Medical,N,,ACTIVE
LN-515030,CL-114133,SF-GQE,AG-647,2026-03-12,29000,4007.5,33007.5,0.27,24,69,148.53,"2,012.49",25,Vehicle repair,N,,Active
LN-515031,CL-116396,SF-PLK,AG-657,2026-03-02,46000,5175,51175,0.27,24,69,230.29,3082.2,26,Business,N,,ACTIVE
LN-515032,CL-106664,SF-DBN,AG-623,2026-03-01,24500,3557.5,28057.5,0.28,18,69,126.26,2122.05,3,Business,N,,Active
LN-515033,CL-115237,SF-BFN,AG-649,2026-03-12,35000,4607.5,39607.5,0.28,18,69,178.23,2967.19,26,Vehicle repair,N,,Active
LN-515034,CL-110028,SF-PMB,AG-634,23/03/2026,50000,5175,55175,0.26,12,69,248.29,5588.16,25,Debt consolidation,N,,Active
LN-515035,CL-101570,SF-JHB,AG-610,2026-03-15,45000,5175,50175,0.26,18,69,225.79,3690.81,27,Home improvement,N,,Active
LN-515036,CL-109899,SF-PMB,AG-631,2026-03-21,33000,4407.5,"37,407.50",0.28,36,69,168.33,1784.64,11,Home improvement,N,,Active
LN-515037,CL-111011,SF-CPT,AG-635,2026-03-08,20500,3157.5,23657.5,0.28,6,69,106.46,4446.57,27,School fees,N,,Active
LN-515038,CL-117961,SF-MAH,AG-662,21/03/2026,40000,5107.5,45107.5,0.27,6,69,202.98,8392.91,25,Other,N,,ACTIVE
LN-515039,CL-105573,SF-PTA,AG-617,2026-03-23,26000,3707.5,29707.5,0.28,12,69,133.68,3069.64,27,School fees,N,,active
LN-515040,CL-102981,SF-JHB,AG-608,18/03/2026,33000,4407.5,37407.5,0.28,6,69,168.33,6990.86,2,Business,N,,Active
LN-515041,CL-100764,SF-JHB,AG-605,2026-03-01,49500,5175,54675,0.28,24,69,246.04,3316.07,2,Vehicle repair,N,,Active
LN-515042,CL-103016,SF-JHB,AG-611,17/03/2026,40000,5107.5,45107.5,0.28,18,69,202.98,3369.64,27,School fees,N,,Active
LN-515043,CL-116712,SF-PLK,AG-657,2026-03-07,50000,5175,55175,0.27,24,69,248.29,3317.72,27,Vehicle repair,Y,LN-501257,Active
LN-515044,CL-107767,SF-DBN,AG-627,12/03/2026,17500,2857.5,20357.5,0.27,6,69,91.61,3825.67,26,Medical,N,,Active
LN-515045,CL-109451,SF-PMB,AG-630,2026-03-01,50000,5175,55175,0.27,18,69,248.29,4078.96,27,Debt consolidation,N,,Active
LN-515046,CL-114590,SF-GQE,AG-648,2026-03-11,50000,5175,55175,0.28,12,69,248.29,5642.01,27,Other,N,,Active
LN-515047,CL-117288,SF-PLK,AG-654,28/03/2026,33000,4407.5,37407.5,0.26,24,69,168.33,"2,252.65",3,Debt consolidation,Y,LN-506955,Active
LN-515048,CL-107411,SF-DBN,AG-625,2026-03-17,12500,2357.5,14857.5,0.25,18,69,66.86,1134.16,27,Home improvement,N,,Active
LN-515049,CL-112047,SF-CPT,AG-642,2026-03-26,32500,4357.5,36857.5,0.28,12,69,165.86,3791.83,26,Debt consolidation,N,,active
LN-515050,CL-113327,SF-GQE,AG-646,2026-03-12,46000,5175,51175,0.28,18,69,230.29,3813.62,2,Vehicle repair,N,,Active
LN-515051,CL-114352,SF-GQE,AG-646,05/03/2026,35500,4657.5,40157.5,0.27,24,69,180.71,2433.48,2,Other,N,,Written off
LN-515052,CL-111061,SF-CPT,AG-640,2026-03-08,34500,4557.5,39057.5,0.25,36,69,175.76,1797.68,25,Other,N,,Active
LN-515053,CL-115687,SF-BFN,AG-649,2026-03-25,17000,2807.5,19807.5,0.27,24,69,89.13,1235.27,27,Medical,N,,Active
LN-515054,CL-111858,SF-CPT,AG-638,2026-03-20,42000,5175,47175,0.28,24,69,212.29,"2,870.65",26,School fees,N,,Active
LN-515055,CL-112375,SF-CPT,AG-637,21/03/2026,6500,1757.5,8257.5,0.26,12,69,37.16,895,14,Business,N,,active
LN-515056,CL-114841,SF-BFN,AG-653,20/03/2026,15500,2657.5,18157.5,0.27,18,69,81.71,1388.64,25,Medical,N,,Active
LN-515057,CL-118307,SF-MAH,AG-660,2026-03-13,8500,1957.5,10457.5,0.27,24,69,47.06,684.74,27,Business,N,,Active
LN-515058,CL-118761,SF-MAH,AG-659,2026-03-12,50000,5175,55175,0.27,12,69,248.29,5615.05,26,Other,N,,Active
LN-515059,CL-101561,SF-JHB,AG-608,2026-03-14,37500,4857.5,42357.5,0.25,18,69,190.61,3105.69,2,Debt consolidation,N,,written off
LN-515060,CL-108616,SF-DBN,AG-622,2026-03-10,38000,4907.5,42907.5,0.26,36,69,193.08,1990.85,26,Business,N,,Active
LN-515061,CL-108045,SF-DBN,AG-627,28/03/2026,50000,5175,55175,0.27,18,69,248.29,"4,078.96",26,Home improvement,N,,ACTIVE
LN-515062,CL-117851,SF-MAH,AG-660,2026-03-28,26500,3757.5,30257.5,0.27,12,69,136.16,3110.41,2,Debt consolidation,N,,Active
LN-515063,CL-115790,SF-BFN,AG-651,2026-03-04,17000,2807.5,19807.5,0.25,18,69,89.13,1489.04,25,Debt consolidation,N,,Active
LN-515064,CL-116466,SF-PLK,AG-654,12/03/2026,29500,4057.5,"33,557.50",0.25,12,69,151.01,3409.45,27,Medical,N,,Active
LN-515065,CL-111899,SF-CPT,AG-639,28/03/2026,43000,5175,48175,0.26,36,69,216.79,2226.79,10,Home improvement,N,,Active
LN-515066,CL-116759,SF-PLK,AG-655,2026-03-17,36000,4707.5,40707.5,0.25,12,69,183.18,4121.2,26,School fees,N,,Active
LN-515067,CL-111495,SF-CPT,AG-639,24/03/2026,35000,4607.5,39607.5,0.25,6,69,178.23,7338.09,26,Funeral,Y,LN-507492,Active
LN-515068,CL-117187,SF-PLK,AG-655,22/03/2026,12500,2357.5,14857.5,0.28,12,69,66.86,1569.7,2,Vehicle repair,N,,active
LN-515069,CL-116741,SF-PLK,AG-656,17/03/2026,17500,2857.5,20357.5,0.25,12,69,91.61,2095.47,27,Business,N,,active
LN-515070,CL-107801,SF-DBN,AG-625,02/03/2026,33000,4407.5,37407.5,0.28,24,69,168.33,2290.58,26,Other,N,,Active
LN-515071,CL-109755,SF-PMB,AG-631,2026-03-18,15500,2657.5,18157.5,0.26,24,69,81.71,1128.94,25,Medical,N,,Active
LN-515072,CL-106622,SF-DBN,AG-622,2026-03-28,50000,5175,55175,0.26,18,69,248.29,4051.73,26,Debt consolidation,N,,Active
LN-515073,CL-100738,SF-JHB,AG-607,2026-03-13,20000,3107.5,23107.5,0.27,12,69,103.98,2391.71,4,Funeral,N,,Active
LN-515074,CL-118749,SF-MAH,AG-662,2026-03-01,20000,3107.5,23107.5,0.28,6,69,103.98,4344.8,14,Home improvement,N,,Active
LN-515075,CL-116952,SF-PLK,AG-656,18/03/2026,32500,4357.5,36857.5,0.26,18,69,165.86,2729.5,19,Funeral,N,,Active
LN-515076,CL-111290,SF-CPT,AG-635,24/03/2026,50000,5175,55175,0.27,12,69,248.29,5615.05,3,School fees,N,,Written off
LN-515077,CL-118058,SF-MAH,AG-660,2026-03-21,50000,5175,55175,0.26,24,69,248.29,3289.82,3,Home improvement,N,,Active
LN-515078,CL-109086,SF-PMB,AG-632,2026-03-10,22500,3357.5,25857.5,0.26,6,69,116.36,4827.59,4,Debt consolidation,N,,ACTIVE
LN-515079,CL-105302,SF-PTA,AG-620,2026-03-15,31500,4257.5,35757.5,0.28,12,69,160.91,3680.72,25,Vehicle repair,N,,Active
LN-515080,CL-103182,SF-JHB,AG-602,06/03/2026,17000,2807.5,19807.5,0.28,24,69,89.13,1245.34,4,Vehicle repair,N,,Active
LN-515081,CL-105830,SF-PTA,AG-617,2026-03-12,30000,4107.5,34107.5,0.28,18,69,153.48,2564.74,2,Vehicle repair,N,,Active
LN-515082,CL-103789,SF-PTA,AG-619,2026-03-04,23000,3407.5,26407.5,0.26,12,69,118.83,"2,710.55",1,Business,N,,active
LN-515083,CL-104918,SF-PTA,AG-617,2026-03-12,33500,4457.5,37957.5,0.28,12,69,170.81,3902.93,24,Business,N,,Active
LN-515084,CL-108939,SF-PMB,AG-631,27/03/2026,50000,5175,55175,0.27,18,69,248.29,4078.96,26,Funeral,N,,Active
LN-515085,CL-111135,SF-CPT,AG-640,04/03/2026,47500,5175,52675,0.26,12,69,237.04,5338.09,26,School fees,N,,Active
LN-515086,CL-116001,SF-BFN,AG-653,27/03/2026,8000,1907.5,9907.5,0.27,12,69,44.58,1064.88,4,Business,N,,ACTIVE
LN-515087,CL-108831,SF-DBN,AG-622,2026-03-19,50000,5175,55175,0.26,18,69,248.29,4051.73,27,Home improvement,N,,Active
LN-515088,CL-100866,SF-JHB,AG-606,2026-03-13,50000,5175,55175,0.25,12,69,248.29,5561.35,27,Debt consolidation,N,,Active
LN-515089,CL-113489,SF-GQE,AG-645,19/03/2026,19500,3057.5,22557.5,0.28,36,69,101.51,1103.57,26,Vehicle repair,N,,ACTIVE
LN-515090,CL-105124,SF-PTA,AG-617,15/03/2026,49500,5175,54675,0.26,12,69,246.04,5538.15,8,Home improvement,N,,Active
LN-515091,CL-115027,SF-BFN,AG-649,2026-03-19,50000,5175,55175,0.27,12,69,248.29,5615.05,2,Funeral,N,,Active
LN-515092,CL-116674,SF-PLK,AG-655,2026-03-06,49000,5175,54175,0.24,12,69,243.79,5435.55,3,Funeral,N,,Active
LN-515093,CL-101766,SF-JHB,AG-611,2026-03-28,14000,2507.5,16507.5,0.27,18,69,74.28,1268.72,26,School fees,N,,Active
LN-515094,CL-100896,SF-JHB,AG-602,13/03/2026,36000,4707.5,40707.5,0.26,6,69,183.18,7560.45,3,Home improvement,N,,Active
LN-515095,CL-101788,SF-JHB,AG-608,20/03/2026,50000,5175,55175,0.28,24,69,248.29,3345.76,3,School fees,N,,Active
LN-515096,CL-113118,SF-GQE,AG-648,09/03/2026,50000,5175,55175,0.26,18,69,248.29,4051.73,2,Funeral,N,,active
LN-515097,CL-101971,SF-JHB,AG-605,12/03/2026,31000,4207.5,35207.5,0.28,24,69,158.43,2159.92,26,School fees,N,,ACTIVE
LN-515098,CL-101887,SF-JHB,AG-608,2026-03-17,32500,4357.5,36857.5,0.27,36,69,165.86,1739.57,4,Business,N,,Active
LN-515099,CL-114332,SF-GQE,AG-643,2026-03-03,15500,2657.5,18157.5,0.28,24,69,81.71,1147.35,26,Business,N,,Active
LN-515100,CL-117696,SF-PLK,AG-654,2026-03-20,25000,3607.5,28607.5,0.28,24,69,128.73,1767.96,2,Business,N,,Active
LN-515101,CL-118456,SF-MAH,AG-662,2026-03-01,28500,3957.5,32457.5,0.27,12,69,146.06,3331.54,5,School fees,N,,Active
LN-515102,CL-118673,SF-MAH,AG-659,25/03/2026,8500,1957.5,10457.5,0.26,12,69,47.06,1115.07,4,Debt consolidation,N,,Active
LN-515103,CL-115684,SF-BFN,AG-651,13/03/2026,21500,3257.5,24757.5,0.26,12,69,111.41,2545.5,3,Debt consolidation,N,,Active
LN-515104,CL-104780,SF-PTA,AG-613,2026-03-11,17500,2857.5,20357.5,0.26,24,69,91.61,"1,257.36",27,Vehicle repair,N,,Active
LN-515105,CL-112354,SF-CPT,AG-639,2026-03-20,24000,3507.5,27507.5,0.28,18,69,123.78,2081.8,8,Business,N,,Active
LN-515106,CL-119141,SF-MAH,AG-659,2026-03-27,36500,4757.5,41257.5,0.26,12,69,185.66,4195.99,4,School fees,N,,Active
LN-515107,CL-107327,SF-DBN,AG-628,2026-03-04,50000,5175,55175,0.25,36,69,248.29,2511.04,26,Funeral,N,,Active
LN-515108,CL-108295,SF-DBN,AG-627,2026-03-13,50000,5175,55175,0.26,6,69,248.29,10222.92,4,Medical,N,,Active
LN-515109,CL-117443,SF-PLK,AG-656,28/03/2026,9000,2007.5,11007.5,0.27,24,69,49.53,717.12,26,Debt consolidation,N,,Active
LN-515110,CL-115681,SF-BFN,AG-653,18/03/2026,23500,3457.5,26957.5,0.27,18,69,121.31,2028.2,4,School fees,N,,Active
LN-515111,CL-103024,SF-JHB,AG-610,2026-03-22,14000,2507.5,16507.5,0.27,24,69,74.28,1040.97,25,Funeral,N,,active
LN-515112,CL-103991,SF-PTA,AG-615,2026-03-14,24000,3507.5,27507.5,0.25,18,69,123.78,2041.06,1,Home improvement,N,,active
LN-515113,CL-109610,SF-PMB,AG-633,2026-03-28,41500,5175,46675,0.27,18,69,210.04,3461.21,25,Debt consolidation,N,,active
LN-515114,CL-111461,SF-CPT,AG-640,2026-03-25,17500,2857.5,20357.5,0.26,24,69,91.61,1257.36,4,Business,N,,Active
LN-515115,CL-115132,SF-BFN,AG-652,2026-03-26,19000,3007.5,22007.5,0.28,18,69,99.03,"1,679.35",2,Business,N,,Active
LN-515116,CL-115193,SF-BFN,AG-653,2026-03-16,12000,2307.5,14307.5,0.27,12,69,64.38,1507.15,25,Medical,N,,Active
LN-515117,CL-100215,SF-JHB,AG-608,2026-03-28,50000,5175,55175,0.26,18,69,248.29,4051.73,4,Business,N,,Active
LN-515118,CL-118045,SF-MAH,AG-659,19/03/2026,24500,3557.5,"28,057.50",0.27,36,69,126.26,1340.71,26,Vehicle repair,N,,Active
LN-515119,CL-101262,SF-JHB,AG-605,18/03/2026,25500,3657.5,29157.5,0.26,18,69,131.21,2173.69,8,Vehicle repair,N,,ACTIVE
LN-515120,CL-105003,SF-PTA,AG-617,2026-03-24,50000,5175,55175,0.27,24,69,248.29,3317.72,27,Medical,N,,Active
LN-515121,CL-111018,SF-CPT,AG-641,2026-03-10,37500,4857.5,42357.5,0.28,18,69,190.61,3168.42,13,Funeral,N,,Active
LN-515122,CL-105082,SF-PTA,AG-619,2026-03-02,6500,1757.5,8257.5,0.28,18,69,37.16,673.22,27,School fees,N,,ACTIVE
LN-515123,CL-116541,SF-PLK,AG-655,07/03/2026,20500,3157.5,23657.5,0.26,18,69,106.46,1776.68,2,Business,N,,Active
LN-515124,CL-102394,SF-JHB,AG-605,07/03/2026,19000,3007.5,22007.5,0.26,18,69,99.03,1657.58,7,Vehicle repair,N,,Active
LN-515125,CL-106159,SF-DBN,AG-621,2026-03-17,9500,2057.5,11557.5,0.27,12,69,52.01,1230.73,7,Home improvement,N,,active
LN-515126,CL-105066,SF-PTA,AG-613,2026-03-24,27000,3807.5,30807.5,0.25,12,69,138.63,3135.71,27,School fees,N,,ACTIVE
LN-515127,CL-106010,SF-PTA,AG-617,2026-03-15,8500,1957.5,10457.5,0.25,12,69,47.06,1109.98,2,Vehicle repair,N,,Active
LN-515128,CL-104452,SF-PTA,AG-614,2026-03-07,48500,5175,53675,0.28,24,69,241.54,3256.68,2,Other,N,,Active
LN-515129,CL-113689,SF-GQE,AG-648,2026-03-05,6500,1757.5,8257.5,0.27,12,69,37.16,899.02,5,Medical,N,,Active
LN-515130,CL-115350,SF-BFN,AG-649,17/03/2026,18000,2907.5,20907.5,0.28,12,69,94.08,2180.78,27,Medical,N,,Active
LN-515131,CL-104125,SF-PTA,AG-619,2026-03-28,35000,4607.5,39607.5,0.26,12,69,178.23,4030.94,26,Home improvement,N,,Active
LN-515132,CL-107897,SF-DBN,AG-626,09/03/2026,8000,1907.5,9907.5,0.27,12,69,44.58,1064.88,26,Business,N,,ACTIVE
LN-515133,CL-104558,SF-PTA,AG-619,2026-03-01,50000,5175,55175,0.26,12,69,248.29,5588.16,26,Home improvement,N,,Active
LN-515134,CL-101115,SF-JHB,AG-604,2026-03-21,50000,5175,"55,175.00",0.28,24,69,248.29,3345.76,2,Medical,N,,Active
LN-515135,CL-106610,SF-DBN,AG-627,20/03/2026,12500,2357.5,14857.5,0.28,12,69,66.86,1569.7,25,School fees,N,,Active
LN-515136,CL-114521,SF-GQE,AG-647,2026-03-02,22500,3357.5,25857.5,0.27,36,69,116.36,1241,25,Debt consolidation,N,,Active
LN-515137,CL-116490,SF-PLK,AG-656,26/03/2026,50000,5175,55175,0.28,6,69,248.29,10278.54,26,Other,N,,Active
LN-515138,CL-118668,SF-MAH,AG-661,08/03/2026,11000,2207.5,13207.5,0.27,12,69,59.43,1396.58,12,Debt consolidation,N,,ACTIVE
LN-515139,CL-108245,SF-DBN,AG-627,2026-03-25,26000,3707.5,29707.5,0.27,18,69,133.68,2228.06,6,Home improvement,N,,active
LN-515140,CL-114737,SF-BFN,AG-649,28/03/2026,50000,5175,55175,0.28,24,69,248.29,3345.76,28,Home improvement,N,,Active
LN-515141,CL-109407,SF-PMB,AG-631,28/03/2026,50000,5175,55175,0.28,18,69,248.29,"4,106.31",19,Funeral,N,,Active
LN-515142,CL-104595,SF-PTA,AG-617,2026-03-24,50000,5175,55175,0.26,24,69,248.29,3289.82,26,Home improvement,N,,active
LN-515143,CL-107944,SF-DBN,AG-627,13/03/2026,29000,4007.5,33007.5,0.24,12,69,148.53,3338.71,25,School fees,N,,Active
LN-515144,CL-105351,SF-PTA,AG-618,11/03/2026,15500,2657.5,"18,157.50",0.27,18,69,81.71,1388.64,10,Vehicle repair,N,,Active
LN-515145,CL-113274,SF-GQE,AG-643,2026-03-05,34000,4507.5,38507.5,0.26,18,69,173.28,2848.61,27,Medical,N,,active
LN-515146,CL-107628,SF-DBN,AG-621,06/03/2026,50000,5175,55175,0.27,18,69,248.29,4078.96,2,Business,N,,Active
LN-515147,CL-113185,SF-GQE,AG-646,2026-03-13,32500,4357.5,36857.5,0.28,12,69,165.86,"3,791.83",16,Funeral,N,,Active
LN-515148,CL-111928,SF-CPT,AG-636,2026-03-23,21500,3257.5,24757.5,0.28,24,69,111.41,1539.31,28,Medical,N,,Active
LN-515149,CL-117891,SF-MAH,AG-660,2026-03-27,16000,2707.5,18707.5,0.27,18,69,84.18,1428.61,4,Business,N,,Active
LN-515150,CL-113665,SF-GQE,AG-646,2026-03-04,50000,5175,55175,0.24,12,69,248.29,5534.61,25,Debt consolidation,N,,active
LN-515151,CL-108783,SF-DBN,AG-624,2026-03-23,42000,5175,47175,0.28,6,69,212.29,8798.23,26,Business,N,,Active
LN-515152,CL-106506,SF-DBN,AG-624,18/03/2026,21500,3257.5,24757.5,0.28,12,69,111.41,2569.66,3,Home improvement,N,,Active
LN-515153,CL-114606,SF-GQE,AG-646,28/03/2026,7000,1807.5,8807.5,0.25,24,69,39.63,578.7,3,Medical,N,,Active
LN-515154,CL-100396,SF-JHB,AG-611,18/03/2026,32500,4357.5,36857.5,0.26,24,69,165.86,2220.54,4,Other,Y,LN-504871,Active
LN-515155,CL-112330,SF-CPT,AG-641,16/03/2026,26500,3757.5,30257.5,0.28,24,69,136.16,"1,865.95",2,Medical,N,,Active
LN-515156,CL-108242,SF-DBN,AG-628,02/03/2026,13000,2407.5,15407.5,0.26,24,69,69.33,968.41,8,Debt consolidation,N,,Active
LN-515157,CL-113467,SF-GQE,AG-644,2026-03-02,24000,3507.5,27507.5,0.25,36,69,123.78,1286.48,25,Debt consolidation,N,,Active
LN-515158,CL-100374,SF-JHB,AG-611,28/03/2026,19500,3057.5,22557.5,0.28,6,69,101.51,4243.02,25,Funeral,N,,Active
