assessment_id,loan_id,assessed_at,assessor_agent_id,declared_gross_income_zar,declared_net_income_zar,declared_expenses_zar,existing_obligations_zar,regulated_expense_norm_zar,disposable_income_zar,disposable_after_instalment_zar
AF-717474,LN-517474,2026-06-16,AG-646,10250,8821,1935,0,1873.32,6886,658.25
AF-717475,LN-517475,2026-06-14,AG-633,11300,9625,2055,4672,1944.72,2898,1439.41
AF-717476,LN-517476,2026-06-11,AG-613,8800,7419,1783,2854,1774.72,2782,484.84
AF-717477,LN-517477,2026-06-15,AG-619,11500,9510,2151,3161,1958.32,4198,2282.66
AF-717478,LN-517478,2026-06-25,AG-656,14100,12365,2150,6501,2135.12,3714,2146.1
AF-717479,LN-517479,2026-06-19,AG-661,5550,4599,1455,992,1536.01,2152,347.52
AF-717480,LN-517480,2026-06-15,AG-631,7800,6518,1736,3575,1706.72,1207,398.62
AF-717481,LN-517481,2026-06-08,AG-616,12500,11158,2155,5654,2026.32,3349,-2202.07
AF-717482,LN-517482,2026-06-18,AG-641,14900,13046,2367,975,2189.52,9704,5177.91
AF-717483,LN-517483,2026-06-01,AG-645,24950,21492,3206,400,2872.92,17886,12270.95
AF-717484,LN-517484,2026-06-23,AG-647,12500,10881,1975,2873,2026.32,6033,571.19
AF-717485,LN-517485,2026-06-25,AG-613,30800,26776,3484,4795,3250.61,18497,12935.65
AF-717486,LN-517486,2026-06-15,AG-632,14600,12650,2138,2913,2169.12,7599,1956.99
AF-717487,LN-517487,2026-06-24,AG-633,19050,16606,2651,6147,2471.72,7808,5152.47
AF-717488,LN-517488,2026-06-23,AG-626,6650,5686,1794,1302,1628.52,2590,854.71
AF-717489,LN-517489,2026-06-23,AG-608,12900,10846,2262,5416,2053.52,3168,57.59
AF-717490,LN-517490,2026-06-15,AG-606,6550,5569,1585,1592,1621.72,2392,-208.51
AF-717491,LN-517491,2026-06-01,AG-622,13400,12035,2232,4778,2087.52,5025,946.04
AF-717492,LN-517492,2026-06-21,AG-654,5000,4232,1398,3129,1493.38,-295,-850.2
AF-717493,LN-517493,2026-06-02,AG-606,6600,5781,1554,2693,1625.12,1534,-1257.87
AF-717494,LN-517494,2026-06-22,AG-661,15431,13576,1986,5533,2019.52,6057,944.54
AF-717495,LN-517495,2026-06-18,AG-647,13050,11548,2293,3542,2063.72,5713,3844.69
AF-717496,LN-517496,2026-06-11,AG-619,7800,6984,1619,2392,1706.72,2973,1450.21
AF-717497,LN-517497,2026-06-23,AG-651,7550,6451,1654,690,1689.72,4107,2633.02
AF-717498,LN-517498,2026-06-14,AG-662,55576,50781,4063,3309,4294.02,43409,37793.95
AF-717499,LN-517499,2026-05-31,AG-603,6850,6181,1800,1728,1642.12,2653,1789.44
AF-717500,LN-517500,2026-06-13,AG-621,6650,5653,1610,1256,1628.52,2787,1671.93
AF-717501,LN-517501,2026-06-11,AG-650,16000,13757,2236,3139,2264.32,8382,4756.83
AF-717502,LN-517502,2026-06-16,AG-661,14078,12805,1896,2057,1907.32,8852,5951.65
AF-717503,LN-517503,2026-06-06,AG-635,7700,6693,1669,1397,1699.92,3627,1175.4
AF-717504,LN-517504,2026-05-31,AG-632,14500,13181,2345,0,2162.32,10836,8389.01
AF-717505,LN-517505,2026-06-20,AG-642,18050,16388,2390,9260,2403.72,4738,-4060.23
AF-717506,LN-517506,2026-05-29,AG-620,7500,6818,1698,1215,1686.32,3905,864.35
AF-717507,LN-517507,2026-06-09,AG-630,18300,16531,2354,0,2420.72,14177,10201.07
AF-717508,LN-517508,2026-05-30,AG-633,10500,8966,1788,4045,1890.32,3133,734.62
AF-717509,LN-517509,2026-06-06,AG-656,8450,7301,1674,3107,1750.92,2520,1394.73
AF-717510,LN-517510,2026-06-20,AG-649,16450,13805,2529,2976,2294.92,8300,2733.94
AF-717511,LN-517511,2026-06-04,AG-649,18500,16018,2650,1655,2434.32,11713,8395.28
AF-717512,LN-517512,2026-06-17,AG-623,11850,10384,2215,2106,1982.12,6063,3572.52
AF-717513,LN-517513,2026-05-31,AG-648,7900,7069,1739,2939,1713.52,2391,1210.99
AF-717514,LN-517514,2026-06-19,AG-650,17200,14218,2159,5967,2345.92,6092,2292.92
AF-717515,LN-517515,2026-06-25,AG-627,11850,10626,1844,2784,1982.12,5998,3872.77
AF-717516,LN-517516,2026-05-31,AG-655,16400,14227,2126,5660,2291.52,6441,3975.13
AF-717517,LN-517517,2026-06-03,AG-623,14150,12885,2195,6820,2138.52,3870,1222.39
AF-717518,LN-517518,2026-06-28,AG-642,15050,13753,2113,6577,2199.72,5063,1744.8
AF-717519,LN-517519,2026-06-08,AG-615,29300,24894,3326,13264,3146.96,8304,5014.18
AF-717520,LN-517520,2026-05-30,AG-613,10850,9770,1859,3581,1914.12,4330,3250.64
AF-717521,LN-517521,2026-06-08,AG-661,9785,8974,1652,2853,1689.72,4469,861.03
AF-717522,LN-517522,2026-06-23,AG-654,13800,11547,2085,6675,2114.72,2787,395.29
AF-717523,LN-517523,2026-06-26,AG-650,26150,23350,3066,10081,2929.3,10203,6913.18
AF-717524,LN-517524,2026-06-04,AG-615,9550,8039,1909,4034,1825.72,2096,678.11
AF-717525,LN-517525,2026-06-24,AG-624,4200,3640,1463,1193,1431.38,984,-252.38
AF-717526,LN-517526,2026-06-27,AG-626,21950,18992,2842,250,2668.92,"15,900.00",13359.68
AF-717527,LN-517527,2026-06-11,AG-646,6250,5182,1684,770,1590.26,2728,2185.01
AF-717528,LN-517528,2026-06-01,AG-627,7300,6139,1707,4415,1672.72,17,-1472.04
AF-717529,LN-517529,2026-06-02,AG-606,7200,6061,1862,1661,1665.92,2538,1356.83
AF-717530,LN-517530,2026-06-26,AG-609,5050,4474,1471,2113,1497.26,890,31.72
AF-717531,LN-517531,2026-06-14,AG-633,13150,11083,2213,3447,2070.52,5423,1464.51
AF-717532,LN-517532,2026-06-03,AG-662,8625,7445,1680,3473,1631.92,2292,-624.71
AF-717533,LN-517533,2026-06-03,AG-606,6900,6346,1801,1865,1645.52,2680,122.44
AF-717534,LN-517534,2026-06-10,AG-662,12807,11599,1990,2692,1876.72,6917,2179.09
AF-717535,LN-517535,2026-06-25,AG-608,32150,28548,3352,7576,3343.9,17620,12031.84
AF-717536,LN-517536,2026-06-19,AG-634,9450,8141,1850,4139,1818.92,2152,1209.04
AF-717537,LN-517537,2026-06-01,AG-628,4600,3930,1411,1324,1462.38,1195,86.17
AF-717538,LN-517538,2026-06-23,AG-616,14250,12808,2332,2005,2145.32,8471,5875.6
AF-717539,LN-517539,2026-06-23,AG-646,16150,14017,2504,5769,2274.52,5744,3518.75
AF-717540,LN-517540,2026-06-03,AG-605,16450,14094,2508,8724,2294.92,2862,-2780.01
AF-717541,LN-517541,2026-06-14,AG-648,29750,25992,3248,11566,3178.06,11178,982.83
AF-717542,LN-517542,2026-06-02,AG-642,17650,15198,2542,1415,2376.52,11241,9008.39
AF-717543,LN-517543,2026-06-18,AG-603,24500,21188,3109,0,2842.32,18079,14761.28
AF-717544,LN-517544,2026-06-12,AG-618,6700,5782,1659,1981,1631.92,"2,142.00",-2406.34
AF-717545,LN-517545,2026-06-20,AG-641,13950,11820,2156,3960,2124.92,5704,2386.28
AF-717546,LN-517546,2026-06-23,AG-643,30550,27148,3267,8254,3233.34,15627,12309.28
AF-717547,LN-517547,2026-06-06,AG-660,8350,7173,1608,941,1744.12,4624,850.18
AF-717548,LN-517548,2026-06-13,AG-615,19150,17585,2346,4597,2478.52,10642,7381.37
AF-717549,LN-517549,2026-06-21,AG-611,15300,12803,2117,3544,2216.72,7142,3063.04
AF-717550,LN-517550,2026-06-01,AG-618,10650,8926,1914,1381,1900.52,5631,1359.62
AF-717551,LN-517551,2026-05-31,AG-649,11400,10062,2161,1028,1951.52,6873,4734.66
AF-717552,LN-517552,2026-06-15,AG-662,18991,16851,2057,4984,2124.92,9810,5589.71
AF-717553,LN-517553,2026-06-25,AG-655,9750,8957,1780,2814,1839.32,4363,3027.87
AF-717554,LN-517554,2026-06-07,AG-661,5878,4822,1472,1493,1443.01,"1,857.00",-193.35
AF-717555,LN-517555,2026-06-19,AG-629,18100,15361,2683,2760,2407.12,9918,7318.48
AF-717556,LN-517556,2026-06-04,AG-652,8400,7231,1744,2096,1747.52,"3,391.00",1151.82
AF-717557,LN-517557,2026-05-31,AG-641,10950,9329,2131,833,1920.92,6365,3834.36
AF-717558,LN-517558,2026-06-12,AG-629,14000,12824,2022,3868,2128.32,6934,3961.3
AF-717559,LN-517559,2026-06-08,AG-613,5950,5466,1454,0,1567.01,4012,2456.8
AF-717560,LN-517560,2026-06-24,AG-633,5950,4949,1456,2698,1567.01,795,-666.96
AF-717561,LN-517561,2026-06-12,AG-648,4200,3831,1361,1174,1431.38,1296,115.18
AF-717562,LN-517562,2026-06-06,AG-634,11550,10588,1980,5141,1961.72,3467,1907.89
AF-717563,LN-517563,2026-06-12,AG-658,15200,13602,2100,3554,2209.92,7948,4076.73
AF-717564,LN-517564,2026-06-06,AG-652,15550,12847,2205,4818,2233.72,5824,1276.2
AF-717565,LN-517565,2026-06-26,AG-612,19350,17182,2469,5112,2492.12,9601,3958.99
AF-717566,LN-517566,2026-06-10,AG-647,8100,7206,1655,1847,1727.12,3704,690.28
AF-717567,LN-517567,2026-06-07,AG-604,11950,10526,2044,3478,1988.92,5004,3673.41
AF-717568,LN-517568,2026-06-22,AG-661,20285,17681,2311,1290,2274.52,14080,8541.85
AF-717569,LN-517569,2026-06-18,AG-614,6250,5583,1761,1909,1590.26,1913,-3130.6
AF-717570,LN-517570,2026-05-31,AG-642,21000,17420,2688,1575,2604.32,13157,9105.27
AF-717571,LN-517571,2026-05-30,AG-652,10600,9326,1746,3635,1897.12,3945,1758.25
AF-717572,LN-517572,2026-06-01,AG-647,6750,6078,1672,2672,1635.32,1734,433.96
AF-717573,LN-517573,2026-06-21,AG-662,16562,14653,2302,0,2063.72,12351,8632.46
AF-717574,LN-517574,2026-06-02,AG-624,5350,4889,1507,567,1520.51,2815,1404.83
AF-717575,LN-517575,2026-06-07,AG-605,8950,7477,1958,2275,1784.92,3244,575.87
AF-717576,LN-517576,2026-06-02,AG-661,10453,8944,1843,2763,1723.72,4338,-807.1
AF-717577,LN-517577,2026-06-22,AG-606,32800,28717,3746,5550,3388.81,19421,9170.28
AF-717578,LN-517578,2026-06-17,AG-606,10650,8983,2095,5492,1900.52,"1,396.00",-278.74
AF-717579,LN-517579,2026-05-30,AG-646,15550,13524,2359,4327,2233.72,6838,5369.42
AF-717580,LN-517580,2026-06-25,AG-617,13200,11193,1963,3688,2073.92,5542,3873.56
AF-717581,LN-517581,2026-06-26,AG-605,8450,7657,1626,4441,1750.92,1590,-290.58
AF-717582,LN-517582,2026-06-25,AG-625,14600,13012,2406,6924,2169.12,3682,2446.73
AF-717583,LN-517583,2026-06-05,AG-613,7050,6258,1564,275,1655.72,4419,2524.86
AF-717584,LN-517584,2026-06-11,AG-653,4200,3463,1318,535,1431.38,1610,949.43
AF-717585,LN-517585,2026-06-25,AG-618,18050,15109,2306,4071,2403.72,8732,5414.28
AF-717586,LN-517586,2026-06-22,AG-658,4200,3774,1514,1348,1431.38,912,227.26
AF-717587,LN-517587,2026-06-01,AG-630,14700,12958,2341,4658,2175.92,5959,394.21
AF-717588,LN-517588,2026-06-09,AG-648,11050,9499,1919,5926,1927.72,1654,-2857.76
AF-717589,LN-517589,2026-06-03,AG-657,13400,11633,2069,6400,2087.52,3164,-2324.13
AF-717590,LN-517590,2026-05-30,AG-610,9000,8072,1824,3225,1788.32,3023,-787.88
AF-717591,LN-517591,2026-06-06,AG-627,10750,9461,2040,5419,1907.32,2002,234.04
AF-717592,LN-517592,2026-06-24,AG-630,17500,15909,2470,5464,2366.32,"7,975.00",5671.05
AF-717593,LN-517593,2026-06-12,AG-659,34296,28722,3141,12153,2974.21,13428,7812.95
AF-717594,LN-517594,2026-06-19,AG-633,14650,13325,2409,1275,2172.52,9641,8134.35
AF-717595,LN-517595,2026-06-23,AG-652,5100,4490,1547,2253,1501.13,690,-2821.76
AF-717596,LN-517596,2026-06-23,AG-628,17100,14697,2509,5586,2339.12,6602,986.95
AF-717597,LN-517597,2026-06-09,AG-623,9500,8322,1858,4419,1822.32,2045,1037.6
AF-717598,LN-517598,2026-06-26,AG-606,15700,13667,2293,4197,2243.92,7177,3070.69
AF-717599,LN-517599,2026-06-24,AG-608,4550,3791,1545,707,1458.51,1539,-141.8
AF-717600,LN-517600,2026-06-14,AG-637,20150,16852,2721,4490,2546.52,9641,1734.2
AF-717601,LN-517601,2026-06-04,AG-624,8000,6669,1908,2442,1720.32,2319,873.84
AF-717602,LN-517602,2026-06-04,AG-629,4650,3822,1545,1673,1466.26,604,61.01
AF-717603,LN-517603,2026-06-07,AG-612,25550,22252,2956,8166,2887.84,11130,934.83
AF-717604,LN-517604,2026-06-13,AG-630,8850,7457,1876,3395,1778.12,2186,546.89
AF-717605,LN-517605,2026-06-03,AG-635,18550,15865,2418,0,2437.72,13447,3749.89
AF-717606,LN-517606,2026-06-12,AG-625,11200,9764,2119,4677,1937.92,2968,65.02
AF-717607,LN-517607,2026-06-07,AG-634,12950,11333,2086,5268,2056.92,3979,2361.28
AF-717608,LN-517608,2026-06-26,AG-614,5250,4580,1692,1559,1512.76,"1,329.00",-454.58
AF-717609,LN-517609,2026-06-12,AG-647,15800,13900,2392,2894,2250.72,8614,4619.04
AF-717610,LN-517610,2026-05-31,AG-625,9600,8086,1982,4173,1829.12,1931,-472.76
AF-717611,LN-517611,2026-06-17,AG-624,28500,24112,3313,13368,3091.68,7431,3979.94
AF-717612,LN-517612,2026-06-18,AG-651,17800,15086,2591,0,2386.72,"12,495.00",9205.18
AF-717613,LN-517613,2026-06-20,AG-613,20150,16691,2540,5761,2546.52,8390,5849.68
AF-717614,LN-517614,2026-06-12,AG-659,15050,12565,2285,7119,2199.72,3161,-26.4
AF-717615,LN-517615,2026-06-26,AG-627,21950,19574,2887,0,2668.92,16687,11071.95
AF-717616,LN-517616,2026-06-19,AG-614,5500,4577,1637,400,1532.13,2540,-1894.64
AF-717617,LN-517617,2026-06-07,AG-629,6100,5603,1506,1197,1578.63,"2,900.00",719.22
AF-717618,LN-517618,2026-06-26,AG-643,17800,16123,2377,2140,2386.72,11606,8606.16
AF-717619,LN-517619,2026-06-11,AG-627,11150,9433,1847,378,1934.52,7208,5769.52
AF-717620,LN-517620,2026-05-31,AG-646,6200,5672,1589,1495,1586.38,2588,1287.96
AF-717621,LN-517621,2026-06-21,AG-636,28150,24117,3051,691,3067.5,20375,14759.95
AF-717622,LN-517622,2026-06-22,AG-639,14800,13196,2149,4912,2182.72,6135,3644.52
AF-717623,LN-517623,2026-06-18,AG-606,7600,6451,1739,1646,1693.12,3066,1785.89
AF-717624,LN-517624,2026-06-13,AG-655,11000,9416,1799,2950,1924.32,4667,638.34
AF-717625,LN-517625,2026-06-06,AG-605,6500,5687,1532,2034,1618.32,"2,121.00",-282
AF-717626,LN-517626,2026-06-13,AG-601,8050,6978,1629,3474,1723.72,1875,-737.84
AF-717627,LN-517627,2026-06-27,AG-647,13950,11887,2031,3026,2124.92,6830,3960.9
AF-717628,LN-517628,2026-06-15,AG-647,5500,4861,1591,1764,1532.13,1506,77.39
AF-717629,LN-517629,2026-06-21,AG-636,11450,9674,1987,2277,1954.92,5410,4109.73
AF-717630,LN-517630,2026-06-11,AG-643,5000,4407,1409,1053,1493.38,1945,1454.56
AF-717631,LN-517631,2026-06-24,AG-606,5800,4833,1461,1501,1555.38,1871,1101.32
AF-717632,LN-517632,2026-06-21,AG-659,11238,10287,1832,4130,1761.12,4325,2571.58
AF-717633,LN-517633,2026-06-08,AG-609,18600,16691,2685,31,2441.12,13975,11249.28
AF-717634,LN-517634,2026-06-09,AG-657,7650,6932,1748,1629,1696.52,3555,2426.21
AF-717635,LN-517635,2026-05-30,AG-634,15100,13371,2164,3016,2203.12,8191,4084.69
AF-717636,LN-517636,2026-06-04,AG-616,5400,4557,1460,2376,1524.38,721,-698.37
AF-717637,LN-517637,2026-06-17,AG-617,12500,10951,2070,3609,2026.32,5272,-370.01
AF-717638,LN-517638,2026-06-21,AG-601,23000,21104,2744,4430,2740.32,13930,8314.95
AF-717639,LN-517639,2026-06-09,AG-627,15950,13825,2082,7541,2260.92,4202,1798.24
AF-717640,LN-517640,2026-06-14,AG-654,8600,7373,1924,3383,1761.12,2066,-1249.73
AF-717641,LN-517641,2026-06-22,AG-605,13100,11733,2200,3080,2067.12,6453,3635.77
AF-717642,LN-517642,2026-06-08,AG-651,9400,7989,1766,1400,1815.52,4823,373.31
AF-717643,LN-517643,2026-06-18,AG-633,15100,13397,2283,6359,2203.12,4755,2185.18
AF-717644,LN-517644,2026-06-26,AG-631,16450,14041,2337,1470,2294.92,10234,7344.73
AF-717645,LN-517645,2026-06-24,AG-647,7650,6486,1683,2305,1696.52,2498,501.4
AF-717646,LN-517646,2026-06-01,AG-660,22419,20541,2296,5196,2366.32,13049,10820.94
AF-717647,LN-517647,2026-06-24,AG-640,13150,11506,2241,2214,2070.52,7051,4263.33
AF-717648,LN-517648,2026-06-02,AG-655,4800,4000,1654,1688,1477.88,658,25.02
AF-717649,LN-517649,2026-06-21,AG-653,7250,6572,1845,2768,1669.32,1959,785.41
AF-717650,LN-517650,2026-06-17,AG-611,6800,5888,1639,1760,1638.72,2489,1538.98
AF-717651,LN-517651,2026-06-08,AG-650,26550,22395,3276,10864,2956.94,8255,6764.71
AF-717652,LN-517652,2026-06-14,AG-622,5650,5124,1442,2156,1543.76,1526,-2.47
AF-717653,LN-517653,2026-06-17,AG-655,16250,13592,2507,2990,2281.32,"8,095.00",6050.13
AF-717654,LN-517654,2026-06-09,AG-636,25200,22924,2720,2600,2863.65,"17,604.00",14161.89
AF-717655,LN-517655,2026-06-01,AG-613,6250,5494,1485,2041,1590.26,1968,-1332.47
AF-717656,LN-517656,2026-06-24,AG-624,9100,7577,1685,3577,1795.12,2315,1133.83
AF-717657,LN-517657,2026-06-12,AG-620,8800,7492,1956,3703,1774.72,1833,48.36
AF-717658,LN-517658,2026-06-01,AG-625,14600,12528,2175,4869,2169.12,5484,1453.06
AF-717659,LN-517659,2026-06-25,AG-654,20300,18038,2570,3282,2556.72,12186,10747.9
AF-717660,LN-517660,2026-06-12,AG-648,22150,18860,2540,9797,2682.52,6523,3233.18
AF-717661,LN-517661,2026-06-23,AG-609,14850,12307,2423,4032,2186.12,5852,4472.33
AF-717662,LN-517662,2026-06-14,AG-646,15750,14017,2394,4235,2247.32,7388,3363.4
AF-717663,LN-517663,2026-05-31,AG-623,13500,12062,2042,4247,2094.32,5773,1446.33
AF-717664,LN-517664,2026-06-20,AG-616,8300,7108,1839,3014,1740.72,2255,323.41
AF-717665,LN-517665,2026-06-07,AG-655,12500,10762,2229,4032,2026.32,4501,1828.85
AF-717666,LN-517666,2026-06-18,AG-606,8950,7955,1684,3115,1784.92,3156,1435.75
AF-717667,LN-517667,2026-06-01,AG-660,7043,6379,1613,1124,1536.01,3642,1999.37
AF-717668,LN-517668,2026-06-09,AG-615,11600,9824,1933,4708,1965.12,3183,1399.42
AF-717669,LN-517669,2026-06-15,AG-629,39100,34405,4031,17721,3824.14,12653,7064.84
AF-717670,LN-517670,2026-06-18,AG-661,17011,15578,2308,1447,2101.12,11823,8270.32
AF-717671,LN-517671,2026-06-09,AG-662,14750,12893,2196,4886,2179.32,5811,1504.97
AF-717672,LN-517672,2026-06-08,AG-628,11100,9171,2065,7104,1931.12,2,-4758.65
AF-717673,LN-517673,2026-06-02,AG-657,11150,9189,1856,2882,1934.52,"4,451.00",3347.43
AF-717674,LN-517674,2026-06-13,AG-626,16050,14138,2172,4576,2267.72,"7,390.00",4849.68
AF-717675,LN-517675,2026-06-26,AG-628,22150,18799,2630,5925,2682.52,10244,7855.43
AF-717676,LN-517676,2026-06-02,AG-604,4200,3833,1543,1787,1431.38,503,-955.59
AF-717677,LN-517677,2026-06-16,AG-651,8950,8051,1980,1941,1784.92,4130,3211.3
AF-717678,LN-517678,2026-06-02,AG-613,5050,4412,1529,1238,1497.26,"1,645.00",1020.71
AF-717679,LN-517679,2026-06-20,AG-638,16300,14269,2436,3724,2284.72,8109,6549.89
AF-717680,LN-517680,2026-05-31,AG-603,13050,11914,2218,3396,2063.72,6300,4143.67
AF-717681,LN-517681,2026-06-03,AG-657,18250,16162,2422,6636,2417.32,7104,3953.32
AF-717682,LN-517682,2026-06-20,AG-604,14050,12573,2165,8973,2131.72,1435,287.65
AF-717683,LN-517683,2026-06-08,AG-617,14050,11532,2196,7692,2131.72,1644,-3971.05
AF-717684,LN-517684,2026-06-01,AG-618,10500,8705,2027,4165,1890.32,"2,513.00",-3241.06
AF-717685,LN-517685,2026-06-25,AG-660,13900,12757,2215,7926,2121.52,2616,-7606.92
AF-717686,LN-517686,2026-06-08,AG-654,16500,14383,2431,1994,2298.32,9958,7272.52
AF-717687,LN-517687,2026-06-19,AG-639,9900,8646,1887,3206,1849.52,3553,1054.75
AF-717688,LN-517688,2026-06-22,AG-646,10450,8898,1875,3887,1886.92,3136,947.57
AF-717689,LN-517689,2026-06-09,AG-644,13050,11295,1944,1177,2063.72,8174,4246.84
AF-717690,LN-517690,2026-06-05,AG-615,14850,12721,2204,5805,2186.12,4712,1449.94
AF-717691,LN-517691,2026-06-25,AG-609,12350,10577,2067,2721,2016.12,5789,4531.64
AF-717692,LN-517692,2026-05-30,AG-624,12100,9930,2039,4845,1999.12,3046,309.68
AF-717693,LN-517693,2026-06-08,AG-615,12750,11543,1912,4656,2043.32,4975,3139.91
AF-717694,LN-517694,2026-06-02,AG-634,12700,11082,1971,4660,2039.92,4451,2547.98
AF-717695,LN-517695,2026-06-02,AG-620,25200,22693,3060,4313,2863.65,"15,320.00",5069.28
AF-717696,LN-517696,2026-05-30,AG-647,4200,3506,1392,876,1431.38,"1,238.00",-2587.67
AF-717697,LN-517697,2026-06-12,AG-612,18200,15479,2302,9196,2413.92,3981,807.93
AF-717698,LN-517698,2026-06-06,AG-625,9200,7859,1799,825,1801.92,5235,2168.74
AF-717699,LN-517699,2026-06-01,AG-642,7600,6983,1676,1327,1693.12,3980,2860.2
AF-717700,LN-517700,2026-06-20,AG-660,16614,13705,2240,8160,2043.32,"3,305.00",1210.71
AF-717701,LN-517701,2026-05-30,AG-638,13600,11231,2029,5500,2101.12,3702,1336.14
AF-717702,LN-517702,2026-06-08,AG-634,20700,17296,2890,8361,2583.92,6045,2727.28
AF-717703,LN-517703,2026-06-19,AG-650,10650,9649,2020,4503,1900.52,3126,552.29
AF-717704,LN-517704,2026-06-05,AG-605,23300,19181,3076,4400,2760.72,11705,7653.27
AF-717705,LN-517705,2026-06-23,AG-628,5000,4431,1478,1613,1493.38,1340,431.03
AF-717706,LN-517706,2026-06-15,AG-659,12289,10745,1853,3395,1778.12,5497,2346.32
AF-717707,LN-517707,2026-06-13,AG-657,13500,12049,2188,5716,2094.32,4145,2685.93
AF-717708,LN-517708,2026-06-25,AG-621,9600,8219,1986,2582,1829.12,3651,1131.78
AF-717709,LN-517709,2026-06-07,AG-609,9550,8508,1878,2993,1825.72,3637,665.54
AF-717710,LN-517710,2026-06-27,AG-630,9950,9016,1927,1926,1852.92,5163,3942.13
AF-717711,LN-517711,2026-06-19,AG-606,7250,6408,1720,2613,1669.32,2075,678.42
AF-717712,LN-517712,2026-06-16,AG-634,11950,10050,1868,1880,1988.92,6302,811.5
AF-717713,LN-517713,2026-06-17,AG-662,13293,10985,1936,5620,1931.12,3429,-1783.98
AF-717714,LN-517714,2026-06-21,AG-651,22800,19720,2548,7091,2726.72,10081,6507.3
AF-717715,LN-517715,2026-06-13,AG-628,21750,18316,2885,8119,2655.32,7312,6095.93
AF-717716,LN-517716,2026-06-21,AG-615,17550,15398,2335,3688,2369.72,"9,375.00",5041.86
AF-717717,LN-517717,2026-06-24,AG-619,12900,10883,1972,4803,2053.52,4108,1771.58
AF-717718,LN-517718,2026-06-05,AG-646,10550,9402,2062,5273,1893.72,2067,-210.65
AF-717719,LN-517719,2026-06-11,AG-633,12600,11010,2173,5360,2033.12,3477,557.01
AF-717720,LN-517720,2026-06-18,AG-647,7300,6665,1721,4138,1672.72,806,-290.83
AF-717721,LN-517721,2026-06-26,AG-619,5950,5386,1718,1655,1567.01,"2,013.00",662.65
AF-717722,LN-517722,2026-06-19,AG-660,6150,5098,1763,529,1582.51,2806,1624.83
AF-717723,LN-517723,2026-06-13,AG-655,12250,11253,2125,1250,2009.32,7878,4126.08
AF-717724,LN-517724,2026-06-11,AG-610,6850,6151,1608,974,1642.12,3569,1977.5
AF-717725,LN-517725,2026-05-30,AG-661,13564,11308,1884,141,1951.52,9283,-479.85
AF-717726,LN-517726,2026-06-23,AG-638,6150,5091,1585,1010,1582.51,2496,1116.33
AF-717727,LN-517727,2026-06-14,AG-633,15450,14003,2243,7564,2226.92,4196,-1980.69
AF-717728,LN-517728,2026-06-13,AG-632,10900,9949,1975,4242,1917.52,3732,-782.02
AF-717729,LN-517729,2026-06-16,AG-609,8650,7611,1795,1770,1764.52,4046,2339.16
AF-717730,LN-517730,2026-06-19,AG-643,15650,14341,2452,5381,2240.52,6508,4759.61
AF-717731,LN-517731,2026-06-26,AG-611,18500,15711,2320,2512,2434.32,10879,8002.89
AF-717732,LN-517732,2026-06-05,AG-622,14750,12169,2273,4868,2179.32,5028,1825.75
AF-717733,LN-517733,2026-06-24,AG-635,8400,7128,1655,2377,1747.52,3096,-824.91
AF-717734,LN-517734,2026-06-19,AG-649,12600,11474,2238,4160,2033.12,5076,954.8
AF-717735,LN-517735,2026-05-31,AG-619,8450,7517,1890,75,1750.92,5552,4718.98
AF-717736,LN-517736,2026-06-22,AG-619,13950,12574,2045,5143,2124.92,5386,3263.95
AF-717737,LN-517737,2026-06-12,AG-661,14600,12191,2232,6588,2169.12,3371,-2170
AF-717738,LN-517738,2026-06-15,AG-620,11750,9721,1940,1429,1975.32,6352,2501.79
AF-717739,LN-517739,2026-06-11,AG-641,11350,10398,2132,1829,1948.12,6437,4398.28
AF-717740,LN-517740,2026-06-07,AG-661,13922,12155,2036,6316,1965.12,"3,803.00",-957.65
AF-717741,LN-517741,2026-06-17,AG-655,12550,10885,1869,4499,2029.72,4517,1074.89
AF-717742,LN-517742,2026-06-08,AG-609,12250,10775,1856,5402,2009.32,3517,369.58
AF-717743,LN-517743,2026-06-05,AG-616,15700,13884,2394,667,2243.92,10823,9448.02
AF-717744,LN-517744,2026-06-21,AG-604,17050,15020,2411,2170,2335.72,10439,7952.44
AF-717745,LN-517745,2026-06-19,AG-610,16200,13795,2436,2784,2277.92,8575,5907.25
AF-717746,LN-517746,2026-06-03,AG-642,22350,19900,2660,2377,2696.12,14863,9301.65
AF-717747,LN-517747,2026-06-07,AG-619,18550,16018,2639,585,2437.72,12794,7151.99
AF-717748,LN-517748,2026-06-17,AG-647,7700,6625,1844,2577,1699.92,2204,-329.47
AF-717749,LN-517749,2026-06-01,AG-650,6200,5095,1647,3121,1586.38,327,-837.73
AF-717750,LN-517750,2026-05-30,AG-634,16850,15364,2454,8927,2322.12,3983,665.28
AF-717751,LN-517751,2026-06-07,AG-624,4200,3579,1514,1296,1431.38,769,-387.17
AF-717752,LN-517752,2026-06-24,AG-644,16900,14464,2281,5072,2325.52,7111,4511.48
AF-717753,LN-517753,2026-06-05,AG-615,12650,10899,1974,2540,2036.52,6385,899.92
AF-717754,LN-517754,2026-06-11,AG-604,15300,13968,2091,4041,2216.72,7836,3729.69
AF-717755,LN-517755,2026-06-08,AG-610,30650,26860,3608,6667,3240.25,"16,585.00",12560.4
AF-717756,LN-517756,2026-06-05,AG-622,13450,11999,2067,3133,2090.92,6799,3453.24
