activity_id,loan_id,activity_date,channel,outcome,cost_zar,arrears_bucket_at_time
CA-817969,LN-501033,2026-07-26,Call,Refused,26.58,90+
CA-817970,LN-501033,2026-07-29,Call,Number unobtainable,28.74,90+
CA-817971,LN-501143,2026-07-06,Field,Refused,270.54,90+
CA-817972,LN-501143,2026-07-10,Call,No answer,27.98,90+
CA-817973,LN-501143,2026-07-26,Call,Refused,28.74,90+
CA-817974,LN-501143,2026-07-21,Letter,Number unobtainable,44.36,90+
CA-817975,LN-501159,2026-07-09,Field,Number unobtainable,310.69,90+
CA-817976,LN-501159,2026-07-22,Call,Paid in full,26.66,90+
CA-817977,LN-501176,2026-07-26,Letter,Paid in full,48.14,61-90
CA-817978,LN-501176,2026-07-13,Call,Number unobtainable,28.33,61-90
CA-817979,LN-501176,2026-07-22,Call,No answer,27.25,61-90
CA-817980,LN-501229,2026-07-24,Letter,Refused,41.44,90+
CA-817981,LN-501229,2026-07-08,Call,No answer,29.28,90+
CA-817982,LN-501229,2026-07-23,Call,No answer,29.87,90+
CA-817983,LN-501299,2026-07-09,Call,Number unobtainable,25.85,61-90
CA-817984,LN-501299,2026-07-20,Call,Partial payment,24.42,61-90
CA-817985,LN-501299,2026-07-06,Call,No answer,28.93,61-90
CA-817986,LN-501433,2026-07-30,Call,Number unobtainable,21.61,90+
CA-817987,LN-501433,2026-07-27,Call,No answer,26.87,90+
CA-817988,LN-501433,2026-07-08,Call,No answer,27.28,90+
CA-817989,LN-501433,2026-07-25,Field,Number unobtainable,312.12,90+
CA-817990,LN-501433,2026-07-17,Letter,No answer,46.32,90+
CA-817991,LN-501448,2026-07-08,Call,Left message,25.25,61-90
CA-817992,LN-501481,2026-07-29,SMS,No answer,1.18,1-30
CA-817993,LN-501536,2026-07-28,SMS,Refused,1,1-30
CA-817994,LN-501623,2026-07-30,Field,Number unobtainable,312.82,90+
CA-817995,LN-501623,2026-07-13,Call,Number unobtainable,29.37,90+
CA-817996,LN-501623,2026-07-15,Call,Promise to pay,26.37,90+
CA-817997,LN-501623,2026-07-27,Field,No answer,336.26,90+
CA-817998,LN-501623,2026-07-11,Call,Refused,27.35,90+
CA-817999,LN-501751,2026-07-20,Call,Refused,28.12,61-90
CA-818000,LN-501751,2026-07-09,Field,Number unobtainable,325.59,61-90
CA-818001,LN-501895,2026-07-24,Field,Left message,289.06,61-90
CA-818002,LN-501915,2026-07-29,SMS,Number unobtainable,1.18,1-30
CA-818003,LN-501928,2026-07-26,Call,Number unobtainable,28.36,31-60
CA-818004,LN-501945,2026-07-08,Call,Refused,24.74,1-30
CA-818005,LN-502058,2026-07-14,SMS,Left message,1.33,1-30
CA-818006,LN-502061,2026-07-16,SMS,No answer,1.08,31-60
CA-818007,LN-502091,2026-07-20,SMS,Refused,1.11,31-60
CA-818008,LN-502189,2026-07-16,Call,Paid in full,26.26,31-60
CA-818009,LN-502313,2026-07-19,Call,No answer,30.61,31-60
CA-818010,LN-502343,2026-07-13,Call,Left message,27.11,31-60
CA-818011,LN-502344,2026-07-12,Field,No answer,357.39,61-90
CA-818012,LN-502344,2026-07-17,Call,Refused,26.97,61-90
CA-818013,LN-502344,2026-07-27,Call,Number unobtainable,28.46,61-90
CA-818014,LN-502379,2026-07-13,SMS,Promise to pay,1.21,1-30
CA-818015,LN-502529,2026-07-11,Call,Number unobtainable,24.6,61-90
CA-818016,LN-502529,2026-07-12,Field,Refused,325.74,61-90
CA-818017,LN-502529,2026-07-10,Letter,No answer,43.8,61-90
CA-818018,LN-502570,2026-07-21,Call,Number unobtainable,25.52,1-30
CA-818019,LN-502605,2026-07-25,Call,Number unobtainable,28.15,61-90
CA-818020,LN-502671,2026-07-23,SMS,No answer,1.08,31-60
CA-818021,LN-502699,2026-07-21,SMS,Left message,1.23,1-30
CA-818022,LN-502717,2026-07-25,Call,No answer,32.39,61-90
CA-818023,LN-502743,2026-07-12,Call,Number unobtainable,32.13,90+
CA-818024,LN-502743,2026-07-15,Call,Number unobtainable,27.58,90+
CA-818025,LN-502743,2026-07-11,Field,Paid in full,332.23,90+
CA-818026,LN-502749,2026-07-06,Field,Left message,309.34,90+
CA-818027,LN-502749,2026-07-08,Field,Number unobtainable,306.18,90+
CA-818028,LN-502887,2026-07-21,SMS,Number unobtainable,1.23,1-30
CA-818029,LN-503040,2026-07-30,SMS,Refused,1.29,1-30
CA-818030,LN-503060,2026-07-11,SMS,No answer,1.2,31-60
CA-818031,LN-503060,2026-07-23,Call,Left message,27.25,31-60
CA-818032,LN-503073,2026-07-22,Call,Refused,29.71,90+
CA-818033,LN-503073,2026-07-17,Field,Number unobtainable,321.93,90+
CA-818034,LN-503073,2026-07-16,Field,Number unobtainable,321.9,90+
CA-818035,LN-503073,2026-07-09,Call,Number unobtainable,26.55,90+
CA-818036,LN-503073,2026-07-26,Field,Promise to pay,313.86,90+
CA-818037,LN-503081,2026-07-23,Letter,Paid in full,38.42,90+
CA-818038,LN-503081,2026-07-19,Call,Number unobtainable,28.87,90+
CA-818039,LN-503113,2026-07-21,Letter,Left message,39.5,90+
CA-818040,LN-503113,2026-07-30,Field,Partial payment,327.54,90+
CA-818041,LN-503113,2026-07-29,Field,Number unobtainable,351.75,90+
CA-818042,LN-503121,2026-07-07,Field,Refused,335.63,61-90
CA-818043,LN-503121,2026-07-11,Call,Refused,23.46,61-90
CA-818044,LN-503130,2026-07-15,Call,Number unobtainable,25.79,1-30
CA-818045,LN-503217,2026-07-07,SMS,Left message,1.33,31-60
CA-818046,LN-503221,2026-07-25,SMS,Refused,1.22,31-60
CA-818047,LN-503229,2026-07-14,Field,Number unobtainable,296.63,61-90
CA-818048,LN-503229,2026-07-23,Call,Refused,30.78,61-90
CA-818049,LN-503274,2026-07-25,Field,Partial payment,293.84,61-90
CA-818050,LN-503274,2026-07-12,Field,Partial payment,326.9,61-90
CA-818051,LN-503274,2026-07-17,Letter,Left message,47.04,61-90
CA-818052,LN-503311,2026-07-26,Call,Refused,28.97,90+
CA-818053,LN-503311,2026-07-06,Letter,Refused,48.55,90+
CA-818054,LN-503311,2026-07-21,Field,Paid in full,358.01,90+
CA-818055,LN-503311,2026-07-15,Field,Refused,304.14,90+
CA-818056,LN-503316,2026-07-09,Call,Left message,29.17,61-90
CA-818057,LN-503316,2026-07-08,Call,No answer,31.62,61-90
CA-818058,LN-503316,2026-07-29,Call,Number unobtainable,25.16,61-90
CA-818059,LN-503330,2026-07-21,Field,Refused,312.84,61-90
CA-818060,LN-503330,2026-07-24,Letter,Left message,44.19,61-90
CA-818061,LN-503429,2026-07-06,SMS,Number unobtainable,1.21,31-60
CA-818062,LN-503443,2026-07-12,Call,Paid in full,27.82,1-30
CA-818063,LN-503475,2026-07-17,Call,No answer,25.94,90+
CA-818064,LN-503475,2026-07-29,Field,No answer,377.61,90+
CA-818065,LN-503475,2026-07-22,Call,Promise to pay,27.9,90+
CA-818066,LN-503486,2026-07-22,Field,Number unobtainable,314.5,61-90
CA-818067,LN-503492,2026-07-28,Letter,Refused,46.15,61-90
CA-818068,LN-503492,2026-07-28,Call,Left message,28.15,61-90
CA-818069,LN-503492,2026-07-25,Field,Left message,307.09,61-90
CA-818070,LN-503518,2026-07-11,Call,Paid in full,27.59,61-90
CA-818071,LN-503518,2026-07-31,Letter,No answer,46.96,61-90
CA-818072,LN-503519,2026-07-16,Call,Refused,25.99,61-90
CA-818073,LN-503519,2026-07-10,Letter,Refused,44.07,61-90
CA-818074,LN-503519,2026-07-18,Letter,No answer,42.1,61-90
CA-818075,LN-503623,2026-07-13,SMS,Left message,1.11,31-60
CA-818076,LN-503623,2026-07-17,SMS,Left message,1.14,31-60
CA-818077,LN-503625,2026-07-28,SMS,Number unobtainable,1.07,1-30
CA-818078,LN-503718,2026-07-27,SMS,No answer,1.33,1-30
CA-818079,LN-503726,2026-07-15,Call,Refused,29.07,61-90
CA-818080,LN-503736,2026-07-21,Call,Left message,29.34,90+
CA-818081,LN-503736,2026-07-07,Field,Refused,332.4,90+
CA-818082,LN-503736,2026-07-30,Call,Paid in full,27.83,90+
CA-818083,LN-503736,2026-07-06,Field,Refused,334.99,90+
CA-818084,LN-503738,2026-07-31,Field,Paid in full,320.21,61-90
CA-818085,LN-503756,2026-07-28,SMS,Number unobtainable,1.3,1-30
CA-818086,LN-503774,2026-07-09,Call,No answer,26.79,61-90
CA-818087,LN-503778,2026-07-18,Call,Refused,26.48,90+
CA-818088,LN-503778,2026-07-16,Field,Promise to pay,306.65,90+
CA-818089,LN-503778,2026-07-27,Field,Left message,379.41,90+
CA-818090,LN-503778,2026-07-06,Field,Promise to pay,302.37,90+
CA-818091,LN-503780,2026-07-19,Call,Paid in full,27.69,1-30
CA-818092,LN-503813,2026-07-07,SMS,Number unobtainable,0.98,1-30
CA-818093,LN-503829,2026-07-07,Letter,Number unobtainable,44.79,61-90
CA-818094,LN-503835,2026-07-22,Call,Refused,31.15,31-60
CA-818095,LN-503835,2026-07-24,Call,Left message,29.14,31-60
CA-818096,LN-503905,2026-07-24,SMS,No answer,1.24,31-60
CA-818097,LN-503905,2026-07-31,Call,Number unobtainable,27.82,31-60
CA-818098,LN-503989,2026-07-06,SMS,Left message,1,1-30
CA-818099,LN-503994,2026-07-21,Call,No answer,25.3,31-60
CA-818100,LN-503994,2026-07-31,SMS,Number unobtainable,1.22,31-60
CA-818101,LN-504019,2026-07-25,Call,Paid in full,28.79,1-30
CA-818102,LN-504038,2026-07-14,Call,Paid in full,26.75,61-90
CA-818103,LN-504038,2026-07-15,Call,Refused,30.31,61-90
CA-818104,LN-504065,2026-07-16,Call,Left message,24.55,61-90
CA-818105,LN-504090,2026-07-18,SMS,Refused,1.29,1-30
CA-818106,LN-504194,2026-07-31,SMS,No answer,1.05,1-30
CA-818107,LN-504211,2026-07-09,SMS,No answer,1.2,1-30
CA-818108,LN-504281,2026-07-27,Call,Paid in full,25.5,61-90
CA-818109,LN-504281,2026-07-21,Call,Left message,25.05,61-90
CA-818110,LN-504281,2026-07-08,Call,Refused,31.22,61-90
CA-818111,LN-504322,2026-07-22,Call,No answer,29.03,1-30
CA-818112,LN-504398,2026-07-16,SMS,Left message,1.16,31-60
CA-818113,LN-504409,2026-07-20,SMS,No answer,1.19,1-30
CA-818114,LN-504413,2026-07-18,Call,Refused,31.13,31-60
CA-818115,LN-504418,2026-07-28,SMS,Number unobtainable,1.25,1-30
CA-818116,LN-504423,2026-07-30,SMS,Refused,1.35,1-30
CA-818117,LN-504480,2026-07-25,Call,Partial payment,28.18,61-90
CA-818118,LN-504480,2026-07-24,Call,Left message,27.3,61-90
CA-818119,LN-504554,2026-07-09,Call,Paid in full,24.07,31-60
CA-818120,LN-504559,2026-07-23,Field,No answer,344.41,90+
CA-818121,LN-504559,2026-07-08,Field,Partial payment,343.56,90+
CA-818122,LN-504582,2026-07-15,Field,Partial payment,362.1,61-90
CA-818123,LN-504727,2026-07-18,Call,Refused,32.73,1-30
CA-818124,LN-504762,2026-07-22,Field,Number unobtainable,328.87,61-90
CA-818125,LN-504762,2026-07-25,Field,No answer,302.29,61-90
CA-818126,LN-504762,2026-07-06,Call,Refused,28.66,61-90
CA-818127,LN-504773,2026-07-14,SMS,Left message,1.25,31-60
CA-818128,LN-504773,2026-07-19,SMS,Number unobtainable,1.01,31-60
CA-818129,LN-504781,2026-07-12,Field,Partial payment,285.52,61-90
CA-818130,LN-504781,2026-07-08,Call,Refused,28.23,61-90
CA-818131,LN-504781,2026-07-30,Field,Promise to pay,315.63,61-90
CA-818132,LN-504797,2026-07-16,Call,No answer,28.57,1-30
CA-818133,LN-504842,2026-07-26,Letter,Number unobtainable,51.12,61-90
CA-818134,LN-504842,2026-07-08,Field,No answer,343.21,61-90
CA-818135,LN-504842,2026-07-16,Letter,Number unobtainable,48.86,61-90
CA-818136,LN-504950,2026-07-28,Call,Refused,30.8,90+
CA-818137,LN-504950,2026-07-25,Call,Promise to pay,26.63,90+
CA-818138,LN-504956,2026-07-12,Field,Left message,377.28,90+
CA-818139,LN-504956,2026-07-25,Call,No answer,29.11,90+
CA-818140,LN-504956,2026-07-13,Call,Left message,26.37,90+
CA-818141,LN-504956,2026-07-18,Call,Number unobtainable,29.71,90+
CA-818142,LN-505067,2026-07-16,Call,Partial payment,29.23,31-60
CA-818143,LN-505098,2026-07-27,SMS,No answer,1.18,1-30
CA-818144,LN-505099,2026-07-20,Call,Partial payment,25.32,61-90
CA-818145,LN-505099,2026-07-14,Call,Left message,28.09,61-90
CA-818146,LN-505099,2026-07-13,Letter,Refused,42.08,61-90
CA-818147,LN-505115,2026-07-09,SMS,Number unobtainable,1.3,1-30
CA-818148,LN-505161,2026-07-06,Letter,No answer,48.58,61-90
CA-818149,LN-505161,2026-07-31,Letter,No answer,46.86,61-90
CA-818150,LN-505204,2026-07-18,Field,Refused,301.77,90+
CA-818151,LN-505204,2026-07-23,Field,Promise to pay,325.05,90+
CA-818152,LN-505204,2026-07-18,Field,Left message,316.57,90+
CA-818153,LN-505214,2026-07-21,Call,Promise to pay,28.47,90+
CA-818154,LN-505214,2026-07-20,Field,Number unobtainable,287.1,90+
CA-818155,LN-505217,2026-07-31,SMS,Refused,1.15,31-60
CA-818156,LN-505220,2026-07-28,Call,Number unobtainable,27.99,1-30
CA-818157,LN-505235,2026-07-12,Call,Paid in full,31.85,90+
CA-818158,LN-505235,2026-07-07,Field,Left message,314.28,90+
CA-818159,LN-505235,2026-07-11,Call,Left message,28.07,90+
CA-818160,LN-505260,2026-07-09,SMS,Number unobtainable,1.22,1-30
CA-818161,LN-505261,2026-07-31,Call,Left message,27.41,61-90
CA-818162,LN-505261,2026-07-15,Field,Number unobtainable,291.25,61-90
CA-818163,LN-505273,2026-07-11,SMS,Paid in full,1.23,31-60
CA-818164,LN-505282,2026-07-13,SMS,Refused,1.24,31-60
CA-818165,LN-505351,2026-07-08,SMS,Refused,1.2,1-30
CA-818166,LN-505372,2026-07-08,Field,Promise to pay,349,61-90
CA-818167,LN-505407,2026-07-12,Call,No answer,31.09,61-90
CA-818168,LN-505415,2026-07-27,Call,Paid in full,25.4,61-90
CA-818169,LN-505415,2026-07-09,Field,Left message,304.96,61-90
CA-818170,LN-505531,2026-07-12,Call,Number unobtainable,23.61,61-90
CA-818171,LN-505533,2026-07-16,SMS,Partial payment,1.13,31-60
CA-818172,LN-505572,2026-07-13,SMS,Promise to pay,1.36,1-30
CA-818173,LN-505589,2026-07-21,Call,Refused,30.33,61-90
CA-818174,LN-505592,2026-07-12,Field,Partial payment,293.01,90+
CA-818175,LN-505592,2026-07-22,Field,No answer,324.37,90+
CA-818176,LN-505592,2026-07-27,Field,Refused,299.05,90+
CA-818177,LN-505592,2026-07-19,Field,Paid in full,283.74,90+
CA-818178,LN-505592,2026-07-28,Call,Refused,30.37,90+
CA-818179,LN-505902,2026-07-15,SMS,Left message,1.11,1-30
CA-818180,LN-505905,2026-07-11,SMS,No answer,1.22,31-60
CA-818181,LN-505905,2026-07-30,SMS,Left message,1.2,31-60
CA-818182,LN-505914,2026-07-07,SMS,Left message,1.26,31-60
CA-818183,LN-505926,2026-07-10,Field,Partial payment,368.34,90+
CA-818184,LN-505926,2026-07-10,Field,Number unobtainable,347.07,90+
CA-818185,LN-505926,2026-07-07,Call,Number unobtainable,27.27,90+
CA-818186,LN-505926,2026-07-25,Field,No answer,329.4,90+
CA-818187,LN-505931,2026-07-20,SMS,Number unobtainable,1.15,1-30
CA-818188,LN-505973,2026-07-30,Call,No answer,30.73,61-90
CA-818189,LN-505973,2026-07-20,Call,Refused,25.07,61-90
CA-818190,LN-505973,2026-07-22,Call,Paid in full,24.45,61-90
CA-818191,LN-505983,2026-07-18,Call,Partial payment,24.24,1-30
CA-818192,LN-505986,2026-07-20,Call,No answer,27.84,61-90
CA-818193,LN-505986,2026-07-18,Call,No answer,34.01,61-90
CA-818194,LN-506036,2026-07-11,Call,No answer,30.63,90+
CA-818195,LN-506036,2026-07-23,Letter,Refused,46.97,90+
CA-818196,LN-506056,2026-07-21,Field,Paid in full,306.14,61-90
CA-818197,LN-506056,2026-07-24,Field,Left message,338.22,61-90
CA-818198,LN-506056,2026-07-27,Call,No answer,23.72,61-90
CA-818199,LN-506090,2026-07-23,Call,Refused,28.85,90+
CA-818200,LN-506090,2026-07-17,Call,No answer,27.16,90+
CA-818201,LN-506090,2026-07-15,Field,Left message,273.04,90+
CA-818202,LN-506170,2026-07-19,Call,Left message,30.42,61-90
CA-818203,LN-506170,2026-07-10,Call,Refused,29.27,61-90
CA-818204,LN-506178,2026-07-25,Letter,Refused,55.2,61-90
CA-818205,LN-506178,2026-07-23,Call,Refused,28.09,61-90
CA-818206,LN-506183,2026-07-28,Call,Promise to pay,26.32,61-90
CA-818207,LN-506186,2026-07-16,Call,Number unobtainable,30.69,61-90
CA-818208,LN-506186,2026-07-10,Field,Paid in full,308.35,61-90
CA-818209,LN-506210,2026-07-26,SMS,Number unobtainable,1.13,31-60
CA-818210,LN-506210,2026-07-21,Call,No answer,30.53,31-60
CA-818211,LN-506223,2026-07-21,Call,Partial payment,28.49,31-60
CA-818212,LN-506223,2026-07-31,SMS,Left message,1.06,31-60
CA-818213,LN-506276,2026-07-10,SMS,Number unobtainable,1.27,31-60
CA-818214,LN-506276,2026-07-27,Call,Refused,30.98,31-60
CA-818215,LN-506315,2026-07-21,Call,No answer,27.96,61-90
CA-818216,LN-506315,2026-07-09,Call,Left message,32.28,61-90
CA-818217,LN-506315,2026-07-13,Call,Number unobtainable,24.62,61-90
CA-818218,LN-506322,2026-07-30,SMS,Refused,1.27,1-30
CA-818219,LN-506372,2026-07-10,Letter,Left message,47.19,61-90
CA-818220,LN-506372,2026-07-18,Letter,Left message,47.13,61-90
CA-818221,LN-506400,2026-07-18,SMS,Number unobtainable,1.28,1-30
CA-818222,LN-506423,2026-07-18,SMS,Left message,1.1,1-30
CA-818223,LN-506433,2026-07-13,SMS,Refused,1.07,1-30
CA-818224,LN-506437,2026-07-22,Field,Promise to pay,310.39,90+
CA-818225,LN-506437,2026-07-28,Field,Left message,279.04,90+
CA-818226,LN-506437,2026-07-25,Call,No answer,28.29,90+
CA-818227,LN-506486,2026-07-22,Call,Number unobtainable,29.41,61-90
CA-818228,LN-506486,2026-07-14,Field,No answer,321.36,61-90
CA-818229,LN-506486,2026-07-15,Call,Number unobtainable,28.64,61-90
CA-818230,LN-506497,2026-07-06,Letter,No answer,46.83,90+
CA-818231,LN-506497,2026-07-07,Field,Paid in full,279.12,90+
CA-818232,LN-506506,2026-07-06,Letter,No answer,45.34,61-90
CA-818233,LN-506506,2026-07-06,Letter,Number unobtainable,48.98,61-90
CA-818234,LN-506506,2026-07-10,Field,Paid in full,317.74,61-90
CA-818235,LN-506509,2026-07-15,Letter,Left message,40.56,61-90
CA-818236,LN-506509,2026-07-17,Call,No answer,25.64,61-90
CA-818237,LN-506526,2026-07-11,Field,Number unobtainable,305.45,61-90
CA-818238,LN-506526,2026-07-11,Letter,No answer,47.57,61-90
CA-818239,LN-506528,2026-07-20,SMS,Number unobtainable,1.22,31-60
CA-818240,LN-506546,2026-07-13,SMS,Refused,1.18,31-60
CA-818241,LN-506546,2026-07-08,Call,Left message,31.71,31-60
CA-818242,LN-506547,2026-07-31,Field,No answer,342.18,61-90
CA-818243,LN-506547,2026-07-12,Letter,Left message,47.65,61-90
CA-818244,LN-506553,2026-07-31,Field,Left message,332.23,90+
CA-818245,LN-506553,2026-07-30,Field,Refused,347.16,90+
CA-818246,LN-506553,2026-07-20,Letter,Promise to pay,45.2,90+
CA-818247,LN-506553,2026-07-21,Letter,Refused,50.27,90+
CA-818248,LN-506553,2026-07-08,Call,Left message,30.28,90+
CA-818249,LN-506576,2026-07-06,Call,Left message,25.26,31-60
CA-818250,LN-506576,2026-07-26,Call,Promise to pay,22.57,31-60
CA-818251,LN-506616,2026-07-21,Call,No answer,25.73,61-90
CA-818252,LN-506616,2026-07-28,Letter,Partial payment,41.55,61-90
CA-818253,LN-506616,2026-07-19,Letter,Number unobtainable,45.77,61-90
CA-818254,LN-506646,2026-07-24,SMS,No answer,1.2,1-30
CA-818255,LN-506656,2026-07-28,Call,Paid in full,24.01,31-60
CA-818256,LN-506658,2026-07-21,Field,Paid in full,300.37,90+
CA-818257,LN-506658,2026-07-16,Call,Partial payment,28.53,90+
CA-818258,LN-506678,2026-07-12,Call,Refused,26.26,61-90
CA-818259,LN-506678,2026-07-31,Call,No answer,26.95,61-90
CA-818260,LN-506695,2026-07-28,Call,Paid in full,26.99,90+
CA-818261,LN-506695,2026-07-19,Call,Refused,31.72,90+
CA-818262,LN-506695,2026-07-16,Field,Number unobtainable,294.7,90+
CA-818263,LN-506792,2026-07-11,Field,Paid in full,311.31,61-90
CA-818264,LN-506816,2026-07-29,Call,Refused,26.13,1-30
CA-818265,LN-506831,2026-07-07,SMS,Left message,1.23,31-60
CA-818266,LN-506865,2026-07-27,SMS,Promise to pay,1.21,1-30
CA-818267,LN-506870,2026-07-24,Letter,Refused,49.21,90+
CA-818268,LN-506870,2026-07-27,Call,Left message,24.99,90+
CA-818269,LN-506870,2026-07-13,Field,Partial payment,357.18,90+
CA-818270,LN-506880,2026-07-29,SMS,Left message,1.12,1-30
CA-818271,LN-506963,2026-07-27,Call,Promise to pay,22.29,61-90
CA-818272,LN-506964,2026-07-20,SMS,Number unobtainable,1.14,1-30
CA-818273,LN-506990,2026-07-29,Call,Promise to pay,28.32,61-90
CA-818274,LN-507030,2026-07-10,Call,Number unobtainable,28.33,90+
CA-818275,LN-507030,2026-07-31,Field,Number unobtainable,295.6,90+
CA-818276,LN-507030,2026-07-21,Field,Promise to pay,335.58,90+
CA-818277,LN-507030,2026-07-11,Call,Partial payment,30.18,90+
CA-818278,LN-507046,2026-07-25,SMS,Left message,1.24,31-60
CA-818279,LN-507046,2026-07-30,SMS,Left message,1.06,31-60
CA-818280,LN-507072,2026-07-08,Call,Refused,30.41,1-30
CA-818281,LN-507080,2026-07-27,Letter,Refused,51.74,61-90
CA-818282,LN-507080,2026-07-15,Field,Number unobtainable,309.18,61-90
CA-818283,LN-507147,2026-07-26,Call,Number unobtainable,29.76,90+
CA-818284,LN-507147,2026-07-27,Field,Left message,331.19,90+
CA-818285,LN-507147,2026-07-08,Field,Left message,304.61,90+
CA-818286,LN-507147,2026-07-27,Call,Number unobtainable,31.44,90+
CA-818287,LN-507156,2026-07-29,Letter,No answer,49.47,90+
CA-818288,LN-507156,2026-07-06,Field,Refused,304.86,90+
CA-818289,LN-507169,2026-07-24,Field,No answer,270.71,61-90
CA-818290,LN-507169,2026-07-13,Call,Left message,28.47,61-90
CA-818291,LN-507194,2026-07-24,Call,Partial payment,29.5,90+
CA-818292,LN-507194,2026-07-13,Letter,Refused,51.4,90+
CA-818293,LN-507194,2026-07-19,Letter,Number unobtainable,40.53,90+
CA-818294,LN-507194,2026-07-25,Call,Left message,29.56,90+
CA-818295,LN-507217,2026-07-13,Call,Number unobtainable,27.38,61-90
CA-818296,LN-507217,2026-07-13,Letter,Left message,47.22,61-90
CA-818297,LN-507244,2026-07-28,SMS,Left message,1.28,1-30
CA-818298,LN-507288,2026-07-30,Field,Refused,306.97,61-90
CA-818299,LN-507288,2026-07-06,Field,Refused,306.36,61-90
CA-818300,LN-507288,2026-07-31,Call,No answer,29.21,61-90
CA-818301,LN-507348,2026-07-12,Letter,Number unobtainable,47.43,61-90
CA-818302,LN-507348,2026-07-21,Letter,Number unobtainable,51.55,61-90
CA-818303,LN-507348,2026-07-18,Letter,Left message,43.86,61-90
CA-818304,LN-507386,2026-07-07,SMS,Left message,1.18,31-60
CA-818305,LN-507403,2026-07-14,Field,Left message,327.51,61-90
CA-818306,LN-507403,2026-07-08,Call,Partial payment,29.78,61-90
CA-818307,LN-507403,2026-07-20,Call,Left message,28.72,61-90
CA-818308,LN-507453,2026-07-14,Call,Partial payment,28.81,31-60
CA-818309,LN-507525,2026-07-24,Call,Left message,31.04,31-60
CA-818310,LN-507525,2026-07-23,SMS,Left message,1.14,31-60
CA-818311,LN-507534,2026-07-16,Call,No answer,29.71,61-90
CA-818312,LN-507534,2026-07-22,Field,No answer,293.95,61-90
CA-818313,LN-507539,2026-07-24,Letter,Refused,53.69,90+
CA-818314,LN-507539,2026-07-21,Call,Left message,30,90+
CA-818315,LN-507539,2026-07-06,Call,Number unobtainable,29.5,90+
CA-818316,LN-507539,2026-07-28,Field,Refused,319.68,90+
CA-818317,LN-507540,2026-07-06,Letter,Paid in full,45.2,61-90
CA-818318,LN-507540,2026-07-21,Field,Left message,265.43,61-90
CA-818319,LN-507545,2026-07-22,Call,Left message,28.58,61-90
CA-818320,LN-507545,2026-07-07,Call,Number unobtainable,26.21,61-90
CA-818321,LN-507545,2026-07-27,Call,No answer,25.45,61-90
CA-818322,LN-507584,2026-07-15,Call,Partial payment,27.53,61-90
CA-818323,LN-507604,2026-07-06,SMS,No answer,1.26,31-60
CA-818324,LN-507619,2026-07-08,Call,Number unobtainable,29.38,90+
CA-818325,LN-507619,2026-07-21,Field,Refused,320.87,90+
CA-818326,LN-507619,2026-07-06,Call,Paid in full,29.77,90+
CA-818327,LN-507677,2026-07-27,Letter,No answer,46.5,61-90
CA-818328,LN-507677,2026-07-07,Call,No answer,29.13,61-90
CA-818329,LN-507679,2026-07-06,Call,Refused,28.87,31-60
CA-818330,LN-507708,2026-07-17,Field,No answer,350.56,61-90
CA-818331,LN-507708,2026-07-10,Call,Refused,29.6,61-90
CA-818332,LN-507743,2026-07-20,Call,Left message,31.12,90+
CA-818333,LN-507743,2026-07-26,Field,Partial payment,297.35,90+
CA-818334,LN-507743,2026-07-10,Call,Refused,30.11,90+
CA-818335,LN-507743,2026-07-29,Call,Paid in full,28.81,90+
CA-818336,LN-507743,2026-07-11,Field,Refused,307.36,90+
CA-818337,LN-507777,2026-07-21,Field,Number unobtainable,316.13,61-90
CA-818338,LN-507777,2026-07-12,Field,Number unobtainable,283.3,61-90
CA-818339,LN-507806,2026-07-18,Call,Left message,25.28,90+
CA-818340,LN-507806,2026-07-14,Field,Partial payment,337.28,90+
CA-818341,LN-507806,2026-07-15,Field,No answer,326.9,90+
CA-818342,LN-507806,2026-07-15,Call,Left message,26.74,90+
CA-818343,LN-507806,2026-07-22,Letter,Refused,45.51,90+
CA-818344,LN-507811,2026-07-26,Letter,Number unobtainable,48.18,61-90
CA-818345,LN-507811,2026-07-31,Call,Partial payment,26.48,61-90
CA-818346,LN-507811,2026-07-17,Call,Promise to pay,24.49,61-90
CA-818347,LN-507956,2026-07-24,Letter,Left message,53.24,90+
CA-818348,LN-507956,2026-07-26,Call,Left message,21.57,90+
CA-818349,LN-507958,2026-07-31,Letter,Number unobtainable,47.02,61-90
CA-818350,LN-507958,2026-07-28,Letter,Left message,39.73,61-90
CA-818351,LN-507984,2026-07-20,Letter,Promise to pay,45.73,61-90
CA-818352,LN-507984,2026-07-21,Field,Left message,280.97,61-90
CA-818353,LN-507984,2026-07-09,Letter,Refused,44.19,61-90
CA-818354,LN-508010,2026-07-15,Call,Number unobtainable,28.49,1-30
CA-818355,LN-508022,2026-07-30,Call,Left message,28.62,90+
CA-818356,LN-508022,2026-07-30,Field,Refused,311.92,90+
CA-818357,LN-508022,2026-07-22,Call,Refused,28.17,90+
CA-818358,LN-508022,2026-07-31,Field,Left message,319.35,90+
CA-818359,LN-508025,2026-07-06,Call,Left message,30.55,31-60
CA-818360,LN-508038,2026-07-07,Call,Refused,29.26,1-30
CA-818361,LN-508077,2026-07-15,Call,Refused,26.15,1-30
CA-818362,LN-508095,2026-07-22,SMS,No answer,1.22,31-60
CA-818363,LN-508158,2026-07-06,Call,Left message,27.29,31-60
CA-818364,LN-508166,2026-07-25,Call,Promise to pay,29.2,90+
