payment_id,loan_id,instalment_no,due_date,paid_date,amount_due_zar,amount_paid_zar,payment_method,status,failure_reason
RP-1054829,LN-508109,12,14/07/2026,2026-07-23,1008.58,1008.58,Debit order,Paid,
RP-1054830,LN-508111,12,13/07/2026,2026-07-17,2303.95,2303.95,Debit order,Paid,
RP-1054831,LN-508112,12,2026-07-05,2026-07-07,1016.69,1016.69,Debit order,Paid,
RP-1054832,LN-508115,12,2026-07-28,2026-07-31,3014.08,3014.08,Debit order,Paid,
RP-1054833,LN-508116,12,2026-07-22,2026-07-29,3317.72,3317.72,Debit order,Paid,
RP-1054834,LN-508117,12,2026-07-25,2026-07-31,1922.77,"1,922.77",Debit order,Paid,
RP-1054835,LN-508118,12,2026-07-22,2026-07-27,2413.18,2413.18,EFT,Paid,
RP-1054836,LN-508119,12,2026-07-28,2026-08-01,1833.28,1833.28,Debit order,Paid,
RP-1054837,LN-508120,12,2026-07-24,2026-07-26,2886.7,2886.7,Debit order,Paid,
RP-1054838,LN-508121,12,15/07/2026,2026-07-24,3502.16,3502.16,Debit order,Paid,
RP-1054839,LN-508122,12,2026-07-18,,1193.15,0,Debit order,Failed,Insufficient funds
RP-1054840,LN-508123,12,2026-07-03,2026-07-10,1374.44,"1,374.44",Debit order,Paid,
RP-1054841,LN-508124,12,2026-07-20,2026-07-25,5615.05,5615.05,Debit order,Paid,
RP-1054842,LN-508126,12,04/07/2026,2026-07-13,1706.84,1706.84,Debit order,Paid,
RP-1054843,LN-508127,12,2026-07-21,2026-07-23,2115.28,2115.28,Debit order,Paid,
RP-1054844,LN-508128,12,2026-07-02,2026-07-04,3276.26,1621.46,Debit order,partial,
RP-1054845,LN-508129,12,2026-07-18,2026-07-21,1941.58,1941.58,Debit order,Paid,
RP-1054846,LN-508130,12,2026-07-03,,1515.21,0,Debit order,Failed,Payment stopped
RP-1054847,LN-508131,12,2026-07-08,2026-07-16,2403,2403,Debit order,Paid,
RP-1054848,LN-508132,12,2026-07-25,2026-07-31,3663.25,3663.25,Debit order,Paid,
RP-1054849,LN-508133,12,2026-07-22,2026-07-25,3095.66,3095.66,Debit order,Paid,
RP-1054850,LN-508134,12,2026-07-02,2026-07-07,5615.05,5615.05,Debit order,Paid,
RP-1054851,LN-508135,12,2026-07-18,2026-07-23,2236.34,2236.34,Debit order,Paid,
RP-1054852,LN-508137,12,2026-07-12,2026-07-14,1364.81,"1,364.81",Debit order,Paid,
RP-1054853,LN-508138,12,2026-07-17,2026-07-26,2514.1,2514.1,EFT,Paid,
RP-1054854,LN-508139,12,2026-07-06,2026-07-13,1459.07,1459.07,EFT,Paid,
RP-1054855,LN-508141,12,2026-07-03,2026-07-06,1501.75,1501.75,Debit order,Paid,
RP-1054856,LN-508142,12,27/07/2026,2026-07-27,1882.95,1882.95,Debit order,Paid,
RP-1054857,LN-508144,12,18/07/2026,2026-07-19,2291.89,2291.89,EFT,Paid,
RP-1054858,LN-508145,12,2026-07-25,2026-08-02,1948.25,1948.25,Debit order,Paid,
RP-1054859,LN-508147,12,27/07/2026,2026-07-30,2723.41,2723.41,Debit order,Paid,
RP-1054860,LN-508148,12,06/07/2026,2026-07-13,5534.61,5534.61,Cash,paid,
RP-1054861,LN-508150,12,2026-07-26,2026-07-31,1310.67,1310.67,Debit order,Paid,
RP-1054862,LN-508151,12,2026-07-13,,1791.91,0,Debit order,Failed,Debit order disputed
RP-1054863,LN-508152,12,2026-07-20,2026-07-28,2511.04,2511.04,Debit order,Paid,
RP-1054864,LN-508153,12,14/07/2026,2026-07-22,3197.29,3197.29,Debit order,Paid,
RP-1054865,LN-508154,12,2026-07-08,2026-07-13,3996.55,3996.55,Debit order,Paid,
RP-1054866,LN-508155,12,13/07/2026,2026-07-21,1049.36,1049.36,Debit order,Paid,
RP-1054867,LN-508156,12,18/07/2026,2026-07-23,2808.91,"2,808.91",Debit order,Paid,
RP-1054868,LN-508157,12,2026-07-21,2026-07-30,2027.9,2027.9,Debit order,Paid,
RP-1054869,LN-508158,12,2026-07-19,,5642.01,0,Debit order,Failed,Payment stopped
RP-1054870,LN-508159,12,2026-07-21,2026-07-30,5642.01,11284.02,Debit order,paid,
RP-1054871,LN-508160,12,25/07/2026,2026-07-26,3884.39,3884.39,Debit order,Paid,
RP-1054872,LN-508161,12,10/07/2026,2026-07-18,2968.76,744.8,Debit order,Partial,
RP-1054873,LN-508162,12,2026-07-18,2026-07-27,2323.27,2323.27,Debit order,PAID,
RP-1054874,LN-508163,12,15/07/2026,2026-07-21,2625.21,2625.21,Debit order,Paid,
RP-1054875,LN-508164,12,2026-07-11,2026-07-15,4837.94,4837.94,Debit order,Paid,
RP-1054876,LN-508165,12,16/07/2026,2026-07-21,1885.3,1885.3,Debit order,Paid,
RP-1054877,LN-508166,12,2026-07-24,2026-07-28,3497.55,17487.75,EFT,Paid,
RP-1054878,LN-508167,12,2026-07-17,,2325.43,0,Debit order,Failed,Insufficient funds
RP-1054879,LN-508168,12,16/07/2026,2026-07-20,2514.23,2514.23,Debit order,Paid,
RP-1054880,LN-508169,12,2026-07-02,2026-07-11,1800.62,1800.62,Debit order,Paid,
RP-1054881,LN-508171,12,2026-07-08,2026-07-13,1108.83,1108.83,Debit order,Paid,
RP-1054882,LN-508173,12,2026-07-16,2026-07-19,2612.84,2612.84,Debit order,Paid,
RP-1054883,LN-508174,12,2026-07-16,2026-07-22,4006.29,4006.29,Debit order,Paid,
RP-1054884,LN-508175,12,2026-07-24,2026-08-02,1105.73,1105.73,Debit order,Paid,
RP-1054885,LN-508176,12,01/07/2026,2026-07-02,5561.35,5561.35,Debit order,PAID,
RP-1054886,LN-508177,12,2026-07-24,2026-07-25,4106.31,4106.31,Debit order,Paid,
RP-1054887,LN-508178,12,2026-07-01,2026-07-10,5514.53,5514.53,Cash,Paid,
RP-1054888,LN-508179,12,2026-07-03,2026-07-07,2757.32,2757.32,Debit order,Paid,
RP-1054889,LN-508180,12,2026-07-26,2026-08-01,1756.39,"1,756.39",Debit order,Paid,
RP-1054890,LN-508182,12,2026-07-18,,1236.38,0,Debit order,Failed,Debit order disputed
RP-1054891,LN-508184,12,21/07/2026,2026-07-22,2889.27,2889.27,Debit order,Paid,
RP-1054892,LN-508185,12,2026-07-27,2026-07-31,2423.97,"7,271.91",EFT,Paid,
RP-1054893,LN-508189,12,2026-07-16,2026-07-25,1125.27,1125.27,EFT,Paid,
RP-1054894,LN-508190,12,2026-07-07,2026-07-14,3289.82,3289.82,EFT,paid,
RP-1054895,LN-508191,12,2026-07-03,2026-07-04,585.65,585.65,Debit order,Paid,
RP-1054896,LN-508192,12,2026-07-28,2026-08-05,2314.47,2314.47,Debit order,PAID,
RP-1054897,LN-508194,12,2026-07-08,,5588.16,0,Debit order,failed,Insufficient funds
RP-1054898,LN-508196,12,2026-07-12,2026-07-13,1720.25,1720.25,Debit order,Paid,
RP-1054899,LN-508197,12,2026-07-05,2026-07-08,4051.73,4051.73,Debit order,Paid,
RP-1054900,LN-508198,12,2026-07-02,2026-07-07,1473.52,1473.52,Debit order,Paid,
RP-1054901,LN-508199,12,2026-07-13,2026-07-19,1094.73,1094.73,Debit order,PAID,
RP-1054902,LN-508200,12,2026-07-25,2026-07-31,1931.59,1931.59,Debit order,Paid,
RP-1054903,LN-508201,12,2026-07-10,,2502.27,0,EFT,Failed,Insufficient funds
RP-1054904,LN-508202,12,2026-07-11,2026-07-16,1569.7,1569.7,Debit order,Paid,
RP-1054905,LN-508203,12,2026-07-01,2026-07-02,4078.96,4078.96,Debit order,Paid,
RP-1054906,LN-508205,12,28/07/2026,2026-07-28,2336.42,2336.42,EFT,Paid,
RP-1054907,LN-508207,12,26/07/2026,2026-08-02,3975.93,3975.93,Debit order,Paid,
RP-1054908,LN-508208,12,2026-07-14,2026-07-14,2044.87,2044.87,Debit order,Paid,
RP-1054909,LN-508210,12,23/07/2026,2026-07-25,2569.82,2569.82,Debit order,PAID,
RP-1054910,LN-508212,12,07/07/2026,2026-07-15,4125.15,4125.15,Debit order,PAID,
RP-1054911,LN-508215,12,2026-07-12,2026-07-14,1617.88,1617.88,Debit order,Paid,
RP-1054912,LN-508218,12,21/07/2026,2026-07-22,911.43,911.43,Debit order,Paid,
RP-1054913,LN-508222,12,2026-07-16,2026-07-19,3317.72,3317.72,Debit order,Paid,
RP-1054914,LN-508226,12,2026-07-12,2026-07-14,1518.37,1518.37,Debit order,Paid,
RP-1054915,LN-508227,12,2026-07-09,2026-07-15,3317.72,3317.72,Debit order,Paid,
RP-1054916,LN-508228,12,25/07/2026,2026-07-25,2778.7,2778.7,Debit order,Paid,
RP-1054917,LN-508229,12,2026-07-04,2026-07-04,2044.87,2044.87,Debit order,Paid,
RP-1054918,LN-508230,12,2026-07-19,2026-07-24,2778.7,2778.7,Debit order,Paid,
RP-1054919,LN-508231,12,2026-07-27,2026-07-29,1215.29,2430.58,Debit order,Paid,
RP-1054920,LN-508232,12,18/07/2026,2026-07-24,4024.6,4024.6,Debit order,paid,
RP-1054921,LN-508233,12,07/07/2026,2026-07-09,5615.05,5615.05,Debit order,Paid,
RP-1054922,LN-508234,12,2026-07-17,2026-07-22,447.72,1343.16,Debit order,Paid,
RP-1054923,LN-508237,12,13/07/2026,2026-07-16,3871.27,3871.27,Debit order,Paid,
RP-1054924,LN-508239,12,02/07/2026,2026-07-09,3234.45,3234.45,Debit order,Paid,
RP-1054925,LN-508240,12,2026-07-05,2026-07-07,3040.65,3040.65,Debit order,Paid,
RP-1054926,LN-508242,12,16/07/2026,2026-07-25,3402.96,3402.96,Debit order,Paid,
RP-1054927,LN-508243,12,2026-07-19,2026-07-24,3317.72,3317.72,EFT,paid,
RP-1054928,LN-508244,12,2026-07-24,2026-08-02,3317.72,"3,317.72",Debit order,paid,
RP-1054929,LN-508245,12,11/07/2026,2026-07-12,1935.49,"1,935.49",EFT,Paid,
RP-1054930,LN-508246,12,2026-07-22,2026-07-22,3317.72,3317.72,Debit order,Paid,
RP-1054931,LN-508247,12,06/07/2026,,1347.48,0,Debit order,Failed,Payment stopped
RP-1054932,LN-508250,12,2026-07-08,2026-07-11,1138.12,1138.12,Debit order,Paid,
RP-1054933,LN-508252,12,26/07/2026,,2388.52,0,EFT,FAILED,No authority
RP-1054934,LN-508253,12,07/07/2026,2026-07-16,4106.31,4106.31,Debit order,Paid,
RP-1054935,LN-508254,12,2026-07-05,2026-07-05,2599.52,"2,599.52",Debit order,Paid,
RP-1054936,LN-508255,12,09/07/2026,2026-07-12,4306.03,4306.03,EFT,Paid,
RP-1054937,LN-508257,12,28/07/2026,2026-08-04,2027.9,2027.9,Cash,Paid,
RP-1054938,LN-508258,12,2026-07-06,2026-07-07,1441.32,1441.32,Debit order,Paid,
RP-1054939,LN-508259,12,23/07/2026,2026-07-28,1867.37,1867.37,Debit order,Paid,
RP-1054940,LN-508261,12,2026-07-05,2026-07-12,2668.13,"2,668.13",Debit order,PAID,
RP-1054941,LN-508262,12,2026-07-24,,2593.09,0,Debit order,Failed,No authority
RP-1054942,LN-508263,12,2026-07-09,2026-07-13,918.7,918.7,Debit order,Paid,
RP-1054943,LN-508264,12,2026-07-27,,4078.96,0,Debit order,Failed,Insufficient funds
RP-1054944,LN-508266,12,23/07/2026,2026-07-26,3347.29,3347.29,Debit order,PAID,
RP-1054945,LN-508268,12,2026-07-07,2026-07-12,2125.23,2125.23,Debit order,Paid,
RP-1054946,LN-508269,12,2026-07-12,2026-07-13,2885.9,2885.9,Debit order,Paid,
RP-1054947,LN-508270,12,2026-07-28,,2511.04,0,Debit order,Failed,Payment stopped
RP-1054948,LN-508271,12,24/07/2026,2026-07-31,2790.24,"2,790.24",Debit order,Paid,
RP-1054949,LN-508272,12,2026-07-21,2026-07-23,1996.6,1996.6,Debit order,Paid,
RP-1054950,LN-508273,12,2026-07-25,2026-07-30,2575.85,2575.85,Debit order,Paid,
RP-1054951,LN-508275,12,06/07/2026,2026-07-09,908.97,908.97,Debit order,paid,
RP-1054952,LN-508276,12,2026-07-11,2026-07-18,5263.24,10526.48,EFT,Paid,
RP-1054953,LN-508277,12,2026-07-05,2026-07-13,1202.89,1202.89,EFT,Paid,
RP-1054954,LN-508278,12,2026-07-11,2026-07-18,2109.64,2109.64,EFT,Paid,
RP-1054955,LN-508279,12,2026-07-13,2026-07-16,1310.78,1310.78,Debit order,Paid,
RP-1054956,LN-508280,12,2026-07-18,2026-07-26,4340.19,4340.19,Debit order,Paid,
RP-1054957,LN-508282,12,2026-07-01,2026-07-09,1514.21,1514.21,Debit order,Paid,
RP-1054958,LN-508284,12,2026-07-24,2026-07-25,1500.18,1500.18,Debit order,Paid,
RP-1054959,LN-508285,12,2026-07-08,2026-07-10,3173.07,3173.07,Debit order,Paid,
RP-1054960,LN-508286,12,2026-07-20,2026-07-25,3690.81,3690.81,Debit order,Paid,
RP-1054961,LN-508287,12,2026-07-16,2026-07-21,4078.96,4078.96,Debit order,Paid,
RP-1054962,LN-508289,12,21/07/2026,,3518.95,0,Debit order,Failed,Debit order disputed
RP-1054963,LN-508290,12,2026-07-16,2026-07-22,4934.96,4934.96,Debit order,Paid,
RP-1054964,LN-508291,12,2026-07-19,2026-07-19,709.1,709.1,Debit order,Paid,
RP-1054965,LN-508292,12,2026-07-12,2026-07-12,5588.16,5588.16,Debit order,Paid,
RP-1054966,LN-508294,12,2026-07-17,,2297.87,0,Debit order,Failed,No authority
RP-1054967,LN-508295,12,2026-07-08,2026-07-09,1267.65,1267.65,Debit order,Paid,
RP-1054968,LN-508296,12,2026-07-21,2026-07-27,1183.46,1183.46,Debit order,Paid,
RP-1054969,LN-508297,12,2026-07-28,2026-08-05,5615.05,5615.05,Debit order,Paid,
RP-1054970,LN-508298,12,15/07/2026,2026-07-16,1856.08,1856.08,Debit order,Paid,
RP-1054971,LN-508299,12,2026-07-22,2026-07-23,1260.57,1260.57,Debit order,Paid,
RP-1054972,LN-508302,12,26/07/2026,2026-08-02,1035.43,1035.43,Debit order,Paid,
RP-1054973,LN-508303,12,2026-07-09,2026-07-10,1856.08,1856.08,Debit order,Paid,
RP-1054974,LN-508304,12,2026-07-09,,3331.54,0,Debit order,Failed,Payment stopped
RP-1054975,LN-508305,12,10/07/2026,2026-07-17,1739.57,1739.57,Debit order,Paid,
RP-1054976,LN-508306,12,06/07/2026,2026-07-08,4106.31,4106.31,Debit order,Paid,
RP-1054977,LN-508307,12,2026-07-04,2026-07-13,3829.1,7658.2,Debit order,Paid,
RP-1054978,LN-508309,12,2026-07-08,2026-07-17,1317.15,1317.15,Debit order,Paid,
RP-1054979,LN-508310,12,2026-07-14,2026-07-22,820.71,820.71,Debit order,Paid,
RP-1054980,LN-508313,12,2026-07-02,2026-07-04,2050.35,2050.35,Debit order,Paid,
RP-1054981,LN-508314,12,2026-07-24,2026-08-01,5615.05,5615.05,Debit order,Paid,
RP-1054982,LN-508315,12,2026-07-28,2026-08-06,526.34,526.34,Debit order,Paid,
RP-1054983,LN-508317,12,2026-07-27,2026-07-28,2599.52,7798.56,Debit order,Paid,
RP-1054984,LN-508318,12,2026-07-21,2026-07-27,839.98,839.98,Debit order,Paid,
RP-1054985,LN-508320,12,11/07/2026,2026-07-12,3667.28,3667.28,Debit order,Paid,
RP-1054986,LN-508321,12,2026-07-15,2026-07-23,669.13,669.13,EFT,Paid,
RP-1054987,LN-508322,12,08/07/2026,,3001.64,0,Debit order,Failed,No authority
RP-1054988,LN-508323,12,2026-07-04,2026-07-13,1520.92,1520.92,Debit order,Paid,
RP-1054989,LN-508324,12,2026-07-02,,559.4,0,Debit order,Failed,No authority
RP-1054990,LN-508325,12,2026-07-26,2026-08-01,1236.38,1236.38,Debit order,Paid,
RP-1054991,LN-508327,12,2026-07-14,2026-07-20,3067.48,9202.44,EFT,Paid,
RP-1054992,LN-508328,12,2026-07-03,,1035.43,0,EFT,Failed,Debit order disputed
RP-1054993,LN-508329,12,2026-07-28,2026-07-29,1364.81,5459.24,Debit order,paid,
RP-1054994,LN-508331,12,2026-07-28,2026-08-03,1546.31,1546.31,Debit order,Paid,
RP-1054995,LN-508332,12,2026-07-25,2026-07-27,2811.26,"2,811.26",Debit order,Paid,
RP-1054996,LN-508334,12,2026-07-24,2026-07-27,5112.46,5112.46,Debit order,Paid,
RP-1054997,LN-508335,12,2026-07-13,2026-07-14,1300.27,1300.27,Debit order,paid,
RP-1054998,LN-508337,12,2026-07-23,2026-07-24,954.94,954.94,Debit order,Paid,
RP-1054999,LN-508339,12,08/07/2026,2026-07-17,3059.51,3059.51,Debit order,Paid,
RP-1055000,LN-508340,12,2026-07-11,2026-07-20,5188.04,5188.04,Debit order,Paid,
RP-1055001,LN-508341,12,19/07/2026,2026-07-24,2511.04,2511.04,Debit order,Paid,
RP-1055002,LN-508344,12,2026-07-25,2026-07-25,2642.96,2642.96,Debit order,Paid,
RP-1055003,LN-508345,12,2026-07-11,2026-07-11,1451.87,1451.87,Debit order,Paid,
RP-1055004,LN-508346,12,2026-07-24,2026-07-28,899.02,899.02,Debit order,Paid,
RP-1055005,LN-508348,12,2026-07-27,2026-07-31,1680.8,1680.8,Debit order,Paid,
RP-1055006,LN-508350,12,2026-07-04,2026-07-12,2148.11,"2,148.11",Debit order,Paid,
RP-1055007,LN-508351,12,2026-07-26,2026-08-04,5534.61,5534.61,EFT,Paid,
RP-1055008,LN-508352,12,2026-07-12,2026-07-21,1882.95,1882.95,Debit order,Paid,
RP-1055009,LN-508353,12,2026-07-13,2026-07-13,3317.72,3317.72,Debit order,Paid,
RP-1055010,LN-508354,12,2026-07-15,2026-07-18,904.19,904.19,Debit order,Paid,
RP-1055011,LN-508355,12,14/07/2026,2026-07-17,1739.57,"3,479.14",Debit order,Paid,
RP-1055012,LN-508356,12,06/07/2026,2026-07-14,2820.58,2820.58,Debit order,Paid,
RP-1055013,LN-508357,12,2026-07-12,2026-07-16,2987.53,2987.53,Debit order,Paid,
RP-1055014,LN-508358,12,2026-07-09,,1759.84,0,Debit order,Failed,Account closed
RP-1055015,LN-508359,12,2026-07-14,2026-07-16,2888.31,2888.31,Debit order,Paid,
RP-1055016,LN-508362,12,2026-07-20,2026-07-25,736.4,736.4,Cash,Paid,
RP-1055017,LN-508363,12,08/07/2026,2026-07-13,3289.82,3289.82,Debit order,Paid,
RP-1055018,LN-508364,12,11/07/2026,2026-07-17,847.5,847.5,Debit order,paid,
RP-1055019,LN-508366,12,2026-07-08,2026-07-16,3799.08,7598.16,Debit order,Paid,
RP-1055020,LN-508367,12,2026-07-25,2026-07-30,1766.98,"1,766.98",Debit order,Paid,
RP-1055021,LN-508369,12,2026-07-12,2026-07-21,1598.86,1598.86,Debit order,paid,
RP-1055022,LN-508372,12,04/07/2026,2026-07-08,2270.41,2270.41,Debit order,Paid,
RP-1055023,LN-508373,12,2026-07-05,2026-07-09,2736.32,2736.32,Debit order,Paid,
RP-1055024,LN-508374,12,2026-07-11,2026-07-16,988.91,988.91,Debit order,Paid,
RP-1055025,LN-508375,12,2026-07-22,2026-07-25,1000.51,1000.51,EFT,Paid,
RP-1055026,LN-508376,12,2026-07-11,,1438.48,0,Debit order,Failed,Debit order disputed
RP-1055027,LN-508377,12,01/07/2026,2026-07-05,5615.05,5615.05,Debit order,Paid,
RP-1055028,LN-508378,12,2026-07-28,2026-08-04,5588.16,5588.16,Debit order,Paid,
RP-1055029,LN-508380,12,2026-07-11,2026-07-11,1680.8,1680.8,Debit order,Paid,
RP-1055030,LN-508381,12,2026-07-06,2026-07-15,950.02,1900.04,Debit order,Paid,
RP-1055031,LN-508382,12,24/07/2026,2026-07-27,652.36,652.36,Debit order,Paid,
RP-1055032,LN-508383,12,2026-07-06,2026-07-07,1062.06,1062.06,Debit order,Paid,
RP-1055033,LN-508384,12,2026-07-24,2026-07-30,1014.16,1014.16,EFT,Paid,
RP-1055034,LN-508386,12,2026-07-13,2026-07-20,4760.65,4760.65,Debit order,Paid,
RP-1055035,LN-508387,12,2026-07-13,2026-07-16,2060,2060,Debit order,Paid,
RP-1055036,LN-508388,12,2026-07-25,2026-07-26,3040.65,3040.65,Debit order,Paid,
RP-1055037,LN-508391,12,2026-07-22,2026-07-26,5564.79,5564.79,Debit order,Paid,
RP-1055038,LN-508392,12,09/07/2026,2026-07-14,1975.19,3950.38,Debit order,Paid,
RP-1055039,LN-508393,12,2026-07-19,2026-07-21,788.45,788.45,Debit order,Paid,
RP-1055040,LN-508396,12,21/07/2026,2026-07-25,1179.24,1179.24,Debit order,Paid,
RP-1055041,LN-508398,12,2026-07-18,2026-07-20,2348.96,2348.96,EFT,Paid,
RP-1055042,LN-508400,12,2026-07-08,2026-07-17,2381.07,2381.07,Debit order,Paid,
RP-1055043,LN-508401,12,2026-07-06,,1836.46,0,Debit order,FAILED,Account closed
RP-1055044,LN-508402,12,22/07/2026,2026-07-28,2916.71,2916.71,Debit order,Paid,
RP-1055045,LN-508403,12,2026-07-01,2026-07-06,1738.95,1738.95,Debit order,Paid,
RP-1055046,LN-508404,12,2026-07-17,2026-07-24,839.98,839.98,Debit order,Paid,
RP-1055047,LN-508405,12,2026-07-18,2026-07-18,3262.06,3262.06,Debit order,PAID,
RP-1055048,LN-508407,12,2026-07-28,2026-08-03,858.28,858.28,Debit order,Paid,
RP-1055049,LN-508408,12,2026-07-16,2026-07-21,2336.42,2336.42,Debit order,Paid,
RP-1055050,LN-508409,12,03/07/2026,2026-07-05,1688.65,1688.65,Debit order,paid,
RP-1055051,LN-508411,12,2026-07-05,2026-07-06,2599.52,2599.52,Debit order,PAID,
RP-1055052,LN-508412,12,2026-07-10,2026-07-16,1388.64,389.19,Debit order,Partial,
RP-1055053,LN-508413,12,2026-07-01,2026-07-07,3095.66,3095.66,Debit order,Paid,
RP-1055054,LN-508414,12,2026-07-07,2026-07-10,4861.17,4861.17,Debit order,Paid,
RP-1055055,LN-508416,12,2026-07-13,2026-07-22,5642.01,5642.01,Debit order,Paid,
RP-1055056,LN-508417,12,2026-07-02,2026-07-06,1788.22,1788.22,Debit order,Paid,
RP-1055057,LN-508419,12,2026-07-28,2026-08-02,2861.96,2861.96,EFT,Paid,
RP-1055058,LN-508420,12,2026-07-23,2026-07-27,1669.97,"1,669.97",Debit order,Paid,
RP-1055059,LN-508421,12,2026-07-03,2026-07-05,5588.16,5588.16,Debit order,PAID,
RP-1055060,LN-508423,12,2026-07-14,2026-07-15,4887.95,4887.95,Debit order,PAID,
RP-1055061,LN-508424,12,2026-07-25,2026-08-02,2453.89,2453.89,Debit order,Paid,
RP-1055062,LN-508425,12,11/07/2026,2026-07-20,5642.01,5642.01,EFT,Paid,
RP-1055063,LN-508426,12,2026-07-15,2026-07-19,1317.15,1317.15,EFT,Paid,
RP-1055064,LN-508427,12,2026-07-12,2026-07-16,2453.89,2453.89,Debit order,Paid,
RP-1055065,LN-508428,12,2026-07-24,,1803.16,0,EFT,Failed,Payment stopped
RP-1055066,LN-508429,12,16/07/2026,2026-07-20,2228.06,2228.06,Debit order,Paid,
RP-1055067,LN-508430,12,05/07/2026,2026-07-10,1617.72,1617.72,Debit order,Paid,
RP-1055068,LN-508431,12,2026-07-01,2026-07-09,2041.56,2041.56,Debit order,Paid,
RP-1055069,LN-508433,12,2026-07-17,2026-07-20,3958.49,3958.49,EFT,Paid,
RP-1055070,LN-508434,12,2026-07-25,2026-07-29,2770.15,2770.15,Debit order,Paid,
RP-1055071,LN-508435,12,2026-07-08,2026-07-17,4051.73,4051.73,Debit order,Paid,
RP-1055072,LN-508436,12,2026-07-06,2026-07-10,3737.95,"3,737.95",Debit order,Paid,
RP-1055073,LN-508437,12,2026-07-07,2026-07-10,982.66,982.66,Debit order,Paid,
RP-1055074,LN-508438,12,2026-07-03,2026-07-10,1961.07,1961.07,Debit order,Paid,
RP-1055075,LN-508439,12,2026-07-04,2026-07-09,1571.97,1571.97,Debit order,Paid,
RP-1055076,LN-508440,12,2026-07-24,2026-07-31,2069.68,2069.68,Debit order,Paid,
RP-1055077,LN-508441,12,2026-07-22,2026-07-29,1508.55,1508.55,Debit order,Paid,
RP-1055078,LN-508442,12,27/07/2026,2026-08-05,5561.35,5561.35,Debit order,Paid,
RP-1055079,LN-508443,12,2026-07-11,2026-07-12,3317.72,3317.72,Debit order,paid,
RP-1055080,LN-508444,12,2026-07-17,2026-07-24,3424.87,3424.87,Debit order,Paid,
RP-1055081,LN-508445,12,2026-07-13,2026-07-19,1614.93,1614.93,Debit order,Paid,
RP-1055082,LN-508446,12,2026-07-21,2026-07-30,3289.82,3289.82,EFT,Paid,
RP-1055083,LN-508447,12,2026-07-27,2026-08-05,5615.05,"5,615.05",Debit order,Paid,
RP-1055084,LN-508448,12,2026-07-22,,1138.12,0,Debit order,Failed,Insufficient funds
RP-1055085,LN-508449,12,2026-07-23,2026-07-29,604.88,604.88,Debit order,Paid,
RP-1055086,LN-508451,12,08/07/2026,2026-07-13,984.03,984.03,Debit order,Paid,
RP-1055087,LN-508452,12,2026-07-09,2026-07-11,3248.91,"3,248.91",EFT,Paid,
RP-1055088,LN-508453,12,2026-07-28,2026-08-01,5439.99,5439.99,Debit order,Paid,
RP-1055089,LN-508454,12,2026-07-20,2026-07-29,2416.36,2416.36,Debit order,Paid,
RP-1055090,LN-508455,12,2026-07-16,2026-07-18,1830.28,3660.56,Debit order,Paid,
RP-1055091,LN-508456,12,2026-07-03,2026-07-05,1588.5,1588.5,Debit order,Paid,
RP-1055092,LN-508457,12,21/07/2026,2026-07-26,2252.65,2252.65,Debit order,Paid,
RP-1055093,LN-508459,12,2026-07-16,2026-07-23,2381.07,2381.07,Debit order,Paid,
RP-1055094,LN-508460,12,2026-07-22,2026-07-30,2332.49,2332.49,Debit order,Paid,
RP-1055095,LN-508461,12,2026-07-16,2026-07-19,2355.9,2355.9,Debit order,Paid,
RP-1055096,LN-508462,12,2026-07-25,2026-07-30,3386.83,3386.83,Debit order,Paid,
RP-1055097,LN-508463,12,04/07/2026,2026-07-09,2569.82,2569.82,Debit order,Paid,
RP-1055098,LN-508464,12,2026-07-10,2026-07-12,3262.06,3262.06,Cash,Paid,
RP-1055099,LN-508466,12,2026-07-13,,3518.95,0,Debit order,Failed,Payment stopped
RP-1055100,LN-508467,12,2026-07-06,2026-07-12,2161.89,2161.89,EFT,Paid,
RP-1055101,LN-508468,12,2026-07-09,2026-07-16,2365.86,2365.86,Debit order,Paid,
RP-1055102,LN-508470,12,2026-07-10,2026-07-11,3289.82,3289.82,EFT,Paid,
RP-1055103,LN-508471,12,2026-07-26,2026-07-27,5615.05,5615.05,Debit order,Paid,
RP-1055104,LN-508475,12,2026-07-24,2026-07-26,1818.41,1818.41,Debit order,PAID,
RP-1055105,LN-508476,12,2026-07-16,2026-07-18,1940.31,1940.31,Debit order,Paid,
RP-1055106,LN-508477,12,2026-07-21,2026-07-23,2540.32,1135.75,Debit order,Partial,
RP-1055107,LN-508479,12,2026-07-02,2026-07-05,2451.6,9806.4,Debit order,paid,
RP-1055108,LN-508480,12,2026-07-15,2026-07-22,4051.73,4051.73,Debit order,Paid,
RP-1055109,LN-508481,12,2026-07-26,2026-07-28,1417.89,1417.89,Debit order,Paid,
RP-1055110,LN-508482,12,2026-07-14,2026-07-23,2236.34,4472.68,Debit order,Paid,
RP-1055111,LN-508484,12,18/07/2026,2026-07-21,5561.35,5561.35,Debit order,Paid,
RP-1055112,LN-508486,12,2026-07-04,2026-07-07,5541,5541,Debit order,Paid,
RP-1055113,LN-508487,12,2026-07-22,2026-07-29,2907.59,2907.59,Debit order,Paid,
RP-1055114,LN-508488,12,2026-07-10,2026-07-11,4837.94,4837.94,Debit order,Paid,
RP-1055115,LN-508489,12,2026-07-26,2026-07-27,2160.38,2160.38,Debit order,Paid,
