client_ref,home_branch_code,province,gender,age_band,employment_type,employer_sector,monthly_income_zar,payday_day
CL-116008,SF-BFN,Free State,F,25-34,Permanent,Construction,33100,14
CL-116009,SF-BFN,Free State,F,25-34,Permanent,Retail,8050,30
CL-116010,SF-BFN,Free State,M,25-34,Permanent,Construction,12850,7
CL-116011,SF-BFN,Free State,F,18-24,Permanent,Hospitality,7800,25
CL-116012,SF-BFN,Free State,F,25-34,Government,Security,11300,25
CL-116013,SF-BFN,Free State,F,45-54,Government,Retail,7900,25
CL-116014,SF-BFN,Free State,M,35-44,Permanent,Construction,17900,30
CL-116015,SF-BFN,Free State,F,55-64,Government,Education,12750,30
CL-116016,SF-BFN,Free State,F,25-34,Permanent,Hospitality,10150,25
CL-116017,SF-BFN,Free State,M,45-54,Permanent,Education,14650,25
CL-116018,SF-BFN,Free State,F,55-64,Permanent,Manufacturing,15700,30
CL-116019,SF-BFN,Free State,F,35-44,Permanent,Hospitality,6250,30
CL-116020,SF-BFN,Free State,M,25-34,Permanent,Mining,16050,30
CL-116021,SF-BFN,Free State,M,35-44,Pensioner,Mining,17750,30
CL-116022,SF-BFN,Free State,F,25-34,Pensioner,Manufacturing,8750,30
CL-116023,SF-BFN,Free State,F,25-34,Permanent,Construction,4600,25
CL-116024,SF-BFN,Free State,F,25-34,Permanent,Mining,18250,25
CL-116025,SF-BFN,Free State,F,35-44,Contract,Hospitality,19400,25
CL-116026,SF-BFN,Free State,F,25-34,Permanent,Security,11350,8
CL-116027,SF-BFN,Free State,M,35-44,Permanent,Retail,16300,25
CL-116028,SF-BFN,Free State,M,35-44,Pensioner,Security,14300,30
CL-116029,SF-BFN,Free State,F,35-44,Permanent,Public sector,8050,25
CL-116030,SF-BFN,Free State,M,18-24,Permanent,Healthcare,11500,25
CL-116031,SF-BFN,Free State,F,35-44,Permanent,Transport,16950,25
CL-116032,SF-BFN,Free State,F,55-64,Permanent,Public sector,19050,30
CL-116033,SF-BFN,Free State,M,18-24,Permanent,Manufacturing,14100,30
CL-116034,SF-BFN,Free State,F,35-44,Permanent,Healthcare,18350,25
CL-116035,SF-BFN,Free State,M,35-44,Permanent,Construction,13100,25
CL-116036,SF-BFN,Free State,F,45-54,Permanent,Mining,15450,25
CL-116037,SF-BFN,Free State,M,35-44,Permanent,Education,6350,25
CL-116038,SF-BFN,Free State,F,35-44,Permanent,Public sector,10900,25
CL-116039,SF-BFN,Free State,F,55-64,Permanent,Public sector,22150,30
CL-116040,SF-BFN,Free State,F,35-44,Permanent,Healthcare,15350,30
CL-116041,SF-BFN,Free State,F,18-24,Permanent,Education,11600,25
CL-116042,SF-BFN,Free State,M,25-34,Permanent,Security,11150,30
CL-116043,SF-BFN,Free State,F,18-24,Permanent,Transport,13550,25
CL-116044,SF-BFN,Free State,F,45-54,Permanent,Transport,12000,25
CL-116045,SF-BFN,Free State,F,35-44,Contract,Transport,7750,25
CL-116046,SF-BFN,Free State,F,18-24,Permanent,Construction,15350,25
CL-116047,SF-BFN,Free State,F,35-44,Government,Healthcare,16700,26
CL-116048,SF-BFN,Free State,F,55-64,Permanent,Manufacturing,15250,30
CL-116049,SF-BFN,Free State,M,45-54,Government,Security,16800,25
CL-116050,SF-BFN,Free State,M,25-34,Pensioner,Hospitality,13150,25
CL-116051,SF-BFN,Free State,M,55-64,Permanent,Education,8600,30
CL-116052,SF-BFN,Free State,M,35-44,Pensioner,Education,11150,25
CL-116053,SF-BFN,Free State,F,45-54,Pensioner,Manufacturing,4200,25
CL-116054,SF-BFN,Free State,F,35-44,Permanent,Retail,6200,25
CL-116055,SF-BFN,Free State,F,55-64,Permanent,Manufacturing,21000,25
CL-116056,SF-BFN,Free State,M,35-44,Permanent,Transport,18900,25
CL-116057,SF-BFN,Free State,M,55-64,Contract,Construction,11300,25
CL-116058,SF-BFN,Free State,F,35-44,Contract,Manufacturing,6900,25
CL-116059,SF-BFN,Free State,F,35-44,Contract,Hospitality,6950,30
CL-116060,SF-BFN,Free State,F,25-34,Permanent,Manufacturing,10450,25
CL-116061,SF-BFN,Free State,F,45-54,Permanent,Construction,13500,30
CL-116062,SF-BFN,Free State,F,35-44,Permanent,Mining,10350,30
CL-116063,SF-BFN,Free State,F,18-24,Permanent,Retail,6400,25
CL-116064,SF-BFN,Free State,M,35-44,Permanent,Healthcare,16400,25
CL-116065,SF-BFN,Free State,F,25-34,Permanent,Construction,27800,30
CL-116066,SF-BFN,Free State,M,35-44,Permanent,Construction,17450,25
CL-116067,SF-BFN,Free State,F,25-34,Permanent,Security,26150,30
CL-116068,SF-BFN,Free State,F,45-54,Permanent,Manufacturing,11450,25
CL-116069,SF-BFN,Free State,M,18-24,Permanent,Construction,14550,25
CL-116070,SF-BFN,Free State,M,55-64,Permanent,Retail,24950,11
CL-116071,SF-BFN,Free State,F,35-44,Permanent,Hospitality,19650,25
CL-116072,SF-BFN,Free State,M,45-54,Government,Public sector,4850,25
CL-116073,SF-BFN,Free State,M,35-44,Permanent,Manufacturing,12000,25
CL-116074,SF-BFN,Free State,M,18-24,Contract,Education,11900,30
CL-116075,SF-BFN,Free State,M,35-44,Permanent,Hospitality,12050,25
CL-116076,SF-BFN,Free State,M,45-54,Permanent,Retail,22800,25
CL-116077,SF-BFN,Free State,F,18-24,Contract,Manufacturing,8450,30
CL-116078,SF-BFN,Free State,M,25-34,Government,Mining,10900,25
CL-116079,SF-BFN,Free State,M,35-44,Permanent,Security,32600,30
CL-116080,SF-BFN,Free State,M,18-24,Contract,Education,10850,25
CL-116081,SF-BFN,Free State,F,18-24,Permanent,Education,5350,25
CL-116082,SF-BFN,Free State,F,25-34,Permanent,Construction,13700,25
CL-116083,SF-BFN,Free State,F,35-44,Pensioner,Manufacturing,5900,25
CL-116084,SF-BFN,Free State,F,55-64,Permanent,Retail,14350,30
CL-116085,SF-BFN,Free State,F,35-44,Permanent,Mining,7300,25
CL-116086,SF-BFN,Free State,M,35-44,Permanent,Healthcare,27300,30
CL-116087,SF-BFN,Free State,F,25-34,Government,Public sector,9550,25
CL-116088,SF-BFN,Free State,F,25-34,Permanent,Manufacturing,27450,25
CL-116089,SF-BFN,Free State,M,35-44,Permanent,Construction,12500,25
CL-116090,SF-BFN,Free State,F,35-44,Government,Public sector,20050,25
CL-116091,SF-BFN,Free State,M,25-34,Permanent,Security,10950,25
CL-116092,SF-BFN,Free State,F,35-44,Permanent,Security,6300,30
CL-116093,SF-BFN,Free State,F,18-24,Permanent,Healthcare,11600,25
CL-116094,SF-BFN,Free State,F,55-64,Government,Retail,17600,25
CL-116095,SF-BFN,Free State,F,35-44,Permanent,Hospitality,32900,30
CL-116096,SF-BFN,Free State,F,25-34,Contract,Public sector,14750,25
CL-116097,SF-BFN,Free State,F,55-64,Permanent,Public sector,15650,25
CL-116098,SF-BFN,Free State,M,25-34,Permanent,Retail,9750,30
CL-116099,SF-BFN,Free State,M,55-64,Pensioner,Construction,14050,25
CL-116100,SF-BFN,Free State,F,18-24,Permanent,Hospitality,22100,25
CL-116101,SF-BFN,Free State,F,18-24,Government,Manufacturing,15100,30
CL-116102,SF-BFN,Free State,M,35-44,Permanent,Hospitality,5600,25
CL-116103,SF-BFN,Free State,F,25-34,Permanent,Hospitality,13200,25
CL-116104,SF-BFN,Free State,F,35-44,Permanent,Hospitality,6050,25
CL-116105,SF-BFN,Free State,F,35-44,Government,Retail,7450,25
CL-116106,SF-BFN,Free State,F,55-64,Permanent,Mining,12700,30
CL-116107,SF-BFN,Free State,F,45-54,Government,Public sector,10800,16
CL-116108,SF-BFN,Free State,F,25-34,Permanent,Transport,6050,30
CL-116109,SF-BFN,Free State,F,18-24,Permanent,Public sector,13950,1
CL-116110,SF-BFN,Free State,F,25-34,Permanent,Healthcare,32350,25
CL-116111,SF-BFN,Free State,F,55-64,Permanent,Hospitality,10150,25
CL-116112,SF-BFN,Free State,F,18-24,Contract,Manufacturing,27900,30
CL-116113,SF-BFN,Free State,M,25-34,Permanent,Education,4200,25
CL-116114,SF-BFN,Free State,F,25-34,Permanent,Transport,25950,25
CL-116115,SF-BFN,Free State,F,25-34,Permanent,Retail,10500,28
CL-116116,SF-BFN,Free State,M,35-44,Permanent,Manufacturing,11000,30
CL-116117,SF-BFN,Free State,F,35-44,Permanent,Public sector,12050,25
CL-116118,SF-BFN,Free State,F,45-54,Permanent,Public sector,6850,25
CL-116119,SF-BFN,Free State,M,55-64,Pensioner,Security,7100,25
CL-116120,SF-BFN,Free State,M,55-64,Permanent,Transport,8200,25
CL-116121,SF-BFN,Free State,M,18-24,Contract,Hospitality,9850,1
CL-116122,SF-BFN,Free State,M,25-34,Government,Healthcare,20100,25
CL-116123,SF-BFN,Free State,M,35-44,Permanent,Transport,7200,30
CL-116124,SF-BFN,Free State,M,35-44,Permanent,Education,10800,23
CL-116125,SF-BFN,Free State,M,55-64,Permanent,Public sector,8450,25
CL-116126,SF-BFN,Free State,M,18-24,Permanent,Transport,16750,30
CL-116127,SF-BFN,Free State,F,18-24,Permanent,Hospitality,13050,25
CL-116128,SF-BFN,Free State,M,45-54,Government,Transport,10850,25
CL-116129,SF-BFN,Free State,M,35-44,Permanent,Education,13250,25
CL-116130,SF-BFN,Free State,M,45-54,Permanent,Security,8500,30
CL-116131,SF-BFN,Free State,M,55-64,Permanent,Hospitality,7950,25
CL-116132,SF-BFN,Free State,F,35-44,Government,Public sector,7850,25
CL-116133,SF-BFN,Free State,M,35-44,Contract,Transport,6550,2
CL-116134,SF-BFN,Free State,F,45-54,Contract,Hospitality,28250,25
CL-116135,SF-BFN,Free State,M,55-64,Permanent,Mining,6400,30
CL-116136,SF-BFN,Free State,F,45-54,Permanent,Mining,4200,25
CL-116137,SF-BFN,Free State,M,45-54,Permanent,Manufacturing,5900,25
CL-116138,SF-BFN,Free State,F,35-44,Government,Transport,14100,30
CL-116139,SF-BFN,Free State,M,45-54,Permanent,Education,11500,2
CL-116140,SF-BFN,Free State,F,35-44,Permanent,Healthcare,11100,21
CL-116141,SF-BFN,Free State,M,35-44,Permanent,Construction,19400,25
CL-116142,SF-BFN,Free State,F,35-44,Pensioner,Security,12400,25
CL-116143,SF-BFN,Free State,M,45-54,Permanent,Education,21600,25
CL-116144,SF-BFN,Free State,F,25-34,Permanent,Transport,11850,25
CL-116145,SF-BFN,Free State,M,55-64,Permanent,Public sector,8950,8
CL-116146,SF-BFN,Free State,F,35-44,Government,Security,9400,25
CL-116147,SF-BFN,Free State,M,55-64,Contract,Public sector,12400,25
CL-116148,SF-BFN,Free State,M,18-24,Permanent,Manufacturing,8700,25
CL-116149,SF-BFN,Free State,M,35-44,Contract,Retail,19650,25
CL-116150,SF-BFN,Free State,F,25-34,Government,Transport,11950,25
CL-116151,SF-BFN,Free State,F,35-44,Contract,Hospitality,13550,11
CL-116152,SF-BFN,Free State,F,25-34,Government,Manufacturing,10250,30
CL-116153,SF-BFN,Free State,M,35-44,Permanent,Security,10250,25
CL-116154,SF-BFN,Free State,M,45-54,Permanent,Security,19050,30
CL-116155,SF-BFN,Free State,F,45-54,Contract,Education,13300,25
CL-116156,SF-BFN,Free State,M,25-34,Permanent,Construction,4550,25
CL-116157,SF-BFN,Free State,F,25-34,Government,Manufacturing,10100,25
CL-116158,SF-BFN,Free State,F,35-44,Pensioner,Healthcare,7850,25
CL-116159,SF-BFN,Free State,M,35-44,Permanent,Education,12700,25
CL-116160,SF-BFN,Free State,F,35-44,Contract,Retail,10350,25
CL-116161,SF-BFN,Free State,F,35-44,Permanent,Manufacturing,38050,25
CL-116162,SF-BFN,Free State,F,45-54,Permanent,Construction,19600,4
CL-116163,SF-BFN,Free State,F,35-44,Permanent,Construction,11600,25
CL-116164,SF-BFN,Free State,F,45-54,Permanent,Transport,7950,4
CL-116165,SF-BFN,Free State,M,55-64,Contract,Hospitality,5400,25
CL-116166,SF-BFN,Free State,F,25-34,Permanent,Construction,9150,25
CL-116167,SF-BFN,Free State,M,18-24,Government,Healthcare,14050,25
CL-116168,SF-BFN,Free State,M,25-34,Permanent,Retail,20400,25
CL-116169,SF-BFN,Free State,M,35-44,Permanent,Security,7250,25
CL-116170,SF-BFN,Free State,M,25-34,Pensioner,Construction,5100,21
CL-116171,SF-BFN,Free State,F,35-44,Permanent,Security,10500,25
CL-116172,SF-BFN,Free State,M,35-44,Permanent,Construction,13050,30
CL-116173,SF-BFN,Free State,F,35-44,Permanent,Security,10200,21
CL-116174,SF-BFN,Free State,M,45-54,Pensioner,Retail,10850,25
CL-116175,SF-BFN,Free State,F,18-24,Permanent,Hospitality,4200,25
CL-116176,SF-BFN,Free State,F,18-24,Government,Healthcare,12150,16
CL-116177,SF-BFN,Free State,M,25-34,Pensioner,Manufacturing,21000,30
CL-116178,SF-BFN,Free State,M,18-24,Permanent,Security,6650,25
CL-116179,SF-BFN,Free State,M,35-44,Permanent,Retail,9450,25
CL-116180,SF-BFN,Free State,F,35-44,Permanent,Hospitality,23050,25
CL-116181,SF-BFN,Free State,F,25-34,Permanent,Hospitality,6350,25
CL-116182,SF-BFN,Free State,M,25-34,Permanent,Public sector,4200,23
CL-116183,SF-BFN,Free State,F,45-54,Permanent,Education,4200,30
CL-116184,SF-BFN,Free State,M,35-44,Permanent,Mining,26300,7
CL-116185,SF-PLK,Limpopo,M,55-64,Permanent,Security,34550,30
CL-116186,SF-PLK,Limpopo,F,25-34,Permanent,Mining,15200,27
CL-116187,SF-PLK,Limpopo,F,18-24,Contract,Security,12350,30
CL-116188,SF-PLK,Limpopo,M,18-24,Government,Mining,17750,30
CL-116189,SF-PLK,Limpopo,M,25-34,Permanent,Retail,7800,25
CL-116190,SF-PLK,Limpopo,F,45-54,Permanent,Manufacturing,12750,30
CL-116191,SF-PLK,Limpopo,F,25-34,Government,Transport,11200,30
CL-116192,SF-PLK,Limpopo,F,25-34,Contract,Public sector,12200,25
CL-116193,SF-PLK,Limpopo,F,18-24,Contract,Hospitality,9000,25
CL-116194,SF-PLK,Limpopo,M,45-54,Pensioner,Hospitality,45250,25
CL-116195,SF-PLK,Limpopo,F,55-64,Permanent,Retail,6850,12
CL-116196,SF-PLK,Limpopo,M,35-44,Permanent,Manufacturing,15950,25
CL-116197,SF-PLK,Limpopo,F,25-34,Permanent,Transport,14250,25
CL-116198,SF-PLK,Limpopo,M,18-24,Permanent,Hospitality,8050,25
CL-116199,SF-PLK,Limpopo,M,55-64,Permanent,Transport,10600,30
CL-116200,SF-PLK,Limpopo,F,55-64,Permanent,Retail,5250,25
CL-116201,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,4200,30
CL-116202,SF-PLK,Limpopo,M,35-44,Government,Manufacturing,6300,22
CL-116203,SF-PLK,Limpopo,F,25-34,Permanent,Mining,8150,25
CL-116204,SF-PLK,Limpopo,M,25-34,Permanent,Healthcare,9550,25
CL-116205,SF-PLK,Limpopo,M,35-44,Permanent,Healthcare,26950,25
CL-116206,SF-PLK,Limpopo,F,45-54,Pensioner,Construction,15000,30
CL-116207,SF-PLK,Limpopo,M,18-24,Permanent,Manufacturing,15150,25
CL-116208,SF-PLK,Limpopo,F,25-34,Contract,Hospitality,18350,25
CL-116209,SF-PLK,Limpopo,M,55-64,Contract,Public sector,10550,30
CL-116210,SF-PLK,Limpopo,F,25-34,Permanent,Hospitality,10800,15
CL-116211,SF-PLK,Limpopo,M,35-44,Government,Retail,12550,30
CL-116212,SF-PLK,Limpopo,F,55-64,Permanent,Healthcare,12050,25
CL-116213,SF-PLK,Limpopo,M,35-44,Permanent,Public sector,7400,12
CL-116214,SF-PLK,Limpopo,M,18-24,Permanent,Public sector,9700,25
CL-116215,SF-PLK,Limpopo,F,55-64,Permanent,Hospitality,16300,25
CL-116216,SF-PLK,Limpopo,F,25-34,Government,Public sector,9200,30
CL-116217,SF-PLK,Limpopo,F,18-24,Contract,Hospitality,24750,25
CL-116218,SF-PLK,Limpopo,M,25-34,Permanent,Construction,8800,25
CL-116219,SF-PLK,Limpopo,M,35-44,Permanent,Education,8800,30
CL-116220,SF-PLK,Limpopo,M,25-34,Permanent,Construction,9700,30
CL-116221,SF-PLK,Limpopo,F,25-34,Government,Healthcare,11250,30
CL-116222,SF-PLK,Limpopo,F,25-34,Permanent,Construction,11450,30
CL-116223,SF-PLK,Limpopo,F,25-34,Contract,Security,6050,25
CL-116224,SF-PLK,Limpopo,F,25-34,Contract,Public sector,4200,25
CL-116225,SF-PLK,Limpopo,F,45-54,Permanent,Transport,6100,25
CL-116226,SF-PLK,Limpopo,M,25-34,Permanent,Healthcare,13000,25
CL-116227,SF-PLK,Limpopo,F,55-64,Permanent,Manufacturing,12950,25
CL-116228,SF-PLK,Limpopo,F,55-64,Permanent,Public sector,21900,25
CL-116229,SF-PLK,Limpopo,M,25-34,Permanent,Security,6550,16
CL-116230,SF-PLK,Limpopo,F,55-64,Permanent,Public sector,13850,25
CL-116231,SF-PLK,Limpopo,M,25-34,Pensioner,Education,18400,30
CL-116232,SF-PLK,Limpopo,F,25-34,Permanent,Education,9850,30
CL-116233,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,11950,25
CL-116234,SF-PLK,Limpopo,F,25-34,Permanent,Transport,4200,25
CL-116235,SF-PLK,Limpopo,M,55-64,Permanent,Public sector,8950,25
CL-116236,SF-PLK,Limpopo,M,25-34,Government,Retail,25450,25
CL-116237,SF-PLK,Limpopo,F,25-34,Permanent,Transport,12850,30
CL-116238,SF-PLK,Limpopo,F,18-24,Permanent,Education,11750,30
CL-116239,SF-PLK,Limpopo,F,35-44,Permanent,Retail,13100,25
CL-116240,SF-PLK,Limpopo,M,35-44,Permanent,Public sector,22000,30
CL-116241,SF-PLK,Limpopo,M,18-24,Contract,Healthcare,16200,25
CL-116242,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,20450,25
CL-116243,SF-PLK,Limpopo,M,35-44,Permanent,Security,16500,25
CL-116244,SF-PLK,Limpopo,M,25-34,Government,Security,13850,1
CL-116245,SF-PLK,Limpopo,M,45-54,Permanent,Hospitality,12750,25
CL-116246,SF-PLK,Limpopo,M,35-44,Permanent,Education,6900,25
CL-116247,SF-PLK,Limpopo,M,25-34,Permanent,Security,4900,30
CL-116248,SF-PLK,Limpopo,F,55-64,Government,Transport,5950,30
CL-116249,SF-PLK,Limpopo,M,45-54,Permanent,Healthcare,9550,30
CL-116250,SF-PLK,Limpopo,F,35-44,Permanent,Construction,31200,25
CL-116251,SF-PLK,Limpopo,F,35-44,Permanent,Hospitality,11600,30
CL-116252,SF-PLK,Limpopo,F,25-34,Permanent,Mining,10800,25
CL-116253,SF-PLK,Limpopo,F,35-44,Permanent,Manufacturing,6550,30
CL-116254,SF-PLK,Limpopo,M,18-24,Permanent,Retail,16250,25
CL-116255,SF-PLK,Limpopo,M,25-34,Permanent,Construction,13550,30
CL-116256,SF-PLK,Limpopo,F,25-34,Contract,Construction,14900,30
CL-116257,SF-PLK,Limpopo,M,25-34,Permanent,Education,9850,25
CL-116258,SF-PLK,Limpopo,F,35-44,Permanent,Healthcare,11200,8
CL-116259,SF-PLK,Limpopo,F,45-54,Government,Transport,16850,30
CL-116260,SF-PLK,Limpopo,F,18-24,Permanent,Education,7900,25
CL-116261,SF-PLK,Limpopo,M,25-34,Permanent,Healthcare,13050,30
CL-116262,SF-PLK,Limpopo,M,25-34,Contract,Healthcare,9500,25
CL-116263,SF-PLK,Limpopo,F,18-24,Permanent,Construction,32400,30
CL-116264,SF-PLK,Limpopo,F,45-54,Contract,Public sector,15000,30
CL-116265,SF-PLK,Limpopo,M,55-64,Permanent,Mining,7100,25
CL-116266,SF-PLK,Limpopo,F,35-44,Contract,Security,27000,25
CL-116267,SF-PLK,Limpopo,F,55-64,Permanent,Construction,13100,25
CL-116268,SF-PLK,Limpopo,F,18-24,Permanent,Retail,17100,30
CL-116269,SF-PLK,Limpopo,M,18-24,Permanent,Mining,7050,25
CL-116270,SF-PLK,Limpopo,F,25-34,Contract,Transport,13800,3
CL-116271,SF-PLK,Limpopo,M,25-34,Pensioner,Healthcare,5050,30
CL-116272,SF-PLK,Limpopo,M,35-44,Permanent,Education,20750,15
CL-116273,SF-PLK,Limpopo,M,55-64,Pensioner,Hospitality,14800,30
CL-116274,SF-PLK,Limpopo,M,18-24,Permanent,Healthcare,4200,30
CL-116275,SF-PLK,Limpopo,F,35-44,Contract,Retail,7250,30
CL-116276,SF-PLK,Limpopo,M,25-34,Permanent,Healthcare,12700,25
CL-116277,SF-PLK,Limpopo,F,25-34,Permanent,Security,12650,30
CL-116278,SF-PLK,Limpopo,F,35-44,Permanent,Security,7550,26
CL-116279,SF-PLK,Limpopo,M,45-54,Contract,Manufacturing,6250,25
CL-116280,SF-PLK,Limpopo,M,45-54,Permanent,Manufacturing,4650,25
CL-116281,SF-PLK,Limpopo,M,25-34,Permanent,Retail,6900,30
CL-116282,SF-PLK,Limpopo,F,18-24,Permanent,Manufacturing,12600,25
CL-116283,SF-PLK,Limpopo,M,55-64,Permanent,Education,18800,25
CL-116284,SF-PLK,Limpopo,F,35-44,Permanent,Education,5000,25
CL-116285,SF-PLK,Limpopo,F,25-34,Government,Mining,12050,30
CL-116286,SF-PLK,Limpopo,F,18-24,Permanent,Retail,14950,25
CL-116287,SF-PLK,Limpopo,F,25-34,Permanent,Transport,28950,30
CL-116288,SF-PLK,Limpopo,F,18-24,Permanent,Transport,5150,25
CL-116289,SF-PLK,Limpopo,M,55-64,Permanent,Hospitality,9200,25
CL-116290,SF-PLK,Limpopo,M,35-44,Permanent,Construction,9400,30
CL-116291,SF-PLK,Limpopo,F,45-54,Contract,Construction,11900,20
CL-116292,SF-PLK,Limpopo,F,45-54,Permanent,Retail,39200,25
CL-116293,SF-PLK,Limpopo,F,55-64,Government,Mining,12950,30
CL-116294,SF-PLK,Limpopo,F,18-24,Pensioner,Hospitality,24550,20
CL-116295,SF-PLK,Limpopo,F,35-44,Permanent,Transport,10000,25
CL-116296,SF-PLK,Limpopo,F,35-44,Permanent,Construction,7550,25
CL-116297,SF-PLK,Limpopo,F,35-44,Permanent,Security,6550,25
CL-116298,SF-PLK,Limpopo,M,35-44,Permanent,Manufacturing,18950,30
CL-116299,SF-PLK,Limpopo,F,25-34,Permanent,Hospitality,10050,25
CL-116300,SF-PLK,Limpopo,M,55-64,Permanent,Education,5950,25
CL-116301,SF-PLK,Limpopo,F,25-34,Permanent,Retail,13950,30
CL-116302,SF-PLK,Limpopo,M,25-34,Permanent,Manufacturing,5350,25
CL-116303,SF-PLK,Limpopo,F,45-54,Permanent,Construction,7100,25
CL-116304,SF-PLK,Limpopo,F,25-34,Permanent,Hospitality,10350,25
CL-116305,SF-PLK,Limpopo,F,18-24,Permanent,Hospitality,10000,25
CL-116306,SF-PLK,Limpopo,F,25-34,Permanent,Retail,20550,25
CL-116307,SF-PLK,Limpopo,F,35-44,Government,Hospitality,7450,25
CL-116308,SF-PLK,Limpopo,M,25-34,Permanent,Security,15650,30
CL-116309,SF-PLK,Limpopo,M,25-34,Permanent,Construction,8150,25
CL-116310,SF-PLK,Limpopo,F,35-44,Permanent,Mining,12750,25
CL-116311,SF-PLK,Limpopo,M,25-34,Contract,Retail,15550,25
CL-116312,SF-PLK,Limpopo,F,25-34,Permanent,Manufacturing,11700,25
CL-116313,SF-PLK,Limpopo,F,55-64,Contract,Manufacturing,18400,30
CL-116314,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,25700,25
CL-116315,SF-PLK,Limpopo,F,45-54,Government,Healthcare,12000,25
CL-116316,SF-PLK,Limpopo,M,35-44,Permanent,Public sector,11300,30
CL-116317,SF-PLK,Limpopo,M,25-34,Permanent,Construction,11300,25
CL-116318,SF-PLK,Limpopo,F,25-34,Permanent,Healthcare,13600,25
CL-116319,SF-PLK,Limpopo,F,35-44,Contract,Transport,6150,25
CL-116320,SF-PLK,Limpopo,F,25-34,Permanent,Security,7200,30
CL-116321,SF-PLK,Limpopo,F,45-54,Permanent,Security,8150,25
CL-116322,SF-PLK,Limpopo,F,18-24,Government,Public sector,7150,25
CL-116323,SF-PLK,Limpopo,M,25-34,Contract,Transport,9450,25
CL-116324,SF-PLK,Limpopo,M,25-34,Government,Construction,5700,25
CL-116325,SF-PLK,Limpopo,M,55-64,Contract,Hospitality,14450,25
CL-116326,SF-PLK,Limpopo,F,55-64,Pensioner,Hospitality,4850,18
CL-116327,SF-PLK,Limpopo,F,45-54,Permanent,Public sector,13900,25
CL-116328,SF-PLK,Limpopo,M,45-54,Permanent,Retail,4950,30
CL-116329,SF-PLK,Limpopo,F,35-44,Contract,Construction,9450,25
CL-116330,SF-PLK,Limpopo,M,45-54,Permanent,Education,10700,26
CL-116331,SF-PLK,Limpopo,M,35-44,Contract,Education,23150,30
CL-116332,SF-PLK,Limpopo,F,55-64,Permanent,Transport,4200,30
CL-116333,SF-PLK,Limpopo,M,25-34,Permanent,Construction,12250,25
CL-116334,SF-PLK,Limpopo,M,18-24,Contract,Mining,4650,25
CL-116335,SF-PLK,Limpopo,F,45-54,Contract,Public sector,24600,30
CL-116336,SF-PLK,Limpopo,M,25-34,Contract,Manufacturing,11450,30
CL-116337,SF-PLK,Limpopo,M,25-34,Permanent,Mining,20250,10
CL-116338,SF-PLK,Limpopo,M,25-34,Contract,Retail,41200,25
CL-116339,SF-PLK,Limpopo,F,25-34,Permanent,Construction,10800,30
CL-116340,SF-PLK,Limpopo,M,55-64,Government,Education,4200,30
CL-116341,SF-PLK,Limpopo,F,55-64,Contract,Transport,14200,25
CL-116342,SF-PLK,Limpopo,M,35-44,Permanent,Manufacturing,5650,25
CL-116343,SF-PLK,Limpopo,M,35-44,Permanent,Mining,16400,30
CL-116344,SF-PLK,Limpopo,F,35-44,Permanent,Healthcare,15600,25
CL-116345,SF-PLK,Limpopo,M,35-44,Contract,Transport,15550,30
CL-116346,SF-PLK,Limpopo,M,18-24,Government,Manufacturing,14400,25
CL-116347,SF-PLK,Limpopo,M,45-54,Permanent,Manufacturing,10550,25
CL-116348,SF-PLK,Limpopo,F,18-24,Contract,Public sector,10100,25
CL-116349,SF-PLK,Limpopo,M,55-64,Government,Security,13900,30
CL-116350,SF-PLK,Limpopo,M,18-24,Permanent,Manufacturing,10950,26
CL-116351,SF-PLK,Limpopo,M,45-54,Government,Security,13800,30
CL-116352,SF-PLK,Limpopo,M,55-64,Permanent,Retail,7550,25
CL-116353,SF-PLK,Limpopo,M,35-44,Contract,Healthcare,25100,25
CL-116354,SF-PLK,Limpopo,F,25-34,Contract,Education,5650,25
CL-116355,SF-PLK,Limpopo,M,35-44,Pensioner,Education,5900,30
CL-116356,SF-PLK,Limpopo,M,25-34,Contract,Transport,10450,25
CL-116357,SF-PLK,Limpopo,F,55-64,Contract,Public sector,7650,25
CL-116358,SF-PLK,Limpopo,M,35-44,Permanent,Healthcare,5900,25
CL-116359,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,10800,30
CL-116360,SF-PLK,Limpopo,F,25-34,Contract,Transport,5550,30
CL-116361,SF-PLK,Limpopo,F,18-24,Contract,Retail,6150,30
CL-116362,SF-PLK,Limpopo,M,18-24,Permanent,Security,9650,25
CL-116363,SF-PLK,Limpopo,F,45-54,Contract,Healthcare,13250,25
CL-116364,SF-PLK,Limpopo,F,35-44,Permanent,Education,62000,20
CL-116365,SF-PLK,Limpopo,F,25-34,Contract,Healthcare,13150,25
CL-116366,SF-PLK,Limpopo,M,25-34,Permanent,Construction,4750,25
CL-116367,SF-PLK,Limpopo,F,35-44,Permanent,Mining,12650,25
CL-116368,SF-PLK,Limpopo,F,25-34,Permanent,Healthcare,5050,25
CL-116369,SF-PLK,Limpopo,F,18-24,Permanent,Hospitality,9900,25
CL-116370,SF-PLK,Limpopo,F,45-54,Permanent,Mining,11000,25
