trip_id,trip_date,lane_id,direction,vehicle_id,driver_id,origin_depot_code,planned_depart,actual_depart,planned_arrive,actual_arrive,distance_km,load_kg,load_m3,is_empty
TRP-534558,2026-01-15,LN-125,Outbound,VEH-2094,DRV-503,KES-CPT,15/01/2026 11:00,15/01/2026 11:41,15/01/2026 23:00,15/01/2026 22:31,988,24560,102.04,N
TRP-534559,2026-01-15,LN-125,Return,VEH-2090,DRV-488,KES-CPT,2026-01-16 08:00,2026-01-16 08:26,2026-01-16 20:00,2026-01-16 20:20,1014,0,0,Y
TRP-534560,2026-01-15,LN-126,Outbound,VEH-2051,DRV-452,KES-JHB,2026-01-15 13:00,2026-01-15 13:03,2026-01-15 22:00,2026-01-15 21:50,185,1040,3.85,N
TRP-534561,2026-01-15,LN-126,Outbound,VEH-2052,DRV-416,KES-JHB,2026-01-15 10:00,2026-01-15 10:15,2026-01-15 19:00,2026-01-15 18:26,191,621,6.05,N
TRP-534562,2026-01-15,LN-126,Outbound,VEH-2033,DRV-447,KES-JHB,2026-01-15 09:00,2026-01-15 09:28,2026-01-15 18:00,2026-01-15 18:44,190,6045,32.51,N
TRP-534563,2026-01-15,LN-126,Outbound,VEH-2044,DRV-451,KES-JHB,2026-01-15 14:00,2026-01-15 14:10,2026-01-15 23:00,2026-01-15 23:19,179,5614,30.09,N
TRP-534564,2026-01-15,LN-126,Outbound,VEH-2052,DRV-443,KES-JHB,2026-01-15 05:00,2026-01-15 05:00,2026-01-15 14:00,2026-01-15 14:33,186,1052,2.73,N
TRP-534565,2026-01-15,LN-126,Outbound,VEH-2048,DRV-438,KES-JHB,2026-01-15 06:00,2026-01-15 06:01,2026-01-15 15:00,2026-01-15 14:11,184,6321,27.09,N
TRP-534566,2026-01-15,LN-127,Outbound,VEH-2051,DRV-427,KES-JHB,2026-01-15 09:00,2026-01-15 09:00,2026-01-15 18:30,2026-01-15 18:06,213,1269,5.04,N
TRP-534567,2026-01-15,LN-127,Outbound,VEH-2036,DRV-444,KES-JHB,15/01/2026 09:00,15/01/2026 09:00,15/01/2026 18:30,15/01/2026 18:21,208,8331,43.72,N
TRP-534568,2026-01-15,LN-127,Outbound,VEH-2036,DRV-426,KES-JHB,2026-01-15 09:00,2026-01-15 09:00,2026-01-15 18:30,2026-01-15 19:21,209,5666,38.63,N
TRP-534569,2026-01-15,LN-128,Outbound,VEH-2075,DRV-458,KES-DBN,2026-01-15 10:00,2026-01-15 11:44,2026-01-15 18:30,2026-01-15 20:24,160,6235,53.6,N
TRP-534570,2026-01-15,LN-128,Outbound,VEH-2087,DRV-461,KES-DBN,2026-01-15 05:00,2026-01-15 05:05,2026-01-15 13:30,2026-01-15 15:12,163,1179,7.6,N
TRP-534571,2026-01-15,LN-128,Outbound,VEH-2082,DRV-481,KES-DBN,15/01/2026 07:00,15/01/2026 07:00,15/01/2026 15:30,15/01/2026 15:47,166,3806,17.61,N
TRP-534572,2026-01-15,LN-129,Outbound,VEH-2114,DRV-498,KES-CPT,2026-01-15 12:00,2026-01-15 12:27,2026-01-15 20:00,2026-01-15 19:16,145,7501,59.4,N
TRP-534573,2026-01-15,LN-129,Outbound,VEH-2115,DRV-506,KES-CPT,2026-01-15 14:00,2026-01-15 14:00,2026-01-15 22:00,2026-01-15 20:52,149,11080,27.6,N
TRP-534574,2026-01-15,LN-129,Outbound,VEH-2115,DRV-496,KES-CPT,15/01/2026 09:00,15/01/2026 09:26,15/01/2026 17:00,15/01/2026 17:24,150,11882,24.01,N
TRP-534575,2026-01-15,LN-129,Outbound,VEH-2114,DRV-511,KES-CPT,2026-01-15 06:00,2026-01-15 06:00,2026-01-15 14:00,2026-01-15 13:59,148,10615,50.02,N
TRP-534576,2026-01-16,LN-101,Outbound,VEH-2027,DRV-447,KES-JHB,2026-01-16 11:00,2026-01-16 12:44,2026-01-16 18:30,2026-01-16 20:33,559,11443,72.17,N
TRP-534577,2026-01-16,LN-101,Return,VEH-2026,DRV-425,KES-JHB,2026-01-16 20:00,2026-01-16 21:56,2026-01-17 03:30,2026-01-17 04:50,561,19308,58.02,N
TRP-534578,2026-01-16,LN-101,Outbound,VEH-2016,DRV-439,KES-JHB,16/01/2026 09:00,16/01/2026 10:58,16/01/2026 16:30,16/01/2026 19:25,569,26807,88.36,N
TRP-534579,2026-01-16,LN-101,Return,VEH-2010,DRV-446,KES-JHB,2026-01-16 21:00,2026-01-16 23:23,2026-01-17 04:30,2026-01-17 07:46,576,0,0,Y
TRP-534580,2026-01-16,LN-102,Outbound,VEH-2020,DRV-420,KES-JHB,16/01/2026 12:00,16/01/2026 13:11,17/01/2026 05:00,17/01/2026 03:13,1411,12158,106.02,N
TRP-534581,2026-01-16,LN-102,Return,VEH-2020,DRV-441,KES-JHB,2026-01-17 10:00,2026-01-17 11:41,2026-01-18 03:00,2026-01-18 04:15,1392,0,0,Y
TRP-534582,2026-01-16,LN-102,Outbound,VEH-2001,DRV-437,KES-JHB,2026-01-16 09:00,2026-01-16 11:12,2026-01-17 02:00,2026-01-17 05:09,1429,14706,107.76,N
TRP-534583,2026-01-16,LN-102,Return,VEH-2006,DRV-430,KES-JHB,2026-01-17 11:00,2026-01-17 13:02,2026-01-18 04:00,2026-01-18 08:06,1395,0,0,Y
TRP-534584,2026-01-16,LN-103,Outbound,VEH-2014,DRV-414,KES-JHB,2026-01-16 14:00,2026-01-16 15:57,2026-01-17 03:00,2026-01-17 06:24,1025,19418,103.55,N
TRP-534585,2026-01-16,LN-103,Return,VEH-2015,DRV-415,KES-JHB,2026-01-17 04:00,2026-01-17 08:09,2026-01-17 17:00,2026-01-17 21:10,1016,0,0,Y
TRP-534586,2026-01-16,LN-104,Outbound,VEH-2021,DRV-429,KES-JHB,2026-01-16 07:00,2026-01-16 08:38,2026-01-16 12:00,2026-01-16 14:07,401,18269,79.15,N
TRP-534587,2026-01-16,LN-104,Return,VEH-2022,DRV-409,KES-JHB,2026-01-16 16:00,2026-01-16 20:09,2026-01-16 21:00,2026-01-17 01:08,389,11571,82,N
TRP-534588,2026-01-16,LN-105,Outbound,VEH-2006,DRV-413,KES-JHB,2026-01-16 05:00,2026-01-16 07:02,2026-01-16 09:00,2026-01-16 10:50,323,30364,81.74,N
TRP-534589,2026-01-16,LN-105,Return,VEH-2013,DRV-448,KES-JHB,17/01/2026 00:00,17/01/2026 02:32,17/01/2026 04:00,17/01/2026 06:50,328,0,0,Y
TRP-534590,2026-01-16,LN-106,Outbound,VEH-2020,DRV-432,KES-JHB,2026-01-16 06:00,2026-01-16 08:18,2026-01-16 10:30,2026-01-16 12:53,364,28906,77.69,N
TRP-534591,2026-01-16,LN-106,Return,VEH-2015,DRV-425,KES-JHB,2026-01-17 00:00,2026-01-17 02:10,2026-01-17 04:30,2026-01-17 06:43,357,0,0,Y
TRP-534592,2026-01-16,LN-107,Outbound,VEH-2043,DRV-449,KES-JHB,2026-01-16 06:00,2026-01-16 09:04,2026-01-16 07:48,2026-01-16 11:07,118,7306,35.82,N
TRP-534593,2026-01-16,LN-107,Return,VEH-2044,DRV-402,KES-JHB,16/01/2026 14:00,16/01/2026 17:31,16/01/2026 15:48,16/01/2026 19:17,120,0,0,Y
TRP-534594,2026-01-16,LN-107,Outbound,VEH-2035,DRV-432,KES-JHB,2026-01-16 08:00,2026-01-16 10:04,2026-01-16 09:48,2026-01-16 11:55,119,9997,39.29,N
TRP-534595,2026-01-16,LN-107,Return,VEH-2035,DRV-432,KES-JHB,2026-01-16 21:00,2026-01-16 21:51,2026-01-16 22:48,2026-01-16 23:46,118,11339,45.05,N
TRP-534596,2026-01-16,LN-108,Outbound,VEH-2023,DRV-425,KES-JHB,2026-01-16 11:00,2026-01-16 13:39,2026-01-16 16:30,2026-01-16 18:49,463,22401,68.69,N
TRP-534597,2026-01-16,LN-108,Return,VEH-2021,DRV-432,KES-JHB,16/01/2026 19:00,16/01/2026 22:03,17/01/2026 00:30,17/01/2026 03:06,470,19900,80.26,N
TRP-534598,2026-01-16,LN-109,Outbound,VEH-2024,DRV-447,KES-JHB,16/01/2026 13:00,16/01/2026 15:51,17/01/2026 01:00,17/01/2026 03:48,983,11802,72.25,N
TRP-534599,2026-01-16,LN-109,Return,VEH-2027,DRV-445,KES-JHB,2026-01-17 07:00,2026-01-17 08:28,2026-01-17 19:00,2026-01-17 21:09,972,0,0,Y
TRP-534600,2026-01-16,LN-110,Outbound,VEH-2005,DRV-420,KES-JHB,16/01/2026 08:00,16/01/2026 10:55,16/01/2026 12:00,16/01/2026 15:06,308,28625,101.17,N
TRP-534601,2026-01-16,LN-110,Return,VEH-2002,DRV-444,KES-JHB,2026-01-16 18:00,2026-01-16 20:18,2026-01-16 22:00,2026-01-17 00:13,307,12426,120,N
TRP-534602,2026-01-16,LN-111,Outbound,VEH-2046,DRV-446,KES-JHB,2026-01-16 08:00,2026-01-16 11:25,2026-01-16 10:12,2026-01-16 13:48,172,6585,25.25,N
TRP-534603,2026-01-16,LN-111,Return,VEH-2044,DRV-429,KES-JHB,2026-01-16 22:00,2026-01-17 00:21,2026-01-17 00:12,2026-01-17 02:30,173,0,0,Y
TRP-534604,2026-01-16,LN-113,Outbound,VEH-2069,DRV-478,KES-DBN,16/01/2026 06:00,16/01/2026 06:44,16/01/2026 13:30,16/01/2026 13:28,561,17259,61.55,N
TRP-534605,2026-01-16,LN-113,Return,VEH-2067,DRV-481,KES-DBN,2026-01-16 20:00,2026-01-16 23:00,2026-01-17 03:30,2026-01-17 06:46,576,9060,82,N
TRP-534606,2026-01-16,LN-113,Outbound,VEH-2069,DRV-454,KES-DBN,16/01/2026 12:00,16/01/2026 12:21,16/01/2026 19:30,16/01/2026 18:47,577,10301,74.22,N
TRP-534607,2026-01-16,LN-113,Return,VEH-2073,DRV-481,KES-DBN,17/01/2026 03:00,17/01/2026 05:41,17/01/2026 10:30,17/01/2026 13:25,569,18606,52.56,N
TRP-534608,2026-01-16,LN-114,Outbound,VEH-2072,DRV-463,KES-DBN,16/01/2026 06:00,16/01/2026 07:05,17/01/2026 02:00,17/01/2026 03:15,1630,9875,75.14,N
TRP-534609,2026-01-17,LN-114,Return,VEH-2071,DRV-457,KES-DBN,2026-01-17 15:00,2026-01-17 15:51,2026-01-18 11:00,2026-01-18 11:10,1695,0,0,Y
TRP-534610,2026-01-16,LN-116,Outbound,VEH-2084,DRV-467,KES-DBN,2026-01-16 10:00,2026-01-16 14:14,2026-01-16 11:12,2026-01-16 15:29,77,5835,30.6,N
TRP-534611,2026-01-16,LN-116,Return,VEH-2081,DRV-479,KES-DBN,2026-01-16 17:00,2026-01-16 18:10,2026-01-16 18:12,2026-01-16 19:39,81,7478,28.08,N
TRP-534612,2026-01-16,LN-116,Outbound,VEH-2080,DRV-473,KES-DBN,2026-01-16 07:00,2026-01-16 07:57,2026-01-16 08:12,2026-01-16 08:54,81,11885,60,N
TRP-534613,2026-01-16,LN-116,Return,VEH-2075,DRV-453,KES-DBN,2026-01-16 21:00,2026-01-16 23:09,2026-01-16 22:12,2026-01-17 00:26,83,11728,54.53,N
TRP-534614,2026-01-16,LN-117,Outbound,VEH-2075,DRV-465,KES-DBN,16/01/2026 08:00,16/01/2026 11:29,16/01/2026 10:24,16/01/2026 13:44,179,13149,51.6,N
TRP-534615,2026-01-16,LN-117,Return,VEH-2075,DRV-458,KES-DBN,16/01/2026 14:00,16/01/2026 16:34,16/01/2026 16:24,16/01/2026 18:46,176,11400,51.54,N
TRP-534616,2026-01-16,LN-118,Outbound,VEH-2070,DRV-459,KES-DBN,2026-01-16 06:00,2026-01-16 06:00,2026-01-16 13:48,2026-01-16 14:51,631,19751,65.19,N
TRP-534617,2026-01-16,LN-118,Return,VEH-2071,DRV-459,KES-DBN,2026-01-17 01:00,2026-01-17 02:41,2026-01-17 08:48,2026-01-17 10:46,626,21552,59.21,N
TRP-534618,2026-01-16,LN-119,Outbound,VEH-2099,DRV-497,KES-CPT,2026-01-16 05:00,2026-01-16 07:45,2026-01-16 22:00,2026-01-17 00:12,1374,25815,98.48,N
TRP-534619,2026-01-16,LN-119,Return,VEH-2100,DRV-512,KES-CPT,2026-01-17 09:00,2026-01-17 10:09,2026-01-18 02:00,2026-01-18 02:08,1390,0,0,Y
TRP-534620,2026-01-16,LN-121,Outbound,VEH-2106,DRV-499,KES-CPT,2026-01-16 06:00,2026-01-16 06:26,2026-01-16 11:00,2026-01-16 10:57,426,18030,77.26,N
TRP-534621,2026-01-16,LN-121,Return,VEH-2102,DRV-483,KES-CPT,2026-01-16 17:00,2026-01-16 18:36,2026-01-16 22:00,2026-01-16 23:34,438,8617,82,N
TRP-534622,2026-01-16,LN-122,Outbound,VEH-2114,DRV-490,KES-CPT,2026-01-16 10:00,2026-01-16 12:29,2026-01-16 11:30,2026-01-16 13:54,111,12011,55.08,N
TRP-534623,2026-01-16,LN-122,Return,VEH-2113,DRV-491,KES-CPT,16/01/2026 18:00,16/01/2026 19:30,16/01/2026 19:30,16/01/2026 21:01,110,11550,49.76,N
TRP-534624,2026-01-16,LN-122,Outbound,VEH-2117,DRV-501,KES-CPT,2026-01-16 12:00,2026-01-16 14:30,2026-01-16 13:30,2026-01-16 15:58,112,6429,33.35,N
TRP-534625,2026-01-16,LN-122,Return,VEH-2119,DRV-501,KES-CPT,2026-01-16 18:00,2026-01-16 19:53,2026-01-16 19:30,2026-01-16 21:18,111,7920,26.32,N
TRP-534626,2026-01-16,LN-123,Outbound,VEH-2112,DRV-504,KES-CPT,16/01/2026 10:00,16/01/2026 10:00,16/01/2026 10:54,16/01/2026 10:54,61,11702,43.35,N
TRP-534627,2026-01-16,LN-123,Return,VEH-2110,DRV-486,KES-CPT,16/01/2026 20:00,16/01/2026 21:59,16/01/2026 20:54,16/01/2026 22:53,60,0,0,Y
TRP-534628,2026-01-16,LN-123,Outbound,VEH-2116,DRV-501,KES-CPT,2026-01-16 14:00,2026-01-16 14:57,2026-01-16 14:54,2026-01-16 15:48,60,6014,25.96,N
TRP-534629,2026-01-16,LN-123,Return,VEH-2116,DRV-488,KES-CPT,2026-01-16 15:00,2026-01-16 17:43,2026-01-16 15:54,2026-01-16 18:30,59,0,0,Y
TRP-534630,2026-01-16,LN-124,Outbound,VEH-2097,DRV-484,KES-CPT,2026-01-16 09:00,2026-01-16 11:19,2026-01-16 18:30,2026-01-16 20:34,785,32900,83.47,N
TRP-534631,2026-01-16,LN-124,Return,VEH-2097,DRV-488,KES-CPT,2026-01-17 04:00,2026-01-17 08:58,2026-01-17 13:30,2026-01-17 18:46,765,0,0,Y
TRP-534632,2026-01-16,LN-125,Outbound,VEH-2098,DRV-498,KES-CPT,2026-01-16 09:00,2026-01-16 10:37,2026-01-16 21:00,2026-01-16 22:28,1003,31387,100.78,N
TRP-534633,2026-01-16,LN-125,Return,VEH-2090,DRV-509,KES-CPT,2026-01-17 02:00,2026-01-17 05:42,2026-01-17 14:00,2026-01-17 17:59,1004,0,0,Y
TRP-534634,2026-01-16,LN-126,Outbound,VEH-2034,DRV-427,KES-JHB,2026-01-16 09:00,2026-01-16 11:31,2026-01-16 18:00,2026-01-16 21:15,180,11529,32.42,N
TRP-534635,2026-01-16,LN-126,Outbound,VEH-2046,DRV-403,KES-JHB,2026-01-16 08:00,2026-01-16 12:06,2026-01-16 17:00,2026-01-16 20:33,189,5068,29.64,N
TRP-534636,2026-01-16,LN-126,Outbound,VEH-2050,DRV-434,KES-JHB,2026-01-16 13:00,2026-01-16 14:47,2026-01-16 22:00,2026-01-16 23:43,186,911,4.46,N
TRP-534637,2026-01-16,LN-126,Outbound,VEH-2039,DRV-401,KES-JHB,2026-01-16 12:00,2026-01-16 13:33,2026-01-16 21:00,2026-01-16 21:55,186,6958,35.52,N
TRP-534638,2026-01-16,LN-126,Outbound,VEH-2033,DRV-427,KES-JHB,2026-01-16 06:00,2026-01-16 06:47,2026-01-16 15:00,2026-01-16 14:52,188,10999,55.69,N
TRP-534639,2026-01-16,LN-126,Outbound,VEH-2034,DRV-421,KES-JHB,2026-01-16 13:00,2026-01-16 16:25,2026-01-16 22:00,2026-01-17 01:17,187,9129,41.35,N
TRP-534640,2026-01-16,LN-127,Outbound,VEH-2050,DRV-424,KES-JHB,2026-01-16 14:00,2026-01-16 17:14,2026-01-16 23:30,2026-01-17 03:08,211,1245,4.47,N
TRP-534641,2026-01-16,LN-127,Outbound,VEH-2052,DRV-416,KES-JHB,2026-01-16 08:00,2026-01-16 09:53,2026-01-16 17:30,2026-01-16 19:42,206,917,3.38,N
TRP-534642,2026-01-16,LN-128,Outbound,VEH-2077,DRV-458,KES-DBN,16/01/2026 13:00,16/01/2026 16:18,16/01/2026 21:30,17/01/2026 00:36,166,9429,49.37,N
TRP-534643,2026-01-16,LN-128,Outbound,VEH-2075,DRV-460,KES-DBN,2026-01-16 07:00,2026-01-16 10:39,2026-01-16 15:30,2026-01-16 18:46,161,9310,35.36,N
TRP-534644,2026-01-16,LN-128,Outbound,VEH-2077,DRV-453,KES-DBN,16/01/2026 09:00,16/01/2026 11:57,16/01/2026 17:30,16/01/2026 19:50,166,6646,54.11,N
TRP-534645,2026-01-16,LN-129,Outbound,VEH-2118,DRV-497,KES-CPT,16/01/2026 07:00,16/01/2026 08:27,16/01/2026 15:00,16/01/2026 16:41,149,4010,27.76,N
TRP-534646,2026-01-16,LN-129,Outbound,VEH-2113,DRV-493,KES-CPT,2026-01-16 07:00,2026-01-16 09:59,2026-01-16 15:00,2026-01-16 18:12,152,10454,30.57,N
TRP-534647,2026-01-16,LN-129,Outbound,VEH-2115,DRV-486,KES-CPT,16/01/2026 06:00,16/01/2026 07:28,16/01/2026 14:00,16/01/2026 15:28,148,9857,50.68,N
TRP-534648,2026-01-16,LN-129,Outbound,VEH-2113,DRV-495,KES-CPT,2026-01-16 05:00,2026-01-16 05:00,2026-01-16 13:00,2026-01-16 12:52,148,8757,46.82,N
TRP-534649,2026-01-16,LN-129,Outbound,VEH-2111,DRV-487,KES-CPT,2026-01-16 10:00,2026-01-16 12:23,2026-01-16 18:00,2026-01-16 20:16,149,6765,27.71,N
TRP-534650,2026-01-17,LN-101,Outbound,VEH-2003,DRV-422,KES-JHB,17/01/2026 08:00,17/01/2026 08:40,17/01/2026 15:30,17/01/2026 16:13,561,12232,120,N
TRP-534651,2026-01-17,LN-101,Return,VEH-2013,DRV-401,KES-JHB,2026-01-18 03:00,2026-01-18 03:00,2026-01-18 10:30,2026-01-18 10:42,571,0,0,Y
TRP-534652,2026-01-17,LN-107,Outbound,VEH-2027,DRV-438,KES-JHB,2026-01-17 13:00,2026-01-17 13:04,2026-01-17 14:48,2026-01-17 14:49,121,20434,79.66,N
TRP-534653,2026-01-17,LN-107,Return,VEH-2032,DRV-420,KES-JHB,2026-01-17 21:00,2026-01-17 21:44,2026-01-17 22:48,2026-01-17 23:16,120,12261,74.62,N
TRP-534654,2026-01-17,LN-113,Outbound,VEH-2061,DRV-481,KES-DBN,2026-01-17 10:00,2026-01-17 10:08,2026-01-17 17:30,2026-01-17 17:18,561,33660,94.08,N
TRP-534655,2026-01-17,LN-113,Return,VEH-2057,DRV-472,KES-DBN,2026-01-17 19:00,2026-01-17 19:35,2026-01-18 02:30,2026-01-18 03:46,557,0,0,Y
TRP-534656,2026-01-17,LN-115,Outbound,VEH-2066,DRV-463,KES-DBN,2026-01-17 11:00,2026-01-17 11:26,2026-01-17 23:00,2026-01-18 00:31,983,28893,86.56,N
TRP-534657,2026-01-17,LN-115,Return,VEH-2061,DRV-478,KES-DBN,2026-01-17 23:00,2026-01-17 23:39,2026-01-18 11:00,2026-01-18 13:01,1021,33660,103.41,N
TRP-534658,2026-01-17,LN-116,Outbound,VEH-2084,DRV-477,KES-DBN,2026-01-17 09:00,2026-01-17 09:56,2026-01-17 10:12,2026-01-17 11:11,81,7920,34.6,N
TRP-534659,2026-01-17,LN-116,Return,VEH-2082,DRV-456,KES-DBN,2026-01-17 16:00,2026-01-17 16:54,2026-01-17 17:12,2026-01-17 18:07,81,6597,28.18,N
TRP-534660,2026-01-17,LN-119,Outbound,VEH-2099,DRV-483,KES-CPT,17/01/2026 14:00,17/01/2026 15:24,18/01/2026 07:00,18/01/2026 07:38,1399,31283,90.72,N
TRP-534661,2026-01-17,LN-119,Return,VEH-2096,DRV-489,KES-CPT,2026-01-18 04:00,2026-01-18 04:00,2026-01-18 21:00,2026-01-18 21:12,1408,22496,115.67,N
TRP-534662,2026-01-17,LN-126,Outbound,VEH-2051,DRV-419,KES-JHB,2026-01-17 05:00,2026-01-17 05:08,2026-01-17 14:00,2026-01-17 13:27,179,1189,4.95,N
TRP-534663,2026-01-17,LN-126,Outbound,VEH-2036,DRV-444,KES-JHB,2026-01-17 08:00,2026-01-17 08:08,2026-01-17 17:00,2026-01-17 16:56,182,10956,48.61,N
TRP-534664,2026-01-17,LN-126,Outbound,VEH-2045,DRV-451,KES-JHB,2026-01-17 12:00,2026-01-17 13:32,2026-01-17 21:00,2026-01-17 22:25,187,5134,28.08,N
TRP-534665,2026-01-17,LN-127,Outbound,VEH-2038,DRV-432,KES-JHB,2026-01-17 12:00,2026-01-17 12:00,2026-01-17 21:30,2026-01-17 21:51,208,10926,49.71,N
TRP-534666,2026-01-17,LN-128,Outbound,VEH-2078,DRV-465,KES-DBN,17/01/2026 05:00,17/01/2026 05:35,17/01/2026 13:30,17/01/2026 14:54,168,9856,46.67,N
TRP-534667,2026-01-17,LN-128,Outbound,VEH-2083,DRV-454,KES-DBN,17/01/2026 06:00,17/01/2026 06:54,17/01/2026 14:30,17/01/2026 16:24,166,4767,23.15,N
TRP-534668,2026-01-17,LN-129,Outbound,VEH-2113,DRV-485,KES-CPT,17/01/2026 11:00,17/01/2026 11:32,17/01/2026 19:00,17/01/2026 18:58,153,11443,53.03,N
TRP-534669,2026-01-19,LN-101,Outbound,VEH-2031,DRV-431,KES-JHB,2026-01-19 06:00,2026-01-19 06:41,2026-01-19 13:30,2026-01-19 14:23,555,9083,71.31,N
TRP-534670,2026-01-19,LN-101,Return,VEH-2025,DRV-444,KES-JHB,2026-01-20 04:00,2026-01-20 05:05,2026-01-20 11:30,2026-01-20 11:50,545,20162,65.21,N
TRP-534671,2026-01-19,LN-101,Outbound,VEH-2023,DRV-429,KES-JHB,2026-01-19 08:00,2026-01-19 08:55,2026-01-19 15:30,2026-01-19 17:08,588,10131,79.92,N
TRP-534672,2026-01-19,LN-101,Return,VEH-2029,DRV-426,KES-JHB,2026-01-20 04:00,2026-01-20 04:00,2026-01-20 11:30,2026-01-20 11:27,556,19419,82,N
TRP-534673,2026-01-19,LN-101,Outbound,VEH-2025,DRV-433,KES-JHB,19/01/2026 08:00,19/01/2026 08:49,19/01/2026 15:30,19/01/2026 16:37,580,7898,69.53,N
TRP-534674,2026-01-19,LN-101,Return,VEH-2021,DRV-444,KES-JHB,19/01/2026 23:00,19/01/2026 23:00,20/01/2026 06:30,20/01/2026 07:10,557,0,0,Y
TRP-534675,2026-01-19,LN-102,Outbound,VEH-2025,DRV-446,KES-JHB,2026-01-19 05:00,2026-01-19 05:00,2026-01-19 22:00,2026-01-19 21:36,1442,8202,71.46,N
TRP-534676,2026-01-19,LN-102,Return,VEH-2024,DRV-440,KES-JHB,20/01/2026 04:00,20/01/2026 04:00,20/01/2026 21:00,20/01/2026 21:43,1419,0,0,Y
TRP-534677,2026-01-19,LN-102,Outbound,VEH-2010,DRV-423,KES-JHB,2026-01-19 07:00,2026-01-19 07:46,2026-01-20 00:00,2026-01-20 00:36,1415,30006,103.29,N
TRP-534678,2026-01-19,LN-102,Return,VEH-2007,DRV-433,KES-JHB,2026-01-20 13:00,2026-01-20 15:10,2026-01-21 06:00,2026-01-21 10:20,1433,24917,112.6,N
TRP-534679,2026-01-19,LN-103,Outbound,VEH-2008,DRV-401,KES-JHB,2026-01-19 11:00,2026-01-19 11:26,2026-01-20 00:00,2026-01-19 23:57,1040,28055,105.17,N
TRP-534680,2026-01-19,LN-103,Return,VEH-2009,DRV-444,KES-JHB,2026-01-20 03:00,2026-01-20 03:03,2026-01-20 16:00,2026-01-20 15:52,1039,0,0,Y
TRP-534681,2026-01-19,LN-104,Outbound,VEH-2016,DRV-414,KES-JHB,19/01/2026 14:00,19/01/2026 14:15,19/01/2026 19:00,19/01/2026 19:00,387,24209,85.85,N
TRP-534682,2026-01-19,LN-104,Return,VEH-2010,DRV-422,KES-JHB,19/01/2026 16:00,19/01/2026 16:21,19/01/2026 21:00,19/01/2026 21:34,405,28546,90.48,N
TRP-534683,2026-01-19,LN-105,Outbound,VEH-2025,DRV-442,KES-JHB,2026-01-19 14:00,2026-01-19 15:02,2026-01-19 18:00,2026-01-19 18:46,334,18416,79.67,N
TRP-534684,2026-01-19,LN-105,Return,VEH-2026,DRV-448,KES-JHB,2026-01-19 23:00,2026-01-19 23:22,2026-01-20 03:00,2026-01-20 03:25,331,21260,60.01,N
TRP-534685,2026-01-19,LN-106,Outbound,VEH-2026,DRV-425,KES-JHB,2026-01-19 05:00,2026-01-19 05:30,2026-01-19 09:30,2026-01-19 10:05,358,7797,68.14,N
TRP-534686,2026-01-19,LN-106,Return,VEH-2032,DRV-417,KES-JHB,2026-01-19 19:00,2026-01-19 20:01,2026-01-19 23:30,2026-01-20 00:57,373,19699,66.89,N
TRP-534687,2026-01-19,LN-107,Outbound,VEH-2034,DRV-451,KES-JHB,2026-01-19 14:00,2026-01-19 14:00,2026-01-19 15:48,2026-01-19 15:44,118,12600,60,N
TRP-534688,2026-01-19,LN-107,Return,VEH-2041,DRV-447,KES-JHB,19/01/2026 17:00,19/01/2026 17:39,19/01/2026 18:48,19/01/2026 19:24,120,13201,43.16,N
TRP-534689,2026-01-19,LN-108,Outbound,VEH-2004,DRV-451,KES-JHB,2026-01-19 09:00,2026-01-19 09:00,2026-01-19 14:30,2026-01-19 14:33,480,12753,108.56,N
TRP-534690,2026-01-19,LN-108,Return,VEH-2017,DRV-402,KES-JHB,19/01/2026 23:00,19/01/2026 23:00,20/01/2026 04:30,20/01/2026 04:30,477,24395,120,N
TRP-534691,2026-01-19,LN-110,Outbound,VEH-2030,DRV-448,KES-JHB,19/01/2026 13:00,19/01/2026 14:03,19/01/2026 17:00,19/01/2026 18:17,300,11465,75.94,N
TRP-534692,2026-01-19,LN-110,Return,VEH-2029,DRV-443,KES-JHB,2026-01-19 16:00,2026-01-19 16:21,2026-01-19 20:00,2026-01-19 20:20,303,7696,77.55,N
TRP-534693,2026-01-19,LN-111,Outbound,VEH-2049,DRV-435,KES-JHB,2026-01-19 06:00,2026-01-19 07:18,2026-01-19 08:12,2026-01-19 09:28,166,5643,27.87,N
TRP-534694,2026-01-19,LN-111,Return,VEH-2042,DRV-416,KES-JHB,2026-01-19 16:00,2026-01-19 16:30,2026-01-19 18:12,2026-01-19 18:27,167,6863,32.64,N
TRP-534695,2026-01-19,LN-113,Outbound,VEH-2074,DRV-455,KES-DBN,2026-01-19 08:00,2026-01-19 08:00,2026-01-19 15:30,2026-01-19 15:53,558,18292,67.92,N
TRP-534696,2026-01-19,LN-113,Return,VEH-2074,DRV-464,KES-DBN,2026-01-19 20:00,2026-01-19 20:00,2026-01-20 03:30,2026-01-20 03:10,575,11550,75.81,N
TRP-534697,2026-01-19,LN-113,Outbound,VEH-2061,DRV-470,KES-DBN,2026-01-19 06:00,2026-01-19 06:28,2026-01-19 13:30,2026-01-19 13:54,589,31889,76.81,N
TRP-534698,2026-01-19,LN-113,Return,VEH-2064,DRV-471,KES-DBN,2026-01-19 20:00,2026-01-19 20:35,2026-01-20 03:30,2026-01-20 04:07,565,0,0,Y
TRP-534699,2026-01-19,LN-114,Outbound,VEH-2055,DRV-457,KES-DBN,19/01/2026 05:00,19/01/2026 05:00,20/01/2026 01:00,20/01/2026 02:35,1652,27445,112.36,N
