fuel_txn_id,txn_datetime,vehicle_id,driver_id,litres,price_per_litre,cost_zar,odometer_km,site
FUEL-836283,2026-02-11 08:29,VEH-2105,DRV-511,161.61,22.21,3589.36,264810,N3 Truck Plaza
FUEL-836284,2026-02-11 23:06,VEH-2107,DRV-485,141.56,22.21,3144.05,582823,Engen Ultra
FUEL-836285,2026-02-11 04:05,VEH-2114,DRV-500,32.19,22.21,714.94,451157,N3 Truck Plaza
FUEL-836286,2026-02-11 22:44,VEH-2110,DRV-484,30.6,22.21,679.63,667704,Engen Ultra
FUEL-836287,2026-02-11 02:34,VEH-2120,DRV-496,13.09,22.21,290.73,169874,N3 Truck Plaza
FUEL-836288,2026-02-11 13:36,VEH-2120,DRV-496,12.47,22.21,276.96,169932,Sasol Truck Stop
FUEL-836289,2026-02-11 09:37,VEH-2112,DRV-493,17.75,22.21,394.23,184039,Highway 1 Stop
FUEL-836290,2026-02-11 14:01,VEH-2115,DRV-500,16.84,22.21,374.02,473180,Engen Ultra
FUEL-836291,2026-02-11 16:18,VEH-2106,DRV-503,329.21,22.21,7311.75,620402,Depot Bulk Tank
FUEL-836292,2026-02-12 07:37,VEH-2105,DRV-510,284.58,22.21,6320.52,265585,Depot Bulk Tank
FUEL-836293,2026-02-11 18:29,VEH-2041,DRV-413,56.3,22.21,1250.42,552695,N3 Truck Plaza
FUEL-836294,2026-02-11 14:57,VEH-2051,DRV-409,22.19,22.21,492.84,760502,Highway 1 Stop
FUEL-836295,2026-02-11 20:23,VEH-2041,DRV-422,53.69,22.21,1192.45,552881,Engen Ultra
FUEL-836296,2026-02-11 18:33,VEH-2037,DRV-432,50.86,22.21,1129.6,238555,Sasol Truck Stop
FUEL-836297,2026-02-11 10:39,VEH-2035,DRV-402,51.28,22.21,1138.93,731152,Sasol Truck Stop
FUEL-836298,2026-02-11 14:54,VEH-2046,DRV-440,38.54,22.21,855.97,157046,Depot Bulk Tank
FUEL-836299,2026-02-11 10:19,VEH-2037,DRV-429,"55,7",22.21,1237.1,238765,N3 Truck Plaza
FUEL-836300,2026-02-11 16:41,VEH-2051,DRV-428,23.29,22.21,517.27,760711,Highway 1 Stop
FUEL-836301,2026-02-11 14:37,VEH-2041,DRV-413,60.95,22.21,1353.7,553088,N3 Truck Plaza
FUEL-836302,2026-02-11 13:12,VEH-2087,DRV-476,17.64,22.21,391.78,155365,Depot Bulk Tank
FUEL-836303,2026-02-11 16:48,VEH-2084,DRV-467,35.1,22.21,779.57,347028,Engen Ultra
FUEL-836304,2026-02-11 22:28,VEH-2080,DRV-474,46.27,22.21,1027.66,338252,Engen Ultra
FUEL-836305,2026-02-11 20:56,VEH-2080,DRV-454,44.27,22.21,983.24,338415,Highway 1 Stop
FUEL-836306,2026-02-11 09:19,VEH-2124,DRV-494,18.39,22.21,408.44,409850,Sasol Truck Stop
FUEL-836307,2026-02-11 15:00,VEH-2112,DRV-507,43.68,22.21,970.13,184188,Depot Bulk Tank
FUEL-836308,2026-02-11 16:25,VEH-2116,DRV-488,33.01,22.21,733.15,211217,N3 Truck Plaza
FUEL-836309,2026-02-11 14:26,VEH-2124,DRV-501,18,22.21,399.78,409999,Highway 1 Stop
FUEL-836310,2026-02-11 15:35,VEH-2122,DRV-502,16.72,22.21,371.35,540854,Engen Ultra
FUEL-836311,2026-02-12 11:00,VEH-2010,DRV-445,258.43,22.21,5739.73,909502,Sasol Truck Stop
FUEL-836312,2026-02-13 04:21,VEH-2010,DRV-442,227.37,22.21,5049.89,910053,Engen Ultra
FUEL-836313,2026-02-12 13:27,VEH-2029,DRV-443,220.67,22.21,4901.08,979611,Depot Bulk Tank
FUEL-836314,2026-02-13 01:15,VEH-2026,DRV-443,258.79,22.21,5747.73,981636,Engen Ultra
FUEL-836315,2026-02-12 11:56,VEH-2006,DRV-409,341.12,22.21,7576.28,541991,N3 Truck Plaza
FUEL-836316,2026-02-13 00:09,VEH-2009,DRV-422,274.07,22.21,6087.09,415781,Sasol Truck Stop
FUEL-836317,2026-02-12 23:12,VEH-2021,DRV-434,"485,6",22.21,10785.18,438831,Highway 1 Stop
FUEL-836318,2026-02-13 23:46,VEH-2028,DRV-401,461.2,22.21,10243.25,701155,N3 Truck Plaza
FUEL-836319,2026-02-13 04:01,VEH-2016,DRV-403,847.82,22.21,18830.08,394536,Depot Bulk Tank
FUEL-836320,2026-02-13 22:31,VEH-2008,DRV-429,509.27,22.21,11310.89,786158,Highway 1 Stop
FUEL-836321,2026-02-12 13:59,VEH-2018,DRV-415,544.36,22.21,12090.24,887971,Sasol Truck Stop
FUEL-836322,2026-02-13 17:22,VEH-2005,DRV-442,412.65,22.21,9164.96,933429,Engen Ultra
FUEL-836323,2026-02-12 12:25,VEH-2031,DRV-404,135.98,22.21,3020.12,550454,Sasol Truck Stop
FUEL-836324,2026-02-12 18:13,VEH-2026,DRV-444,191.04,22.21,4243,982029,Depot Bulk Tank
FUEL-836325,2026-02-12 11:01,VEH-2005,DRV-433,185.17,22.21,4112.63,933820,Highway 1 Stop
FUEL-836326,2026-02-12 20:28,VEH-2011,DRV-413,191.17,22.21,4245.89,639784,Engen Ultra
FUEL-836327,2026-02-12 11:00,VEH-2015,DRV-421,147.62,22.21,3278.64,390360,Engen Ultra
FUEL-836328,2026-02-12 20:06,VEH-2004,DRV-424,145.11,22.21,3222.89,805374,Engen Ultra
FUEL-836329,2026-02-12 07:44,VEH-2031,DRV-424,121.34,22.21,2694.96,550800,Highway 1 Stop
FUEL-836330,2026-02-12 20:22,VEH-2025,DRV-450,146.95,22.21,3263.76,695218,Sasol Truck Stop
FUEL-836331,2026-02-12 11:13,VEH-2016,DRV-435,232.93,22.21,5173.38,394888,Engen Ultra
FUEL-836332,2026-02-12 21:32,VEH-2007,DRV-401,145.9,22.21,3240.44,1031637,Highway 1 Stop
FUEL-836333,2026-02-12 11:39,VEH-2042,DRV-444,26.07,22.21,579.01,581298,Depot Bulk Tank
FUEL-836334,2026-02-12 16:47,VEH-2045,DRV-431,25.61,22.21,568.8,441401,Highway 1 Stop
FUEL-836335,2026-02-12 06:55,VEH-2031,DRV-442,45.97,22.21,1020.99,550923,Engen Ultra
FUEL-836336,2026-02-12 17:52,VEH-2024,DRV-407,41.77,22.21,927.71,863371,Engen Ultra
FUEL-836337,2026-02-12 11:46,VEH-2032,DRV-428,198.01,22.21,4397.8,571981,Engen Ultra
FUEL-836338,2026-02-13 04:00,VEH-2031,DRV-408,137.63,22.21,3056.76,551378,Depot Bulk Tank
FUEL-836339,2026-02-12 17:45,VEH-2010,DRV-402,498.25,22.21,11066.13,911017,Sasol Truck Stop
FUEL-836340,2026-02-13 09:49,VEH-2017,DRV-431,404.13,22.21,8975.73,887044,N3 Truck Plaza
FUEL-836341,2026-02-12 07:07,VEH-2028,DRV-416,"124,99",22.21,2776.03,701461,Engen Ultra
FUEL-836342,2026-02-12 16:33,VEH-2028,DRV-429,125.6,22.21,2789.58,701761,N3 Truck Plaza
FUEL-836343,2026-02-12 06:08,VEH-2028,DRV-428,"73,63",22.21,1635.32,701937,Sasol Truck Stop
FUEL-836344,2026-02-12 15:16,VEH-2023,DRV-441,68.95,22.21,1531.38,602017,Engen Ultra
FUEL-836345,2026-02-12 10:17,VEH-2030,DRV-402,103.42,22.21,2296.96,530416,Depot Bulk Tank
FUEL-836346,2026-02-12 22:44,VEH-2027,DRV-402,77.69,22.21,1725.49,527125,Engen Ultra
FUEL-836347,2026-02-12 16:23,VEH-2073,DRV-475,229.47,22.21,5096.53,529092,Depot Bulk Tank
FUEL-836348,2026-02-13 05:28,VEH-2067,DRV-461,210.61,22.21,4677.65,322019,Depot Bulk Tank
FUEL-836349,2026-02-12 12:35,VEH-2073,DRV-481,"234,55",22.21,5209.36,529662,N3 Truck Plaza
FUEL-836350,2026-02-12 22:23,VEH-2070,DRV-458,219.62,22.21,4877.76,721422,Engen Ultra
FUEL-836351,2026-02-12 12:02,VEH-2070,DRV-471,218.99,22.21,4863.77,721995,Highway 1 Stop
FUEL-836352,2026-02-13 03:01,VEH-2071,DRV-469,217.63,22.21,4833.56,573773,Depot Bulk Tank
FUEL-836353,2026-02-13 08:07,VEH-2070,DRV-476,682.49,22.21,15158.1,723673,Depot Bulk Tank
FUEL-836354,2026-02-14 10:18,VEH-2073,DRV-471,542.58,22.21,12050.7,531289,Highway 1 Stop
FUEL-836355,2026-02-12 14:21,VEH-2074,DRV-471,374.51,22.21,8317.87,313807,Depot Bulk Tank
FUEL-836356,2026-02-13 08:34,VEH-2067,DRV-480,293.84,22.21,6526.19,322994,Sasol Truck Stop
FUEL-836357,2026-02-12 04:48,VEH-2079,DRV-465,24.23,22.21,538.15,813040,Depot Bulk Tank
FUEL-836358,2026-02-12 13:04,VEH-2080,DRV-464,"22,52",22.21,500.17,338494,Sasol Truck Stop
FUEL-836359,2026-02-12 10:15,VEH-2073,DRV-475,32.92,22.21,731.15,531369,Engen Ultra
FUEL-836360,2026-02-12 12:14,VEH-2071,DRV-466,30.88,22.21,685.84,573852,N3 Truck Plaza
FUEL-836361,2026-02-12 07:30,VEH-2083,DRV-478,35.76,22.21,794.23,222147,N3 Truck Plaza
FUEL-836362,2026-02-12 22:41,VEH-2085,DRV-465,32.67,22.21,725.6,593890,Highway 1 Stop
FUEL-836363,2026-02-12 13:32,VEH-2064,DRV-464,295.05,22.21,6553.06,497887,Engen Ultra
FUEL-836364,2026-02-12 23:53,VEH-2065,DRV-481,302.38,22.21,6715.86,624876,Highway 1 Stop
FUEL-836365,2026-02-13 00:27,VEH-2097,DRV-490,734.66,22.21,16316.8,430340,Highway 1 Stop
FUEL-836366,2026-02-13 20:12,VEH-2098,DRV-496,688.3,22.21,15287.14,825077,Depot Bulk Tank
FUEL-836367,2026-02-12 15:33,VEH-2102,DRV-486,280.58,22.21,6231.68,633769,Depot Bulk Tank
FUEL-836368,2026-02-13 04:39,VEH-2107,DRV-505,309.47,22.21,6873.33,583563,N3 Truck Plaza
FUEL-836369,2026-02-12 11:34,VEH-2108,DRV-506,169.73,22.21,3769.7,410665,Depot Bulk Tank
FUEL-836370,2026-02-12 20:53,VEH-2102,DRV-497,159.65,22.21,3545.83,634208,N3 Truck Plaza
FUEL-836371,2026-02-12 07:29,VEH-2116,DRV-494,23.67,22.21,525.71,211327,Engen Ultra
FUEL-836372,2026-02-12 10:14,VEH-2119,DRV-489,20.61,22.21,457.75,149714,Sasol Truck Stop
FUEL-836373,2026-02-12 10:12,VEH-2118,DRV-487,12.34,22.21,274.07,580864,Sasol Truck Stop
FUEL-836374,2026-02-12 11:13,VEH-2117,DRV-511,12.29,22.21,272.96,735710,Sasol Truck Stop
FUEL-836375,2026-02-12 04:51,VEH-2115,DRV-501,18.25,22.21,405.33,473241,Sasol Truck Stop
FUEL-836376,2026-02-12 11:15,VEH-2113,DRV-502,14.34,22.21,318.49,498592,N3 Truck Plaza
FUEL-836377,2026-02-12 13:51,VEH-2100,DRV-489,451.7,22.21,10032.26,913104,Depot Bulk Tank
FUEL-836378,2026-02-13 07:34,VEH-2090,DRV-499,367.23,22.21,8156.18,675399,Engen Ultra
FUEL-836379,2026-02-12 18:11,VEH-2040,DRV-405,47.4,22.21,1052.75,240252,Depot Bulk Tank
FUEL-836380,2026-02-12 17:40,VEH-2053,DRV-430,"19,78",22.21,439.31,686432,Engen Ultra
FUEL-836381,2026-02-12 15:08,VEH-2046,DRV-412,36.5,22.21,810.67,157222,Depot Bulk Tank
FUEL-836382,2026-02-12 14:18,VEH-2043,DRV-441,42.22,22.21,937.71,495807,Sasol Truck Stop
FUEL-836383,2026-02-12 18:34,VEH-2052,DRV-407,22.48,22.21,499.28,270441,Engen Ultra
FUEL-836384,2026-02-12 21:21,VEH-2041,DRV-451,52.11,22.21,1157.36,553272,Depot Bulk Tank
FUEL-836385,2026-02-12 12:20,VEH-2049,DRV-402,"36,85",22.21,818.44,606841,Engen Ultra
FUEL-836386,2026-02-12 11:35,VEH-2050,DRV-403,23.13,22.21,513.72,517360,Depot Bulk Tank
FUEL-836387,2026-02-12 18:32,VEH-2053,DRV-425,23.21,22.21,515.49,686643,Highway 1 Stop
FUEL-836388,2026-02-12 14:05,VEH-2050,DRV-422,23.82,22.21,529.04,517567,N3 Truck Plaza
FUEL-836389,2026-02-12 12:50,VEH-2041,DRV-409,58.32,22.21,1295.29,553480,N3 Truck Plaza
FUEL-836390,2026-02-12 13:16,VEH-2089,DRV-482,18.55,22.21,412,734483,Highway 1 Stop
FUEL-836391,2026-02-12 12:52,VEH-2086,DRV-469,17.96,22.21,398.89,574393,Engen Ultra
FUEL-836392,2026-02-12 15:02,VEH-2075,DRV-462,49.12,22.21,1090.96,400469,Engen Ultra
FUEL-836393,2026-02-12 15:08,VEH-2081,DRV-463,39.91,22.21,886.4,431967,Depot Bulk Tank
FUEL-836394,2026-02-12 12:46,VEH-2117,DRV-510,29.6,22.21,657.42,735859,Engen Ultra
FUEL-836395,2026-02-12 21:03,VEH-2110,DRV-506,43.48,22.21,965.69,667853,Highway 1 Stop
FUEL-836396,2026-02-12 14:37,VEH-2121,DRV-505,16.02,22.21,355.8,372614,Sasol Truck Stop
FUEL-836397,2026-02-12 17:07,VEH-2119,DRV-502,32.47,22.21,721.16,149864,Highway 1 Stop
FUEL-836398,2026-02-13 17:39,VEH-2031,DRV-403,"215,31",22.22,4784.19,551944,Depot Bulk Tank
FUEL-836399,2026-02-14 11:12,VEH-2027,DRV-446,172.98,22.22,3843.62,527681,Depot Bulk Tank
FUEL-836400,2026-02-13 11:33,VEH-2014,DRV-432,261.42,22.22,5808.75,826434,Sasol Truck Stop
FUEL-836401,2026-02-14 03:24,VEH-2011,DRV-421,255.86,22.22,5685.21,640353,Highway 1 Stop
FUEL-836402,2026-02-13 21:18,VEH-2023,DRV-405,219.44,22.22,4875.96,602597,N3 Truck Plaza
FUEL-836403,2026-02-14 12:47,VEH-2022,DRV-445,209.1,22.22,4646.2,940593,Sasol Truck Stop
FUEL-836404,2026-02-14 07:45,VEH-2032,DRV-417,579.32,22.22,12872.49,573361,Highway 1 Stop
FUEL-836405,2026-02-15 02:40,VEH-2023,DRV-420,436.68,22.22,9703.03,604016,Highway 1 Stop
FUEL-836406,2026-02-14 06:24,VEH-2015,DRV-414,"648,73",22.22,14414.78,391774,Depot Bulk Tank
FUEL-836407,2026-02-15 01:34,VEH-2009,DRV-402,544.37,22.22,12095.9,417216,Engen Ultra
FUEL-836408,2026-02-13 20:33,VEH-2018,DRV-401,557.25,22.22,12382.1,889000,Depot Bulk Tank
FUEL-836409,2026-02-14 14:49,VEH-2020,DRV-412,415.66,22.22,9235.97,614995,Highway 1 Stop
FUEL-836410,2026-02-13 18:30,VEH-2002,DRV-444,204.13,22.22,4535.77,1017246,N3 Truck Plaza
FUEL-836411,2026-02-14 04:32,VEH-2018,DRV-451,205.36,22.22,4563.1,889393,N3 Truck Plaza
FUEL-836412,2026-02-13 12:24,VEH-2007,DRV-410,"170,96",22.22,3798.73,1031967,Highway 1 Stop
FUEL-836413,2026-02-13 17:22,VEH-2006,DRV-418,184.95,22.22,4109.59,542323,Sasol Truck Stop
FUEL-836414,2026-02-13 13:44,VEH-2002,DRV-423,"174,57",22.22,3878.95,1017612,Sasol Truck Stop
FUEL-836415,2026-02-13 22:19,VEH-2007,DRV-417,183.78,22.22,4083.59,1032325,Highway 1 Stop
FUEL-836416,2026-02-13 11:06,VEH-2007,DRV-446,165.98,22.22,3688.08,1032676,Depot Bulk Tank
FUEL-836417,2026-02-13 22:52,VEH-2013,DRV-409,168.37,22.22,3741.18,994423,Engen Ultra
FUEL-836418,2026-02-13 09:33,VEH-2022,DRV-414,42.29,22.22,939.68,940709,Engen Ultra
FUEL-836419,2026-02-13 17:42,VEH-2026,DRV-437,49.37,22.22,1097,982153,N3 Truck Plaza
FUEL-836420,2026-02-13 10:52,VEH-2046,DRV-407,25.58,22.22,568.39,157344,Highway 1 Stop
FUEL-836421,2026-02-14 00:35,VEH-2049,DRV-427,25.55,22.22,567.72,606960,N3 Truck Plaza
FUEL-836422,2026-02-13 12:57,VEH-2022,DRV-420,192.25,22.22,4271.8,941196,Depot Bulk Tank
FUEL-836423,2026-02-13 23:55,VEH-2028,DRV-422,201.03,22.22,4466.89,702414,N3 Truck Plaza
FUEL-836424,2026-02-13 06:04,VEH-2015,DRV-429,135.89,22.22,3019.48,392071,Depot Bulk Tank
FUEL-836425,2026-02-13 20:42,VEH-2005,DRV-408,117.56,22.22,2612.18,934128,Sasol Truck Stop
FUEL-836426,2026-02-13 08:57,VEH-2025,DRV-422,64.78,22.22,1439.41,695386,Engen Ultra
FUEL-836427,2026-02-13 23:19,VEH-2025,DRV-431,69.1,22.22,1535.4,695555,N3 Truck Plaza
FUEL-836428,2026-02-13 14:28,VEH-2071,DRV-466,221.84,22.22,4929.28,574410,Sasol Truck Stop
FUEL-836429,2026-02-14 08:02,VEH-2073,DRV-479,"184,56",22.22,4100.92,531928,N3 Truck Plaza
FUEL-836430,2026-02-13 21:12,VEH-2064,DRV-463,275.86,22.22,6129.61,498470,Depot Bulk Tank
FUEL-836431,2026-02-14 08:35,VEH-2055,DRV-465,197.95,22.22,4398.45,753898,Sasol Truck Stop
FUEL-836432,2026-02-13 16:18,VEH-2072,DRV-462,"215,81",22.22,4795.3,638640,Sasol Truck Stop
FUEL-836433,2026-02-14 09:19,VEH-2067,DRV-466,157.63,22.22,3502.54,323554,Highway 1 Stop
FUEL-836434,2026-02-13 20:02,VEH-2055,DRV-454,"451,63",22.22,10035.22,754897,Depot Bulk Tank
FUEL-836435,2026-02-14 13:15,VEH-2066,DRV-464,424.61,22.22,9434.83,925797,Depot Bulk Tank
FUEL-836436,2026-02-13 09:03,VEH-2083,DRV-454,16.88,22.22,375.07,222227,Sasol Truck Stop
FUEL-836437,2026-02-13 15:21,VEH-2082,DRV-480,16.26,22.22,361.3,497489,Sasol Truck Stop
FUEL-836438,2026-02-13 06:51,VEH-2074,DRV-475,28.24,22.22,627.49,313886,N3 Truck Plaza
FUEL-836439,2026-02-13 17:39,VEH-2073,DRV-479,32.07,22.22,712.6,532009,Depot Bulk Tank
FUEL-836440,2026-02-13 08:51,VEH-2070,DRV-478,31.96,22.22,710.15,723756,Engen Ultra
FUEL-836441,2026-02-13 11:53,VEH-2074,DRV-453,30.95,22.22,687.71,313966,Highway 1 Stop
FUEL-836442,2026-02-13 05:25,VEH-2084,DRV-455,42.24,22.22,938.57,347205,Engen Ultra
FUEL-836443,2026-02-13 22:02,VEH-2083,DRV-454,39.55,22.22,878.8,222407,Depot Bulk Tank
FUEL-836444,2026-02-14 03:23,VEH-2108,DRV-497,573.2,22.22,12736.5,412082,Sasol Truck Stop
FUEL-836445,2026-02-15 04:28,VEH-2102,DRV-512,"509,19",22.22,11314.2,635593,Depot Bulk Tank
FUEL-836446,2026-02-14 06:57,VEH-2097,DRV-496,665.12,22.22,14778.97,431751,Sasol Truck Stop
FUEL-836447,2026-02-15 09:34,VEH-2098,DRV-507,663.16,22.22,14735.42,826437,Highway 1 Stop
FUEL-836448,2026-02-13 13:00,VEH-2094,DRV-502,462.6,22.22,10278.97,663821,N3 Truck Plaza
FUEL-836449,2026-02-14 06:34,VEH-2093,DRV-492,271.68,22.22,6036.73,988223,Engen Ultra
FUEL-836450,2026-02-13 09:41,VEH-2093,DRV-500,195.86,22.22,4352.01,988659,Engen Ultra
FUEL-836451,2026-02-13 23:03,VEH-2101,DRV-483,214.27,22.22,4761.08,623726,Engen Ultra
FUEL-836452,2026-02-13 10:34,VEH-2104,DRV-488,228.08,22.22,5067.94,677372,N3 Truck Plaza
FUEL-836453,2026-02-14 02:51,VEH-2106,DRV-497,"178,76",22.22,3972.05,620827,Engen Ultra
FUEL-836454,2026-02-13 10:58,VEH-2108,DRV-503,44,22.22,977.68,412191,Sasol Truck Stop
FUEL-836455,2026-02-13 22:09,VEH-2104,DRV-484,55.15,22.22,1225.43,677481,Sasol Truck Stop
FUEL-836456,2026-02-13 14:39,VEH-2115,DRV-494,"33,22",22.22,738.15,473352,Highway 1 Stop
FUEL-836457,2026-02-13 14:37,VEH-2110,DRV-508,32.28,22.22,717.26,667961,Sasol Truck Stop
FUEL-836458,2026-02-13 08:11,VEH-2105,DRV-496,21.93,22.22,487.28,265645,Depot Bulk Tank
FUEL-836459,2026-02-13 13:30,VEH-2103,DRV-494,16.75,22.22,372.19,461720,N3 Truck Plaza
FUEL-836460,2026-02-13 05:32,VEH-2116,DRV-503,12.27,22.22,272.64,211386,Depot Bulk Tank
FUEL-836461,2026-02-13 10:55,VEH-2118,DRV-510,11.63,22.22,258.42,580922,Depot Bulk Tank
FUEL-836462,2026-02-13 14:59,VEH-2043,DRV-422,"42,31",22.22,940.13,495990,Depot Bulk Tank
FUEL-836463,2026-02-14 00:31,VEH-2041,DRV-446,52.74,22.22,1171.88,553664,Highway 1 Stop
FUEL-836464,2026-02-13 23:47,VEH-2038,DRV-410,51.77,22.22,1150.33,211202,Highway 1 Stop
FUEL-836465,2026-02-13 20:17,VEH-2054,DRV-423,20.32,22.22,451.51,314517,N3 Truck Plaza
FUEL-836466,2026-02-13 13:37,VEH-2041,DRV-409,52.92,22.22,1175.88,553846,Highway 1 Stop
FUEL-836467,2026-02-13 21:15,VEH-2038,DRV-433,52.7,22.22,1170.99,211388,Sasol Truck Stop
FUEL-836468,2026-02-13 17:54,VEH-2044,DRV-420,50.36,22.22,1119,477280,Sasol Truck Stop
FUEL-836469,2026-02-13 23:55,VEH-2054,DRV-428,"22,65",22.22,503.28,314723,Depot Bulk Tank
FUEL-836470,2026-02-13 21:43,VEH-2042,DRV-413,49.1,22.22,1091,581510,Engen Ultra
FUEL-836471,2026-02-13 22:31,VEH-2077,DRV-466,43.43,22.22,965.01,188226,N3 Truck Plaza
FUEL-836472,2026-02-13 21:37,VEH-2079,DRV-456,45.2,22.22,1004.34,813202,Sasol Truck Stop
FUEL-836473,2026-02-13 15:27,VEH-2081,DRV-479,40.83,22.22,907.24,432132,Sasol Truck Stop
FUEL-836474,2026-02-14 00:37,VEH-2083,DRV-480,33.98,22.22,755.04,222570,Highway 1 Stop
FUEL-836475,2026-02-13 13:34,VEH-2122,DRV-504,15.9,22.22,353.3,541001,Depot Bulk Tank
FUEL-836476,2026-02-13 14:56,VEH-2112,DRV-508,44.15,22.22,981.01,184338,Sasol Truck Stop
FUEL-836477,2026-02-13 16:46,VEH-2124,DRV-512,16.98,22.22,377.3,410146,Highway 1 Stop
FUEL-836478,2026-02-13 18:47,VEH-2115,DRV-490,45.51,22.22,1011.23,473503,Sasol Truck Stop
FUEL-836479,2026-02-14 18:56,VEH-2025,DRV-446,228.35,22.23,5076.22,696108,Engen Ultra
FUEL-836480,2026-02-15 07:19,VEH-2028,DRV-432,234.29,22.23,5208.27,702987,Depot Bulk Tank
FUEL-836481,2026-02-15 00:23,VEH-2025,DRV-412,549.38,22.23,12212.72,697511,N3 Truck Plaza
FUEL-836482,2026-02-15 17:06,VEH-2026,DRV-445,649.54,22.23,14439.27,983553,Sasol Truck Stop
FUEL-836483,2026-02-14 15:16,VEH-2020,DRV-416,484.05,22.23,10760.43,616022,Highway 1 Stop
FUEL-836484,2026-02-15 15:37,VEH-2017,DRV-443,442,22.23,9825.66,888090,Highway 1 Stop
FUEL-836485,2026-02-14 14:40,VEH-2001,DRV-435,189.79,22.23,4219.03,569912,Depot Bulk Tank
FUEL-836486,2026-02-14 20:18,VEH-2016,DRV-423,238.59,22.23,5303.86,395281,N3 Truck Plaza
FUEL-836487,2026-02-14 09:31,VEH-2012,DRV-452,172.07,22.23,3825.12,939370,Highway 1 Stop
FUEL-836488,2026-02-14 22:04,VEH-2004,DRV-403,112.32,22.23,2496.87,805715,Highway 1 Stop
FUEL-836489,2026-02-14 08:32,VEH-2011,DRV-443,143.61,22.23,3192.45,640655,N3 Truck Plaza
FUEL-836490,2026-02-14 18:37,VEH-2016,DRV-442,194.32,22.23,4319.73,395594,Sasol Truck Stop
FUEL-836491,2026-02-14 09:07,VEH-2072,DRV-458,223.8,22.23,4975.07,639206,N3 Truck Plaza
FUEL-836492,2026-02-15 00:37,VEH-2067,DRV-474,206.14,22.23,4582.49,324125,Depot Bulk Tank
FUEL-836493,2026-02-14 20:43,VEH-2062,DRV-463,250.65,22.23,5571.95,462968,Depot Bulk Tank
FUEL-836494,2026-02-15 04:21,VEH-2058,DRV-454,296.65,22.23,6594.53,784451,Engen Ultra
FUEL-836495,2026-02-15 02:16,VEH-2065,DRV-458,714.64,22.23,15886.45,626496,N3 Truck Plaza
FUEL-836496,2026-02-16 04:32,VEH-2061,DRV-468,"855,75",22.23,19023.32,294616,N3 Truck Plaza
FUEL-836497,2026-02-14 23:09,VEH-2060,DRV-461,470.42,22.23,10457.44,353287,Sasol Truck Stop
FUEL-836498,2026-02-15 13:52,VEH-2060,DRV-462,372.71,22.23,8285.34,354272,Engen Ultra
FUEL-836499,2026-02-14 04:56,VEH-2083,DRV-478,16.22,22.23,360.57,222649,Sasol Truck Stop
FUEL-836500,2026-02-14 16:13,VEH-2085,DRV-456,18.51,22.23,411.48,593970,Engen Ultra
FUEL-836501,2026-02-14 12:53,VEH-2076,DRV-456,49.02,22.23,1089.71,723127,N3 Truck Plaza
FUEL-836502,2026-02-14 13:29,VEH-2078,DRV-456,47.24,22.23,1050.15,238406,Depot Bulk Tank
FUEL-836503,2026-02-14 20:31,VEH-2096,DRV-494,393.18,22.23,8740.39,761634,Engen Ultra
FUEL-836504,2026-02-15 10:19,VEH-2093,DRV-485,350.82,22.23,7798.73,989422,Depot Bulk Tank
FUEL-836505,2026-02-14 07:08,VEH-2105,DRV-503,42.58,22.23,946.55,265757,Sasol Truck Stop
FUEL-836506,2026-02-14 13:36,VEH-2102,DRV-502,42.05,22.23,934.77,635701,Sasol Truck Stop
FUEL-836507,2026-02-14 16:44,VEH-2051,DRV-444,20.81,22.23,462.61,760897,N3 Truck Plaza
FUEL-836508,2026-02-14 14:19,VEH-2039,DRV-413,53.13,22.23,1181.08,582879,Depot Bulk Tank
FUEL-836509,2026-02-14 15:10,VEH-2046,DRV-432,38.25,22.23,850.3,157531,N3 Truck Plaza
FUEL-836510,2026-02-14 18:20,VEH-2051,DRV-437,24.76,22.23,550.41,761116,Sasol Truck Stop
FUEL-836511,2026-02-14 18:10,VEH-2089,DRV-476,17.7,22.23,393.47,734648,Depot Bulk Tank
FUEL-836512,2026-02-14 12:39,VEH-2114,DRV-491,41.91,22.23,931.66,451305,Depot Bulk Tank
FUEL-836513,2026-02-14 16:50,VEH-2113,DRV-504,44.75,22.23,994.79,498745,Engen Ultra
FUEL-836514,2026-02-16 15:30,VEH-2030,DRV-401,224.2,22.25,4988.45,530998,Depot Bulk Tank
FUEL-836515,2026-02-17 01:23,VEH-2032,DRV-432,234.16,22.25,5210.06,573928,Sasol Truck Stop
FUEL-836516,2026-02-16 09:34,VEH-2018,DRV-439,290.68,22.25,6467.63,889943,Sasol Truck Stop
FUEL-836517,2026-02-17 08:19,VEH-2012,DRV-420,217.04,22.25,4829.14,939924,Engen Ultra
FUEL-836518,2026-02-16 22:15,VEH-2018,DRV-420,"707,39",22.25,15739.43,891317,Highway 1 Stop
FUEL-836519,2026-02-18 01:57,VEH-2004,DRV-428,489.49,22.25,10891.15,807151,Engen Ultra
FUEL-836520,2026-02-17 04:25,VEH-2019,DRV-429,650.08,22.25,14464.28,732881,N3 Truck Plaza
FUEL-836521,2026-02-17 22:26,VEH-2007,DRV-449,540.57,22.25,12027.68,1034056,Sasol Truck Stop
FUEL-836522,2026-02-16 19:33,VEH-2018,DRV-403,537.29,22.25,11954.7,892353,Engen Ultra
