trip_id,driver_hours,driver_cost_zar,toll_cost_zar,fixed_cost_zar
TRP-534742,9.38,1360.1,136.32,3189.19
TRP-534743,9.48,1375.32,146.36,3224.88
TRP-534744,11.75,1704.11,307.52,3995.85
TRP-534745,10.68,1547.99,310.59,3629.77
TRP-534746,10.42,1510.29,41.22,1562.37
TRP-534747,7.57,1097.16,36.4,491.83
TRP-534748,8.22,1191.93,39.47,904.22
TRP-534749,8.92,1294.1,42.33,981.73
TRP-534750,9.75,1413.4,40.66,633.59
TRP-534751,9.04,1310.6,36.76,587.51
TRP-534752,9.54,1383.16,39.97,1430.86
TRP-534753,8.67,1256.49,57.97,563.26
TRP-534754,9.76,1414.85,59.24,1463.64
TRP-534755,8.87,1285.57,55.76,1329.9
TRP-534756,8.73,1266.16,36.46,1309.82
TRP-534757,9.13,1323.72,35.83,1004.2
TRP-534758,9.3,1347.85,37.05,604.21
TRP-534759,9.23,1337.84,34.62,599.72
TRP-534760,6.91,1001.63,32.01,759.86
TRP-534761,8.43,1221.91,32.89,1264.05
TRP-534762,8.97,1300.97,29.1,583.19
TRP-534763,7.79,1129.93,29.48,857.19
TRP-534764,7.5,1088.09,375.3,1800.97
TRP-534765,7.43,1077.86,354.36,1784.04
TRP-534766,16,2319.87,548.21,5439.69
TRP-534767,17.08,2476.78,541.45,5807.62
TRP-534768,4.22,612.4,151.65,1013.63
TRP-534769,3.59,520.71,142.41,861.86
TRP-534770,1.85,268.63,61.29,840
TRP-534771,1.65,239.45,61.76,840
TRP-534772,5.63,816.15,151.25,1350.87
TRP-534773,5.5,797.16,141.43,1319.43
TRP-534774,2.09,303.34,69.89,385
TRP-534775,2.32,336.9,77.57,385
TRP-534776,7.3,1058.62,404.63,2482.28
TRP-534777,6.81,986.97,389.52,2314.28
TRP-534778,1.36,197.78,44.93,525
TRP-534779,1.1,159.1,47.27,525
TRP-534780,2.31,334.5,93.31,840
TRP-534781,2.28,330.25,93.98,840
TRP-534782,7.57,1097.14,261.37,2572.61
TRP-534783,7.98,1156.79,260,2712.47
TRP-534784,18.84,2732.48,543.83,6407.19
TRP-534785,16.46,2387.14,558.25,5597.43
TRP-534786,9.24,1340.04,41.53,600.71
TRP-534787,8.35,1210.13,37.66,1251.86
TRP-534788,9.79,1419.78,53.27,636.45
TRP-534789,8.37,1213.96,34.02,1255.82
TRP-534790,8.89,1289.34,32.85,978.12
TRP-534791,7.61,1102.8,30.13,494.36
TRP-534792,8.39,1216.71,399.12,2013.86
TRP-534793,7.37,1069.27,382.55,1769.83
TRP-534794,7.43,1077.98,364.83,2527.68
TRP-534795,7.3,1058.38,330.16,2481.71
TRP-534796,7.7,1117.19,399.79,2619.62
TRP-534797,6.93,1004.94,378.49,2356.41
TRP-534798,16.43,2382.18,513.94,5585.8
TRP-534799,17.85,2588.09,519.97,6068.61
TRP-534800,15.68,2273.45,488.51,5330.85
TRP-534801,15.66,2270.54,518.1,5324.03
TRP-534802,12.82,1858.53,281.03,4357.93
TRP-534803,13.19,1911.85,289.64,4482.97
TRP-534804,5.53,801.73,167.16,1879.91
TRP-534805,4.89,709.74,178.21,1664.23
TRP-534806,3.92,568.66,151.31,941.23
TRP-534807,4.21,610.72,140.27,1010.85
TRP-534808,4.27,619.13,144.74,1024.76
TRP-534809,3.89,564.36,139.06,934.11
TRP-534810,4.65,674.76,169.43,1116.84
TRP-534811,4.34,629.33,155.81,1041.64
TRP-534812,4.5,652.92,154.06,1530.98
TRP-534813,4.66,676.21,156.88,1585.59
TRP-534814,1.7,246.68,61.26,525
TRP-534815,1.76,255.08,63.66,525
TRP-534816,3.63,525.74,191.76,870.19
TRP-534817,3.87,561.51,184.25,929.39
TRP-534818,3,434.95,119.01,840
TRP-534819,3.12,452.85,113.15,840
TRP-534820,6.86,994.77,384.16,2332.55
TRP-534821,7.08,1027.1,398.28,2408.38
TRP-534822,6.55,950.08,393.93,2227.77
TRP-534823,8.06,1168.51,361.12,2739.95
TRP-534824,21.17,3069.01,599,7196.3
TRP-534825,19.75,2864,575.27,6715.59
TRP-534826,11.52,1669.8,288.6,3915.38
TRP-534827,11.01,1596.54,312.67,3743.6
TRP-534828,1.27,183.5,45,840
TRP-534829,1.26,182.79,45.11,840
TRP-534830,1.18,171.26,43.96,385
TRP-534831,1.3,189.02,45.95,385
TRP-534832,2.55,370.23,88.32,525
TRP-534833,2.43,352.96,95.61,525
TRP-534834,16.83,2440.15,498.57,5721.72
TRP-534835,15.14,2194.72,524.31,5146.25
TRP-534836,5.39,781.33,99.99,1293.24
TRP-534837,5.1,739.81,96.43,1224.51
TRP-534838,1.51,218.73,43.03,385
TRP-534839,1.6,231.61,40.43,385
TRP-534840,0.99,143.21,24.97,385
TRP-534841,0.87,125.64,27.09,385
TRP-534842,8.99,1303.96,40.28,1348.92
TRP-534843,9.76,1414.59,39.38,1463.37
TRP-534844,9.76,1414.9,41.62,1463.69
TRP-534845,8.79,1274.85,39.96,1318.81
TRP-534846,7.92,1148.37,37.81,514.79
TRP-534847,9.54,1383.64,40.65,1431.35
TRP-534848,8.93,1295.21,39.04,580.61
TRP-534849,9.31,1349.71,54.51,1023.92
TRP-534850,10.41,1509.84,56.05,1145.4
TRP-534851,9.49,1375.81,53.89,1043.72
TRP-534852,7.76,1125.23,34.49,504.41
TRP-534853,7.61,1103.5,33.66,494.67
TRP-534854,7.84,1136.69,34.07,862.32
TRP-534855,8.17,1185.36,29.29,899.24
TRP-534856,8.76,1270.05,29.32,1313.84
TRP-534857,7.5,1087.29,29.69,1124.78
TRP-534858,8.91,1292.12,29.26,980.23
TRP-534859,7.53,1091.49,399.56,1806.6
TRP-534860,6.93,1005.1,398.39,1663.61
TRP-534861,7.58,1098.58,364.29,1818.34
TRP-534862,7.55,1094.48,378.16,1811.54
TRP-534863,6.77,981.78,366.61,1625.02
TRP-534864,7.68,1114.29,378.24,1844.35
TRP-534865,16.18,2346.02,514.37,3883.06
TRP-534866,16.13,2339.42,477.45,3872.15
TRP-534867,16.68,2418.88,495.36,5671.86
TRP-534868,17.06,2473.51,553.61,5799.95
TRP-534869,13.52,1959.96,285.51,4595.78
TRP-534870,11.57,1678.36,302.34,3935.46
TRP-534871,4.64,673.26,175.72,1114.35
TRP-534872,5.33,772.77,195.84,1279.07
TRP-534873,5.04,730.74,181.6,1209.5
TRP-534874,5.44,789.09,180.98,1306.08
TRP-534875,3.97,575.97,147.89,1350.55
TRP-534876,3.76,545.64,139.8,1279.43
TRP-534877,3.63,526.36,170.41,1234.23
TRP-534878,3.87,561.64,178.28,1316.94
TRP-534879,1.74,252.11,64.42,385
TRP-534880,1.88,271.89,62.94,385
TRP-534881,1.75,253.29,58.52,525
TRP-534882,1.75,253.5,68.23,525
TRP-534883,4.66,675.78,158.23,1584.59
TRP-534884,5.9,855.44,155.34,2005.87
TRP-534885,10.54,1529.02,257.46,3585.28
TRP-534886,13.45,1950.37,226.23,4573.28
TRP-534887,3.58,519.8,181.1,1218.84
TRP-534888,3.78,547.7,186.6,1284.25
TRP-534889,2.27,329.24,66.41,385
TRP-534890,2.24,324.84,73.94,385
TRP-534891,3.23,468.12,111.87,840
TRP-534892,3.33,482.99,120.45,840
TRP-534893,7.39,1071.12,390.33,1772.89
TRP-534894,8.32,1206.27,377.29,1996.58
TRP-534895,6.82,988.88,382.06,2318.75
TRP-534896,7.58,1099.32,388.51,2577.71
TRP-534897,20.06,2909.03,608.4,6821.18
TRP-534898,21.17,3069.31,607.35,7196.99
TRP-534899,12,1740.09,284.86,4080.21
TRP-534900,11.19,1622.56,301.3,3804.63
TRP-534901,1.23,178.98,44.79,840
TRP-534902,1.24,179.3,47.7,840
TRP-534903,1.16,168.75,45.88,385
TRP-534904,1.09,157.57,45.98,385
TRP-534905,2.42,350.34,100.05,525
TRP-534906,2.04,295.81,95.61,525
TRP-534907,7.82,1134.34,265.68,2659.83
TRP-534908,8.12,1176.69,253.32,2759.14
TRP-534909,16.96,2459.23,540.36,5766.47
TRP-534910,16.55,2399.43,523.83,5626.24
TRP-534911,4.79,694.86,101.51,1629.33
TRP-534912,4.34,629.19,92.51,1475.35
TRP-534913,1.56,226.83,38,385
TRP-534914,1.37,198.36,40.06,385
TRP-534915,0.88,127.29,25.12,525
TRP-534916,0.98,141.39,23.6,525
TRP-534917,0.98,141.76,24.5,525
TRP-534918,0.83,120.48,25.14,525
TRP-534919,8.72,1264.85,37.62,1308.46
TRP-534920,9.92,1438.4,40.46,1091.2
TRP-534921,9.45,1369.7,39.15,1416.93
TRP-534922,8.49,1231.22,42.18,1273.68
TRP-534923,8.97,1300.51,57.03,582.99
TRP-534924,8.48,1229.62,51.52,932.82
TRP-534925,9.52,1379.87,55.85,1046.8
TRP-534926,9.32,1351.5,33.79,1025.27
TRP-534927,8.78,1272.44,34.34,1316.32
TRP-534928,8.83,1280.23,34.95,971.21
TRP-534929,9.01,1306.59,36.92,585.71
TRP-534930,7.68,1112.96,29.66,844.31
TRP-534931,8.82,1278.9,29.66,970.2
TRP-534932,8.39,1216.87,28.86,1258.83
TRP-534933,8.31,1204.82,28.88,1246.36
TRP-534934,7.98,1157.45,415.53,2714.02
TRP-534935,7.74,1122.34,369.61,2631.7
TRP-534936,8.43,1221.89,392.79,2022.44
TRP-534937,6.72,973.75,378.36,1611.72
TRP-534938,7.31,1059.58,380.12,1753.79
TRP-534939,7.66,1110.65,374.19,1838.32
TRP-534940,16.49,2390.62,546.38,5605.58
TRP-534941,16.56,2400.97,489.92,5629.86
TRP-534942,16.25,2356.51,475.18,5525.61
TRP-534943,17.6,2552.25,521.25,5984.6
TRP-534944,12,1739.48,258.74,4078.79
TRP-534945,12.56,1821.53,295.34,4271.18
TRP-534946,5.3,768.07,170.58,1800.99
TRP-534947,5.81,843.03,174.84,1976.75
TRP-534948,3.62,524.4,138.85,1229.63
TRP-534949,4.29,622.18,149.56,1458.91
TRP-534950,4.44,643.34,139.86,1508.52
TRP-534951,3.46,501.13,149.22,1190
TRP-534952,4.45,645.72,157.38,1514.09
TRP-534953,4.31,625.52,164.05,1466.73
TRP-534954,1.84,267.23,58.7,525
TRP-534955,1.71,247.72,61.59,525
TRP-534956,1.79,259.38,65.48,385
TRP-534957,1.8,261.61,59.23,385
TRP-534958,5.42,785.61,147.38,1842.11
TRP-534959,4.62,670.32,143.32,1571.79
TRP-534960,12.64,1832.69,269.97,3033.42
TRP-534961,11.77,1706.03,249.08,2823.78
TRP-534962,2.11,305.93,67.32,385
TRP-534963,2.3,332.9,67.36,385
TRP-534964,3.62,524.78,117.52,1230.52
TRP-534965,3.13,454.14,131.83,1190
TRP-534966,6.95,1007.05,390.11,1666.83
TRP-534967,6.88,997.13,372.4,1650.42
TRP-534968,7.97,1155.97,379.25,1913.33
TRP-534969,6.93,1005.29,354.81,1663.92
TRP-534970,6.7,971.67,394.39,1608.29
TRP-534971,6.67,966.96,386.64,1600.49
TRP-534972,18.81,2727.87,605.08,4515.09
TRP-534973,19.1,2768.91,629.99,4583.02
TRP-534974,12.68,1838.21,292.04,4310.29
TRP-534975,13.15,1906.44,288.98,4470.26
TRP-534976,1.24,180.31,43.47,840
TRP-534977,1.07,154.7,44.89,840
TRP-534978,1.2,173.8,42.76,385
TRP-534979,1.16,168,45.08,385
TRP-534980,2.53,366.96,93.28,525
TRP-534981,2.26,327.22,93.93,525
TRP-534982,17.68,2564.26,527.39,6012.76
TRP-534983,17.48,2534.78,529.08,5943.62
TRP-534984,8.58,1243.62,189.06,2058.4
TRP-534985,9.11,1321.55,181.89,2187.39
TRP-534986,4.98,721.4,93.57,1194.04
TRP-534987,5.22,757.36,91.89,1253.57
TRP-534988,1.42,206.59,40,840
TRP-534989,1.36,196.8,41.37,840
TRP-534990,0.97,140.15,24.14,385
TRP-534991,0.9,129.99,26.7,385
TRP-534992,0.9,131.03,25.2,525
TRP-534993,0.99,143.12,24.88,525
TRP-534994,9.34,1353.77,40.08,1400.45
TRP-534995,10.4,1508.38,38.74,1144.29
TRP-534996,8.95,1297.33,39.71,984.18
TRP-534997,8.53,1236.33,39.26,1278.96
TRP-534998,8.49,1231.19,37.87,934.01
TRP-534999,9.31,1349.76,39.7,1396.3
TRP-535000,9.45,1370.66,41.68,1417.93
TRP-535001,10.51,1523.62,54.07,1155.85
TRP-535002,9.68,1403.77,57.25,1452.18
TRP-535003,8.31,1205.54,36.75,1247.12
TRP-535004,8.04,1166.26,34.32,1206.48
TRP-535005,8.89,1288.92,34.15,577.79
TRP-535006,8.62,1250.05,35.04,1293.15
TRP-535007,6.98,1012.62,30.4,1047.54
TRP-535008,8.15,1181.7,29.75,1222.45
TRP-535009,6.9,999.93,31.62,1034.41
TRP-535010,8.12,1177.81,30.88,1218.42
TRP-535011,7.54,1093.39,378.14,2563.81
TRP-535012,8.48,1229.63,397.19,2883.27
TRP-535013,7.83,1134.85,382.54,1878.37
TRP-535014,7.72,1119.38,407.22,1852.77
TRP-535015,6.9,1000.55,394.9,2346.12
TRP-535016,7.72,1119.8,371.53,2625.74
TRP-535017,17.44,2528.93,506.25,4185.82
TRP-535018,15.76,2284.68,559.92,3781.54
TRP-535019,16.77,2431.53,531.81,5701.53
TRP-535020,16.82,2438.73,522.71,5718.39
TRP-535021,13.19,1913.16,293,3166.61
TRP-535022,14.84,2151.33,302.8,3560.82
TRP-535023,4.84,701.62,186.51,1645.17
TRP-535024,5.17,750.04,177.44,1758.7
TRP-535025,4.65,674.52,136.09,1116.45
TRP-535026,4.39,636.52,134.04,1053.54
TRP-535027,4.61,668.83,160.96,1568.29
TRP-535028,4.71,682.69,161.15,1600.79
TRP-535029,1.88,273.23,61.76,385
TRP-535030,1.67,241.55,60.89,385
TRP-535031,5.07,735.21,148.22,1723.93
TRP-535032,5.74,832.64,160.71,1952.4
TRP-535033,9.18,1330.8,244.8,3120.49
TRP-535034,12.11,1755.99,251.69,4117.48
TRP-535035,4.06,589.1,184.28,975.07
TRP-535036,4.04,585.18,198.15,968.57
TRP-535037,2.46,356.49,72.17,385
TRP-535038,2.33,337.78,67.92,385
TRP-535039,3.88,562.21,115.59,930.56
TRP-535040,2.97,430.18,118.77,840
TRP-535041,7.51,1089.05,375.64,1802.56
TRP-535042,6.9,1000.18,358.13,1655.48
TRP-535043,7.16,1037.77,388.38,1717.69
TRP-535044,7.27,1054.85,386.05,1745.96
TRP-535045,8.12,1177.15,408.58,1948.38
TRP-535046,7.1,1028.96,367.27,1703.11
TRP-535047,21.43,3106.63,606.79,7284.51
TRP-535048,18.84,2731.87,644.37,6405.76
TRP-535049,10.41,1509.62,274.75,3539.8
TRP-535050,10.55,1530.34,304.99,3588.38
TRP-535051,1.12,162.92,43.16,525
TRP-535052,1.26,181.98,47.52,525
TRP-535053,1.3,188.9,47.78,525
TRP-535054,0.95,137.52,43.52,525
TRP-535055,2.53,367.19,93.27,385
TRP-535056,2.48,359.8,103.09,385
TRP-535057,16.83,2440.06,563.24,5721.51
TRP-535058,15.83,2295.66,527.31,5382.93
TRP-535059,17.99,2609.24,520.99,4318.75
TRP-535060,16.17,2344.19,539.44,3880.03
TRP-535061,8.73,1266.46,173.37,2969.63
TRP-535062,9.21,1335.69,182.7,3131.96
TRP-535063,5.45,789.97,93.51,1307.54
TRP-535064,5.03,729.95,95.59,1208.2
TRP-535065,1.35,195.9,39.29,385
TRP-535066,1.7,245.97,39.52,385
TRP-535067,0.96,139.06,24.41,385
TRP-535068,0.88,127.1,25.07,385
TRP-535069,0.95,137.6,24.78,525
TRP-535070,1.05,151.53,24.92,525
TRP-535071,9.25,1341.8,140.17,3146.29
TRP-535072,10.83,1570.82,130.64,3683.3
TRP-535073,12.58,1823.79,302.64,4276.47
TRP-535074,12.41,1800.17,287.87,4221.09
TRP-535075,9.6,1391.89,39.55,1439.89
TRP-535076,8.28,1200.21,41.5,1241.6
TRP-535077,9.25,1341.15,42.71,1387.4
TRP-535078,8.76,1270.48,41.95,569.53
TRP-535079,9.93,1439.52,40.87,1489.15
TRP-535080,9.81,1421.93,54.47,637.42
TRP-535081,9.08,1317.04,57.22,1362.45
TRP-535082,9.84,1426.91,56.02,1476.12
TRP-535083,8.83,1280.27,35.02,1324.41
TRP-535084,8.19,1187.84,35.62,901.12
TRP-535085,7.99,1158.35,33.62,1198.29
TRP-535086,8.15,1181.09,36.4,1221.82
TRP-535087,9.02,1308.43,30.05,586.54
TRP-535088,7.99,1158.49,29.66,878.85
TRP-535089,8.1,1173.96,29.95,526.26
TRP-535090,8.38,1215.04,31.05,544.68
TRP-535091,7.7,1116.87,30.63,847.28
TRP-535092,7.56,1096.88,403.54,2571.99
TRP-535093,7.54,1093.31,380.05,2563.64
TRP-535094,7.23,1047.91,377.57,1734.47
TRP-535095,7.15,1036.16,372.5,1715.03
TRP-535096,8.27,1199.8,380.98,1985.88
TRP-535097,7.91,1147.47,393.92,1899.25
TRP-535098,17.09,2477.82,506.67,5810.07
TRP-535099,16.85,2443.46,519.76,5729.48
TRP-535100,14.03,2034.66,294.07,4770.94
TRP-535101,10.8,1565.6,294.62,3671.07
TRP-535102,5.74,832.29,170.49,1951.59
TRP-535103,4.9,710.48,179.23,1665.95
TRP-535104,5.18,751.81,179.4,1244.37
TRP-535105,5.05,731.76,187.73,1211.19
TRP-535106,3.43,496.84,136.55,1190
TRP-535107,3.8,550.64,144.85,1291.15
TRP-535108,3.99,578.98,147.63,958.31
TRP-535109,4.08,592.08,145.71,979.99
TRP-535110,4.41,639.08,165.08,1498.53
TRP-535111,4.37,634.29,144.6,1487.29
TRP-535112,4.4,637.31,178.86,1494.39
TRP-535113,4.75,688.91,153.58,1615.37
TRP-535114,1.82,264.09,56.62,840
TRP-535115,1.66,240.64,63.46,840
TRP-535116,2.43,352.39,72,385
TRP-535117,2.37,343.18,71.68,385
TRP-535118,6.83,990.42,387.8,1639.32
TRP-535119,7.01,1016.78,409.32,1682.95
TRP-535120,8.09,1172.5,376.66,2749.32
TRP-535121,7.52,1090.35,347.32,2556.68
TRP-535122,19.7,2856.47,598.94,6697.92
TRP-535123,20.67,2996.64,560.52,7026.6
TRP-535124,11.65,1689.44,298.92,3961.44
TRP-535125,10.87,1576.24,317.73,3696.02
TRP-535126,1.17,168.99,45.9,385
TRP-535127,1.1,159.39,45.29,385
TRP-535128,1.18,171.08,44.75,840
TRP-535129,1.14,165.15,44.38,840
TRP-535130,2.39,347.08,99.4,385
TRP-535131,2.47,358.19,101.26,385
TRP-535132,17.05,2471.57,497.45,5795.4
TRP-535133,16.63,2411.37,511.31,5654.25
TRP-535134,17.85,2588.07,518.9,6068.57
TRP-535135,17.17,2489.32,514.56,5837.03
TRP-535136,9.1,1319.01,187.48,3092.84
TRP-535137,8.54,1238.04,195.18,2902.99
TRP-535138,4.16,603.27,97.03,1414.57
TRP-535139,4.93,715.33,94.45,1677.33
TRP-535140,1.41,203.77,40,525
TRP-535141,1.59,231.21,42.85,525
TRP-535142,1.54,223.72,40.14,840
TRP-535143,1.53,222.47,38.12,840
TRP-535144,0.88,128.12,24.49,840
TRP-535145,0.98,141.71,22.77,840
TRP-535146,9.74,1411.66,37.8,1070.92
TRP-535147,8.97,1301.23,41.68,1346.1
TRP-535148,8.39,1216.14,40.74,922.59
TRP-535149,7.93,1150.12,40.76,872.51
TRP-535150,8.64,1252.85,40.7,950.44
TRP-535151,8.94,1295.93,42.39,983.12
TRP-535152,10.04,1455.08,55.41,652.28
TRP-535153,10.34,1499.49,56.85,1551.2
TRP-535154,9.93,1440.4,61.22,1490.07
TRP-535155,8.86,1284.93,34.85,1329.24
TRP-535156,9.48,1374.7,35.39,1042.88
TRP-535157,9.4,1362.58,36.68,610.81
TRP-535158,8.29,1202.7,29.75,1244.17
TRP-535159,8.84,1282.4,32.04,972.86
TRP-535160,8.03,1164.77,28.99,883.62
TRP-535161,6.36,922.12,389.81,2162.21
TRP-535162,8.31,1205.26,389.52,2826.14
TRP-535163,16.43,2382.21,491.65,5585.88
TRP-535164,16.19,2348.08,520.6,5505.83
TRP-535165,5.05,732.57,173.79,1717.75
TRP-535166,4.89,709.12,185.38,1662.76
TRP-535167,3.55,514.31,144.08,851.27
TRP-535168,4.01,581.21,143.87,962
TRP-535169,4.58,664.65,154.81,1558.5
TRP-535170,4.81,697.32,169.51,1635.09
TRP-535171,5.31,769.99,147.75,1274.46
TRP-535172,5.13,744.12,150.74,1231.65
TRP-535173,1.97,285.68,69.15,525
TRP-535174,1.98,286.62,66.19,525
TRP-535175,7.54,1093.66,392.62,1810.19
TRP-535176,6.49,940.94,400.11,1557.42
TRP-535177,1.25,181.53,45.81,525
TRP-535178,1.02,147.82,42.63,525
TRP-535179,2.39,346.22,93.21,385
TRP-535180,2.14,310.66,94.2,385
TRP-535181,19.85,2878.67,520.88,6749.98
TRP-535182,19.36,2807.26,514.11,6582.55
TRP-535183,1.42,205.18,36.72,385
TRP-535184,1.51,219.67,40.94,385
TRP-535185,0.98,141.96,24.24,525
TRP-535186,0.89,128.42,25.34,525
TRP-535187,9.39,1361.78,39.3,1408.74
TRP-535188,8.52,1235.74,40.04,553.95
TRP-535189,9.29,1346.99,40.68,1021.86
TRP-535190,9.15,1326.89,58.56,1372.65
TRP-535191,8.15,1181.03,35.27,1221.75
TRP-535192,8.85,1283.72,33.38,575.46
TRP-535193,7.82,1133.55,29.97,508.14
TRP-535194,7.83,1135.26,30.33,1174.41
TRP-535195,7.48,1084.36,367.37,2542.63
TRP-535196,7.75,1123.33,350.33,2634.02
TRP-535197,6.49,941.53,370.09,2207.72
TRP-535198,7.83,1134.86,380.78,2661.06
TRP-535199,16.44,2383.62,511.18,3945.31
TRP-535200,15.96,2314.71,510.29,3831.24
TRP-535201,14.49,2101.08,275.7,4926.66
TRP-535202,12.25,1776.16,292.48,4164.78
TRP-535203,13.35,1935.36,294.44,4538.08
TRP-535204,13.95,2022.28,297.03,4741.91
TRP-535205,5.41,785.01,178.34,1299.33
TRP-535206,5.28,764.93,184.08,1266.09
TRP-535207,4.02,582.43,140.16,1365.7
TRP-535208,4.16,603.65,141.42,1415.46
TRP-535209,4.6,666.62,180.36,1103.38
TRP-535210,4.74,687.47,162.82,1137.89
TRP-535211,1.71,247.97,59.77,525
TRP-535212,1.99,288.59,61.58,525
TRP-535213,1.94,280.67,58.19,525
TRP-535214,1.69,244.42,58.57,525
TRP-535215,5.2,753.74,139.35,1767.39
TRP-535216,6.24,904.94,152.68,2121.94
TRP-535217,3.98,576.49,188.21,1351.76
TRP-535218,4.24,614.26,200.77,1440.33
TRP-535219,2.07,300.11,69.51,385
TRP-535220,2.38,345.76,72.93,385
TRP-535221,7.82,1133.52,369.05,2657.9
TRP-535222,7.72,1119.18,349.83,2624.28
TRP-535223,6.72,975.06,374.75,2286.35
TRP-535224,8.01,1162.11,389.74,2724.95
TRP-535225,22.63,3280.73,583.92,7480
TRP-535226,20.74,3006.93,639.18,7050.73
TRP-535227,11.89,1724.12,307.32,4042.77
TRP-535228,11.48,1664.35,295.82,3902.62
TRP-535229,1.14,165.9,44.98,385
TRP-535230,1.25,180.98,42.8,385
TRP-535231,1.22,177.46,46.74,840
TRP-535232,1.27,183.45,43.05,840
TRP-535233,2.4,347.73,94.7,525
TRP-535234,2.44,354.44,95.52,525
TRP-535235,2.19,317.68,91.31,385
TRP-535236,2.27,329.5,92.34,385
TRP-535237,6.68,968.15,254.76,2270.13
TRP-535238,8.26,1197.09,287.44,2806.96
TRP-535239,16.77,2431.3,520.57,5700.98
TRP-535240,14.94,2166.81,523.2,5080.79
TRP-535241,18.81,2726.83,518.14,6393.94
TRP-535242,15.1,2189.05,554.06,5132.94
TRP-535243,9.81,1422.22,190.06,3334.87
TRP-535244,9.52,1379.68,193.48,3235.12
TRP-535245,4.37,632.94,95.21,1047.62
TRP-535246,5.31,770.2,91.16,1274.82
TRP-535247,1.43,206.84,41.16,385
TRP-535248,1.63,236.02,39.65,385
TRP-535249,0.96,139.86,24.59,385
TRP-535250,0.88,127,26.18,385
TRP-535251,0.88,128.05,25.94,840
TRP-535252,0.95,137.04,24.06,840
TRP-535253,11.73,1701.49,296.88,3989.69
TRP-535254,12.05,1747.52,305.28,4097.63
TRP-535255,9.02,1307.76,40.21,586.24
TRP-535256,9.07,1315.36,38.59,589.65
TRP-535257,8.68,1259.27,35.37,564.5
TRP-535258,8.07,1170.47,41.75,524.69
TRP-535259,8.54,1238.19,37.2,1280.88
TRP-535260,9.93,1440.07,37.21,645.55
TRP-535261,8.58,1243.78,39.66,1286.66
TRP-535262,9.13,1323.52,54.25,1004.05
TRP-535263,8.57,1242.69,53.21,942.73
TRP-535264,9.38,1360.33,52.53,1031.97
TRP-535265,8.45,1225.69,34.28,1267.96
TRP-535266,8.45,1225.52,34.38,929.7
TRP-535267,7.7,1116.91,32.56,1155.43
TRP-535268,8.51,1234.34,33.43,553.33
TRP-535269,7.71,1118.05,30.73,1156.61
TRP-535270,7.79,1129.88,29.41,1168.84
TRP-535271,8.38,1214.85,29.32,1256.74
TRP-535272,7.45,1079.64,29.81,819.03
TRP-535273,7.2,1043.95,326.39,1727.92
TRP-535274,7.4,1072.46,406.1,1775.1
TRP-535275,7.78,1128.07,394.46,2645.14
TRP-535276,7.55,1095.01,381.89,2567.61
TRP-535277,16.42,2380.95,513.13,5582.91
TRP-535278,16.91,2451.69,509.47,5748.78
TRP-535279,16.29,2361.63,532.12,5537.63
TRP-535280,16.85,2443.38,540.68,5729.3
TRP-535281,12.93,1874.49,286.27,4395.36
TRP-535282,12.11,1755.76,281.52,4116.96
TRP-535283,5.15,746.65,186.05,1750.76
TRP-535284,5.17,749.85,180.16,1758.28
TRP-535285,4.93,714.92,180.32,1676.36
TRP-535286,4.76,690.73,171.64,1619.63
TRP-535287,3.77,546.46,144.08,904.48
TRP-535288,3.73,541.24,152.97,895.85
TRP-535289,4.21,610.04,154.6,1009.71
TRP-535290,4.69,680.46,161.02,1126.28
TRP-535291,1.93,280.17,58.38,385
TRP-535292,1.79,259.34,66.02,385
TRP-535293,1.61,233.18,63.72,385
TRP-535294,1.87,270.59,58.43,385
TRP-535295,5.44,789.17,142.94,1306.2
TRP-535296,5.92,858.94,159.39,1421.7
TRP-535297,11.96,1734.14,244.6,4066.25
TRP-535298,11.89,1724.36,252.58,4043.33
TRP-535299,4.22,611.75,181.72,1012.55
TRP-535300,4.34,630.02,183.58,1042.8
TRP-535301,2.14,310.56,70.73,840
TRP-535302,1.99,288.42,68.29,840
TRP-535303,3.05,441.65,123.38,840
TRP-535304,3.24,469.49,122.14,840
TRP-535305,7.72,1118.7,371.53,2623.15
TRP-535306,7.6,1101.32,387.31,2582.41
TRP-535307,8.26,1197.69,401.13,2808.37
TRP-535308,7.45,1080.57,349.67,2533.75
TRP-535309,7.75,1124.28,380.66,1860.87
TRP-535310,7.14,1035.59,385.28,1714.08
TRP-535311,21.22,3077.6,624.56,5093.96
TRP-535312,18.63,2701.35,598.78,4471.19
TRP-535313,13.37,1939.09,277.85,4546.84
TRP-535314,10.59,1535.34,298.04,3600.11
TRP-535315,1.38,199.49,43.96,525
TRP-535316,1.21,175.43,42.66,525
TRP-535317,1.19,173.07,46.05,840
TRP-535318,1.12,161.82,45.28,840
TRP-535319,2.52,366.11,97.13,840
TRP-535320,1.93,280.52,97.08,840
TRP-535321,16.11,2335.7,486.1,5476.82
TRP-535322,16.81,2437.37,500.33,5715.21
TRP-535323,15.98,2317.42,535.3,5433.95
TRP-535324,16.39,2376.23,530.87,5571.85
TRP-535325,8.82,1278.36,184.64,2997.54
TRP-535326,9.23,1337.64,183.07,3136.54
TRP-535327,5.29,767.52,91.22,1270.38
TRP-535328,5.48,794.81,95.2,1315.54
TRP-535329,1.5,217.8,38.55,840
TRP-535330,1.45,209.64,39.03,840
TRP-535331,0.9,130.23,25.2,840
